"seqnames","start","end","width","strand","name","score","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",6155757,6158494,2738,"*","consensus_peak_222_overlaps2,consensus_peak_223_overlaps3,consensus_peak_224_overlaps2",2.333333333,"Intron (ENST00000262450.8/26038, intron 3 of 41)",1,6105081,6144104,39024,2,"26038","ENST00000462991.5",-11653
"chr1",6244768,6248934,4167,"*","consensus_peak_228_overlaps2",2,"Promoter (<=1kb)",1,6244179,6245578,1400,1,"390992","ENST00000377898.4",589
"chr1",6348092,6352654,4563,"*","consensus_peak_233_overlaps2",2,"Promoter (<=1kb)",1,6281130,6352249,71120,2,"11332","ENST00000473466.2",0
"chr1",6391920,6394242,2323,"*","consensus_peak_237_overlaps2",2,"Promoter (<=1kb)",1,6264269,6393361,129093,2,"11332","ENST00000608083.5",0
"chr1",6413066,6424110,11045,"*","consensus_peak_240_overlaps2",2,"Promoter (<=1kb)",1,6413000,6419903,6904,2,"54626","ENST00000377836.8",0
"chr1",6474823,6476147,1325,"*","consensus_peak_245_overlaps2",2,"Promoter (<=1kb)",1,6474451,6475497,1047,2,"57449","ENST00000676255.1",0
"chr1",6486562,6493485,6924,"*","consensus_peak_248_overlaps2,consensus_peak_249_overlaps3,consensus_peak_250_overlaps2,consensus_peak_251_overlaps3,consensus_peak_252_overlaps2",2.4,"Promoter (<=1kb)",1,6467122,6490570,23449,2,"57449","ENST00000377725.5",0
"chr1",6518662,6520739,2078,"*","consensus_peak_256_overlaps2,consensus_peak_257_overlaps3,consensus_peak_258_overlaps2",2.333333333,"Promoter (<=1kb)",1,6467122,6520009,52888,2,"57449","ENST00000377740.5",0
"chr1",6612802,6613755,954,"*","consensus_peak_264_overlaps2",2,"Promoter (<=1kb)",1,6613731,6624030,10300,1,"148479","ENST00000377648.5",0
"chr1",6624730,6626100,1371,"*","consensus_peak_267_overlaps2,consensus_peak_268_overlaps3,consensus_peak_269_overlaps2",2.333333333,"Promoter (<=1kb)",1,6624868,6633562,8695,1,"90326","ENST00000054650.9",0
"chr1",6770689,6772328,1640,"*","consensus_peak_272_overlaps2",2,"Distal Intergenic",1,6783892,6784843,952,2,"110841581","ENST00000442889.1",12515
"chr1",7117384,7124140,6757,"*","consensus_peak_285_overlaps2,consensus_peak_286_overlaps3,consensus_peak_287_overlaps2",2.333333333,"Intron (ENST00000303635.12/23261, intron 4 of 22)",1,6874056,6887842,13787,1,"23261","ENST00000467267.1",243328
"chr1",7265894,7268430,2537,"*","consensus_peak_293_overlaps2",2,"Intron (ENST00000303635.12/23261, intron 5 of 22)",1,7368942,7370270,1329,1,"23261","ENST00000427317.1",-100512
"chr1",7298404,7302019,3616,"*","consensus_peak_297_overlaps2,consensus_peak_298_overlaps3,consensus_peak_299_overlaps2,consensus_peak_300_overlaps3,consensus_peak_301_overlaps2",2.4,"Intron (ENST00000303635.12/23261, intron 5 of 22)",1,7368942,7370270,1329,1,"23261","ENST00000427317.1",-66923
"chr1",7388031,7390799,2769,"*","consensus_peak_305_overlaps2,consensus_peak_306_overlaps3,consensus_peak_307_overlaps2",2.333333333,"Promoter (<=1kb)",1,7382487,7389754,7268,2,"102725193","ENST00000618051.1",0
"chr1",7470310,7471410,1101,"*","consensus_peak_312_overlaps2",2,"Intron (ENST00000303635.12/23261, intron 6 of 22)",1,7441096,7441554,459,2,"101928836","ENST00000440032.1",-28756
"chr1",7701115,7706144,5030,"*","consensus_peak_323_overlaps2",2,"Promoter (<=1kb)",1,7704838,7767777,62940,1,"23261","ENST00000700423.1",0
"chr1",7893652,7894742,1091,"*","consensus_peak_328_overlaps2",2,"Distal Intergenic",1,7843083,7853512,10430,2,"10911","ENST00000377516.6",-40140
"chr1",7960841,7961879,1039,"*","consensus_peak_332_overlaps2",2,"Promoter (<=1kb)",1,7961663,7971048,9386,1,"11315","ENST00000460192.5",0
"chr1",8004163,8006641,2479,"*","consensus_peak_336_overlaps2,consensus_peak_337_overlaps3,consensus_peak_338_overlaps2",2.333333333,"3' UTR",1,8013427,8015633,2207,2,"54206","ENST00000467067.1",8992
"chr1",8021738,8028687,6950,"*","consensus_peak_341_overlaps2,consensus_peak_342_overlaps3,consensus_peak_343_overlaps2,consensus_peak_344_overlaps3,consensus_peak_345_overlaps2",2.4,"Promoter (<=1kb)",1,8004404,8026283,21880,2,"54206","ENST00000474874.5",0
"chr1",8047333,8048527,1195,"*","consensus_peak_349_overlaps2",2,"Intron (ENST00000445300.1/ENST00000445300.1, intron 2 of 2)",1,8011727,8026309,14583,2,"54206","ENST00000377482.10",-21024
"chr1",8076986,8078968,1983,"*","consensus_peak_353_overlaps2,consensus_peak_354_overlaps3,consensus_peak_355_overlaps2",2.333333333,"Intron (ENST00000445300.1/ENST00000445300.1, intron 2 of 2)",1,8011727,8026309,14583,2,"54206","ENST00000377482.10",-50677
"chr1",8089541,8091587,2047,"*","consensus_peak_359_overlaps2",2,"Intron (ENST00000445300.1/ENST00000445300.1, intron 2 of 2)",1,8011727,8026309,14583,2,"54206","ENST00000377482.10",-63232
"chr1",8093757,8094791,1035,"*","consensus_peak_362_overlaps2",2,"Intron (ENST00000445300.1/ENST00000445300.1, intron 2 of 2)",1,8011727,8026309,14583,2,"54206","ENST00000377482.10",-67448
"chr1",8121393,8122763,1371,"*","consensus_peak_366_overlaps2",2,"Exon (ENST00000445300.1/ENST00000445300.1, exon 3 of 3)",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-78755
"chr1",8154113,8155838,1726,"*","consensus_peak_371_overlaps2",2,"Distal Intergenic",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-45680
"chr1",8197742,8199020,1279,"*","consensus_peak_376_overlaps2",2,"Promoter (2-3kb)",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-2498
"chr1",8342299,8345561,3263,"*","consensus_peak_383_overlaps2,consensus_peak_384_overlaps3,consensus_peak_385_overlaps2",2.333333333,"3' UTR",1,8330428,8336109,5682,1,"50651","ENST00000481265.1",11871
"chr1",8349030,8352259,3230,"*","consensus_peak_387_overlaps2",2,"Distal Intergenic",1,8355521,8362844,7324,2,"473","ENST00000505225.1",10585
"chr1",8396409,8398425,2017,"*","consensus_peak_391_overlaps2",2,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",24994
"chr1",8407850,8410211,2362,"*","consensus_peak_393_overlaps2,consensus_peak_394_overlaps3,consensus_peak_395_overlaps2",2.333333333,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",13208
"chr1",8412067,8412912,846,"*","consensus_peak_398_overlaps2",2,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",10507
"chr1",8424340,8425514,1175,"*","consensus_peak_401_overlaps2",2,"Promoter (<=1kb)",1,8424645,8434838,10194,1,"102724552","ENST00000449895.5",0
"chr1",8525361,8526707,1347,"*","consensus_peak_406_overlaps2,consensus_peak_407_overlaps3,consensus_peak_408_overlaps2",2.333333333,"Promoter (<=1kb)",1,8352406,8525939,173534,2,"473","ENST00000377464.5",0
"chr1",8660271,8660805,535,"*","consensus_peak_412_overlaps2",2,"Intron (ENST00000337907.7/473, intron 2 of 23)",1,8353943,8656371,302429,2,"473","ENST00000400907.6",-3900
"chr1",8844554,8849656,5103,"*","consensus_peak_417_overlaps2,consensus_peak_418_overlaps3,consensus_peak_419_overlaps2",2.333333333,"Promoter (<=1kb)",1,8361158,8848921,487764,2,"473","ENST00000656437.1",0
"chr1",8856604,8859786,3183,"*","consensus_peak_422_overlaps2",2,"Distal Intergenic",1,8866502,8866590,89,2,"102465436","ENST00000618792.1",6804
"chr1",8873586,8875600,2015,"*","consensus_peak_426_overlaps2",2,"Promoter (1-2kb)",1,8866009,8871944,5936,2,"2023","ENST00000645600.1",-1642
"chr1",8889224,8890419,1196,"*","consensus_peak_428_overlaps2,consensus_peak_429_overlaps3,consensus_peak_430_overlaps2",2.333333333,"Distal Intergenic",1,8868049,8879190,11142,2,"2023","ENST00000489867.2",-10034
"chr1",8985214,8986986,1773,"*","consensus_peak_434_overlaps2,consensus_peak_435_overlaps3,consensus_peak_436_overlaps2",2.333333333,"Distal Intergenic",1,8945887,8974704,28818,1,"765","ENST00000377442.3",39327
"chr1",9084592,9085880,1289,"*","consensus_peak_440_overlaps2",2,"Promoter (2-3kb)",1,9047611,9088443,40833,2,"6518","ENST00000464985.5",2563
"chr1",9141495,9143698,2204,"*","consensus_peak_443_overlaps2,consensus_peak_444_overlaps3,consensus_peak_445_overlaps2",2.333333333,"Distal Intergenic",1,9151668,9151777,110,2,"407040","ENST00000385130.1",8079
"chr1",9163214,9164303,1090,"*","consensus_peak_449_overlaps2",2,"Intron (ENST00000635687.1/106614088, intron 1 of 1)",1,9151668,9151777,110,2,"407040","ENST00000385130.1",-11437
"chr1",9275055,9277124,2070,"*","consensus_peak_457_overlaps2,consensus_peak_458_overlaps3,consensus_peak_459_overlaps2",2.333333333,"Distal Intergenic",1,9292894,9369532,76639,1,"80176","ENST00000328089.11",-15770
"chr1",9280218,9283940,3723,"*","consensus_peak_462_overlaps2,consensus_peak_463_overlaps3,consensus_peak_464_overlaps2",2.333333333,"Distal Intergenic",1,9292894,9369532,76639,1,"80176","ENST00000328089.11",-8954
"chr1",9289157,9295598,6442,"*","consensus_peak_467_overlaps2,consensus_peak_468_overlaps3,consensus_peak_469_overlaps2",2.333333333,"Promoter (<=1kb)",1,9292894,9369532,76639,1,"80176","ENST00000328089.11",0
"chr1",9302013,9303703,1691,"*","consensus_peak_472_overlaps2",2,"Intron (ENST00000328089.11/80176, intron 1 of 2)",1,9294528,9356497,61970,1,"80176","ENST00000450402.1",7485
"chr1",9380653,9383205,2553,"*","consensus_peak_477_overlaps2",2,"Distal Intergenic",1,9355707,9367575,11869,1,"80176","ENST00000377399.2",24946
"chr1",9399981,9403130,3150,"*","consensus_peak_480_overlaps2",2,"Distal Intergenic",1,9426975,9428916,1942,2,"100506022","ENST00000641507.1",25786
"chr1",9412716,9414207,1492,"*","consensus_peak_483_overlaps2,consensus_peak_484_overlaps3,consensus_peak_485_overlaps2",2.333333333,"Distal Intergenic",1,9426975,9428916,1942,2,"100506022","ENST00000641507.1",14709
"chr1",9437712,9440027,2316,"*","consensus_peak_488_overlaps2,consensus_peak_489_overlaps3,consensus_peak_490_overlaps2",2.333333333,"Promoter (<=1kb)",1,9426649,9440564,13916,2,"100506022","ENST00000641940.1",537
"chr1",9470885,9475131,4247,"*","consensus_peak_495_overlaps2",2,"Distal Intergenic",1,9426649,9440564,13916,2,"100506022","ENST00000641940.1",-30321
"chr1",9539101,9540612,1512,"*","consensus_peak_498_overlaps2",2,"Promoter (<=1kb)",1,9539465,9585173,45709,1,"84275","ENST00000302692.7",0
"chr1",9718499,9719342,844,"*","consensus_peak_505_overlaps2",2,"Promoter (<=1kb)",1,9718850,9720545,1696,1,"5293","ENST00000698787.1",0
"chr1",9723898,9725411,1514,"*","consensus_peak_508_overlaps2",2,"Promoter (2-3kb)",1,9721136,9728906,7771,1,"5293","ENST00000698719.1",2762
"chr1",9765891,9767182,1292,"*","consensus_peak_511_overlaps2",2,"Intron (ENST00000377298.9/22883, intron 2 of 18)",1,9729028,9751581,22554,2,"22883","ENST00000435891.5",-14310
"chr1",9822367,9826291,3925,"*","consensus_peak_514_overlaps2,consensus_peak_515_overlaps3,consensus_peak_516_overlaps2",2.333333333,"Promoter (<=1kb)",1,9728926,9823965,95040,2,"22883","ENST00000377298.9",0
"chr1",9880832,9885069,4238,"*","consensus_peak_521_overlaps2,consensus_peak_522_overlaps3,consensus_peak_523_overlaps2",2.333333333,"Promoter (2-3kb)",1,9850659,9878176,27518,2,"56998","ENST00000377256.1",-2656
"chr1",9888838,9891571,2734,"*","consensus_peak_526_overlaps2,consensus_peak_527_overlaps3,consensus_peak_528_overlaps2",2.333333333,"Promoter (1-2kb)",1,9850450,9893237,42788,2,"56998","ENST00000377258.5",1666
"chr1",9892544,9894625,2082,"*","consensus_peak_531_overlaps2,consensus_peak_532_overlaps3,consensus_peak_533_overlaps2",2.333333333,"Promoter (<=1kb)",1,9850450,9893237,42788,2,"56998","ENST00000377258.5",0
"chr1",9903766,9905499,1734,"*","consensus_peak_536_overlaps2",2,"Exon (ENST00000648956.1/ENST00000648956.1, exon 2 of 3)",1,9848276,9910269,61994,2,"56998","ENST00000377263.6",4770
"chr1",9906673,9911204,4532,"*","consensus_peak_538_overlaps2",2,"Promoter (<=1kb)",1,9848276,9910269,61994,2,"56998","ENST00000377263.6",0
"chr1",10032559,10034796,2238,"*","consensus_peak_541_overlaps2",2,"Promoter (<=1kb)",1,10032832,10180367,147536,1,"10277","ENST00000253251.12",0
"chr1",10064121,10065794,1674,"*","consensus_peak_544_overlaps2,consensus_peak_545_overlaps3,consensus_peak_546_overlaps2",2.333333333,"Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",30847
"chr1",10068863,10070024,1162,"*","consensus_peak_549_overlaps2",2,"Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",-30837
"chr1",10073211,10075657,2447,"*","consensus_peak_552_overlaps2,consensus_peak_553_overlaps3,consensus_peak_554_overlaps2",2.333333333,"Intron (ENST00000253251.12/10277, intron 2 of 26)",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",-25204
"chr1",10209903,10212416,2514,"*","consensus_peak_558_overlaps2,consensus_peak_559_overlaps3,consensus_peak_560_overlaps2",2.333333333,"Promoter (<=1kb)",1,10210570,10308597,98028,1,"23095","ENST00000377093.9",0
"chr1",10398387,10400491,2105,"*","consensus_peak_564_overlaps2,consensus_peak_565_overlaps3,consensus_peak_566_overlaps2",2.333333333,"Promoter (<=1kb)",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",0
"chr1",10509831,10512032,2202,"*","consensus_peak_570_overlaps2,consensus_peak_571_overlaps3,consensus_peak_572_overlaps2",2.333333333,"Intron (ENST00000472851.1/5195, intron 2 of 3)",1,10535888,10536289,402,1,"5195","ENST00000492696.1",-23856
"chr1",10529999,10531163,1165,"*","consensus_peak_575_overlaps2",2,"Intron (ENST00000472851.1/5195, intron 3 of 3)",1,10535888,10536289,402,1,"5195","ENST00000492696.1",-4725
"chr1",11037681,11039293,1613,"*","consensus_peak_591_overlaps2,consensus_peak_592_overlaps3,consensus_peak_593_overlaps2",2.333333333,"3' UTR",1,11037693,11043198,5506,2,"10747","ENST00000478645.1",3905
"chr1",11157942,11159185,1244,"*","consensus_peak_598_overlaps2,consensus_peak_599_overlaps3,consensus_peak_600_overlaps2",2.333333333,"Intron (ENST00000703140.1/2475, intron 27 of 55)",1,11131594,11145025,13432,2,"2475","ENST00000495435.1",-12917
"chr1",11645780,11651281,5502,"*","consensus_peak_610_overlaps3,consensus_peak_611_overlaps2",2.5,"Promoter (<=1kb)",1,11637018,11650770,13753,2,"26232","ENST00000642025.1",0
"chr1",11652819,11653747,929,"*","consensus_peak_614_overlaps2",2,"Promoter (<=1kb)",1,11650737,11653529,2793,2,"26232","ENST00000475961.1",0
"chr1",11689766,11695089,5324,"*","consensus_peak_619_overlaps2,consensus_peak_620_overlaps3,consensus_peak_621_overlaps2",2.333333333,"Promoter (<=1kb)",1,11674480,11691650,17171,2,"10459","ENST00000235310.7",0
"chr1",11745994,11747402,1409,"*","consensus_peak_624_overlaps2",2,"Promoter (<=1kb)",1,11745998,11750488,4491,1,"57085","ENST00000514733.5",0
"chr1",11806007,11806919,913,"*","consensus_peak_629_overlaps2",2,"Promoter (<=1kb)",1,11806096,11843143,37048,1,"1185","ENST00000312413.10",0
"chr1",11934151,11935302,1152,"*","consensus_peak_638_overlaps2",2,"Promoter (<=1kb)",1,11934205,11958620,24416,1,"5351","ENST00000485046.5",0
"chr1",12019187,12020639,1453,"*","consensus_peak_642_overlaps2",2,"Promoter (<=1kb)",1,12019466,12029855,10390,1,"60672","ENST00000478749.5",0
"chr1",12132128,12133553,1426,"*","consensus_peak_648_overlaps2",2,"Intron (ENST00000263932.7/943, intron 12 of 14)",1,12125934,12144207,18274,1,"943","ENST00000479933.2",6194
"chr1",12147966,12148777,812,"*","consensus_peak_652_overlaps2",2,"Distal Intergenic",1,12166943,12167038,96,1,"102465836","ENST00000622420.1",-18166
"chr1",12161183,12162463,1281,"*","consensus_peak_656_overlaps2",2,"Distal Intergenic",1,12166943,12167038,96,1,"102465836","ENST00000622420.1",-4480
"chr1",12178257,12179448,1192,"*","consensus_peak_659_overlaps2",2,"Intron (ENST00000376259.7/7133, intron 1 of 9)",1,12167003,12209228,42226,1,"7133","ENST00000492361.1",11254
"chr1",12230052,12231297,1246,"*","consensus_peak_662_overlaps2",2,"Promoter (<=1kb)",1,12230067,12512047,281981,1,"55187","ENST00000613099.4",0
"chr1",12405465,12407725,2261,"*","consensus_peak_666_overlaps2",2,"Promoter (<=1kb)",1,12407254,12416827,9574,1,"55187","ENST00000476045.5",0
"chr1",12432920,12439381,6462,"*","consensus_peak_670_overlaps2,consensus_peak_671_overlaps3,consensus_peak_672_overlaps2",2.333333333,"Intron (ENST00000620676.6/55187, intron 65 of 69)",1,12409838,12416827,6990,1,"55187","ENST00000481484.1",23082
"chr1",12447290,12449898,2609,"*","consensus_peak_675_overlaps2",2,"Intron (ENST00000620676.6/55187, intron 65 of 69)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-15042
"chr1",12453491,12455594,2104,"*","consensus_peak_678_overlaps2,consensus_peak_679_overlaps3,consensus_peak_680_overlaps2",2.333333333,"3' UTR",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-9346
"chr1",12456692,12458926,2235,"*","consensus_peak_682_overlaps2",2,"Intron (ENST00000620676.6/55187, intron 66 of 69)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-6014
"chr1",12464080,12465311,1232,"*","consensus_peak_685_overlaps2,consensus_peak_686_overlaps3,consensus_peak_687_overlaps2",2.333333333,"Promoter (<=1kb)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",0
"chr1",12475326,12476584,1259,"*","consensus_peak_690_overlaps2",2,"Promoter (1-2kb)",1,12478549,12506972,28424,1,"55187","ENST00000645148.1",-1965
"chr1",12477431,12483298,5868,"*","consensus_peak_692_overlaps2,consensus_peak_693_overlaps3,consensus_peak_694_overlaps2",2.333333333,"Promoter (<=1kb)",1,12478549,12506972,28424,1,"55187","ENST00000645148.1",0
"chr1",12537866,12543152,5287,"*","consensus_peak_698_overlaps2,consensus_peak_699_overlaps3,consensus_peak_700_overlaps2",2.333333333,"Distal Intergenic",1,12527724,12528420,697,1,"105376744","ENST00000416696.1",10142
"chr1",12572608,12575004,2397,"*","consensus_peak_704_overlaps2,consensus_peak_705_overlaps3,consensus_peak_706_overlaps2",2.333333333,"Exon (ENST00000616661.5/9249, exon 5 of 6)",1,12578957,12579023,67,2,"102466722","ENST00000622213.1",4019
"chr1",12588207,12589314,1108,"*","consensus_peak_710_overlaps2",2,"Intron (ENST00000616661.5/9249, intron 1 of 5)",1,12578718,12596308,17591,2,"9249","ENST00000430996.2",6994
"chr1",12590218,12605420,15203,"*","consensus_peak_712_overlaps2,consensus_peak_713_overlaps3,consensus_peak_714_overlaps2,consensus_peak_715_overlaps3,consensus_peak_716_overlaps2,consensus_peak_717_overlaps3,consensus_peak_718_overlaps2,consensus_peak_719_overlaps3",2.5,"Promoter (<=1kb)",1,12578718,12596308,17591,2,"9249","ENST00000430996.2",0
"chr1",12614889,12617022,2134,"*","consensus_peak_722_overlaps2,consensus_peak_723_overlaps3,consensus_peak_724_overlaps2",2.333333333,"Promoter (<=1kb)",1,12568392,12616795,48404,2,"9249","ENST00000464917.5",0
"chr1",12618491,12622903,4413,"*","consensus_peak_726_overlaps2,consensus_peak_727_overlaps3,consensus_peak_728_overlaps2",2.333333333,"Promoter (<=1kb)",1,12567910,12618210,50301,2,"9249","ENST00000616661.5",-281
