"seqnames","start","end","width","strand","Conc","Conc_GFP","Conc_YAF","Fold","p.value","FDR"
"7",2477693,2478093,401,"*",6.2053777400333,6.84873291175377,5.01452059326963,1.54915208799041,8.93904341993903e-11,2.36405192844951e-07
"1",1290045,1290445,401,"*",5.26547241996694,6.00008058929124,3.69223960536327,1.8089404722517,9.40685924513953e-11,2.37960819391612e-07
"17",13544306,13544706,401,"*",4.90272708254595,3.18791090511517,5.66431756243248,-1.96586921707993,1.02552787100378e-10,2.43281109079114e-07
"17",3004258,3004658,401,"*",5.9397679817774,6.60832813518744,4.65527191498103,1.62801300835412,1.07569373018456e-10,2.43281109079114e-07
"20",62643930,62644330,401,"*",5.96247115877699,6.65065809417266,4.59935847994997,1.63012954322239,1.08715905882523e-10,2.43281109079114e-07
"7",150986072,150986472,401,"*",6.10971838325359,6.77501706073316,4.83778146402443,1.57161214153846,1.14875810787545e-10,2.47544608268184e-07
"2",68971501,68971901,401,"*",4.96681295825063,3.28101587419477,5.72312652071701,-1.93250183520416,1.1968681855692e-10,2.48700659902812e-07
"9",137313853,137314253,401,"*",5.57968160906747,6.26333994965965,4.23518890700438,1.66777960773962,1.26703871810766e-10,2.5420291964462e-07
"2",241895642,241896042,401,"*",4.75921255525042,5.58986437657588,2.58466465023311,2.0864694682041,1.69010220125906e-10,3.1124370756759e-07
"19",33226127,33226527,401,"*",5.45633010188054,6.12652270211668,4.16549582066207,1.67190971175873,1.69473173850173e-10,3.1124370756759e-07
"1",2427888,2428288,401,"*",5.12338583967978,5.85899221767985,3.54520027737442,1.80335741817032,1.71183504213724e-10,3.1124370756759e-07
"17",82322917,82323317,401,"*",5.92825344715732,6.59017501017961,4.6691772816502,1.5988466400624,1.98899790155986e-10,3.50678411844108e-07
"17",81167775,81168175,401,"*",5.59947644811793,6.29683956126873,4.19769560497786,1.7191519320672,2.53869342419053e-10,4.34430178841922e-07
"9",2556274,2556674,401,"*",4.62884965010797,2.63821714229237,5.43486137995289,-2.09702210455295,2.72538895854992e-10,4.53053086818148e-07
"17",3953174,3953574,401,"*",5.41993775847943,6.13765115537417,3.92756133160014,1.74819855997909,2.85349664322948e-10,4.61172615823272e-07
"20",63836480,63836880,401,"*",5.63857996500091,6.32273918620511,4.29204245910492,1.66098434586612,3.26411470098769e-10,5.0593366587723e-07
"7",151275642,151276042,401,"*",6.48706838643309,7.06644173576279,5.50370708553312,1.40520809509616,3.40571377602695e-10,5.0593366587723e-07
"11",61754741,61755141,401,"*",5.44521167442776,6.13035434183566,4.09464880596591,1.67861440027781,3.43618291044647e-10,5.0593366587723e-07
"1",6258797,6259197,401,"*",5.51745333461942,6.22756402532146,4.05974257532373,1.68785958870417,3.52633754740588e-10,5.0593366587723e-07
"15",68515515,68515915,401,"*",6.25101635721335,5.28083089525248,6.82590216781212,-1.35116685193279,3.61880171409284e-10,5.0593366587723e-07
"19",33268093,33268493,401,"*",5.04691471051125,5.77848906840737,3.48861026996345,1.83072743364607,3.73799135340481e-10,5.0593366587723e-07
"7",155993954,155994354,401,"*",5.80485282674203,6.42168643810829,4.70478391452001,1.48100022412887,3.73915431451667e-10,5.0593366587723e-07
"17",83062920,83063320,401,"*",5.92398394214838,6.51855661389163,4.89476325821494,1.44079096059301,3.88257739143663e-10,5.13400267701286e-07
"5",56211266,56211666,401,"*",5.05782352826355,3.58797700773587,5.77062115866713,-1.79932052242558,4.05055753595891e-10,5.23710085682581e-07
"4",2332537,2332937,401,"*",5.54568406340325,6.23142550833166,4.19266346637809,1.64429571432899,4.51446108161565e-10,5.71000814457743e-07
"6",43948836,43949236,401,"*",4.91332151808487,3.37939190983933,5.63986027757299,-1.86153837141353,4.65622042372283e-10,5.76400461049025e-07
"5",72141305,72141705,401,"*",5.25399060207476,3.82058354550527,5.95863643765593,-1.80580587770817,4.88398232222002e-10,5.91999707232094e-07
"7",915009,915409,401,"*",5.62946551953639,6.32151250276585,4.25024270922105,1.65589114440168,6.28057292253635e-10,7.4574753832451e-07
"17",9371053,9371453,401,"*",4.76997567224802,2.89082961302239,5.55920864746265,-1.99558835461653,6.86527559461046e-10,7.98870929291252e-07
"7",151003612,151004012,401,"*",6.55043420124756,7.08958974459981,5.67972590105049,1.27482192592364,7.48974186947895e-10,8.50019194723773e-07
"1",12435637,12436037,401,"*",5.0322109707613,3.43756971138159,5.77110454903526,-1.81829694325408,7.65426167958506e-10,8.50019194723773e-07
"17",8073488,8073888,401,"*",6.34356547222351,6.93710624288911,5.31752031093468,1.35808475548995,7.74311940468873e-10,8.50019194723773e-07
"9",123363366,123363766,401,"*",5.19540939398217,5.87386028909611,3.87196434271329,1.70328839073713,8.26717731214957e-10,8.77419912429788e-07
"1",3270520,3270920,401,"*",5.38946728878326,6.06046671608001,4.09548740979457,1.62154138146984,8.2943341898935e-10,8.77419912429788e-07
"15",60376667,60377067,401,"*",5.1804455042315,3.81276476803801,5.86973239707558,-1.71539249793255,8.74068517334167e-10,9.08125972777438e-07
"2",205754764,205755164,401,"*",4.95968833701905,3.41029318857585,5.68943401421924,-1.81262457069491,9.03150413517024e-10,9.2187890103943e-07
"17",74214169,74214569,401,"*",5.93595192289825,6.54485163982688,4.86166083312868,1.4343278775764,9.3331169728326e-10,9.36240365023011e-07
"7",130894257,130894657,401,"*",5.84695113933277,4.80310201493116,6.44623876787239,-1.4259069913045,9.62035564863887e-10,9.48697512456113e-07
"8",141430288,141430688,401,"*",5.32221570840813,6.01654257997547,3.93337193805693,1.67462121739979,1.01557269871883e-09,9.84800845947648e-07
"7",129845329,129845729,401,"*",5.05132981981306,3.52264622504164,5.77677130398988,-1.79123714624422,1.0671743918119e-09,1.01787443384262e-06
"3",136955687,136956087,401,"*",4.81886201975372,3.19217806025828,5.56402904963223,-1.88405474261144,1.16397948006972e-09,1.09230087273252e-06
"11",27916440,27916840,401,"*",4.49015255728782,2.36097650133354,5.31505204873393,-2.09570048347781,1.18492814333478e-09,1.09430935294451e-06
"19",50693819,50694219,401,"*",4.85580448571226,5.60700138154369,3.19750033643244,1.86394144822289,1.22290249580402e-09,1.11173301579484e-06
"7",150963770,150964170,401,"*",5.7093231577943,6.40298177719975,4.3233075924503,1.64870790835981,1.24716658300417e-09,1.11634840203614e-06
"1",2320610,2321010,401,"*",5.28746767835214,6.0096258873072,3.77434475185271,1.72564257666947,1.27419779765891e-09,1.12326327671804e-06
"9",136305104,136305504,401,"*",5.0116251822703,5.74425471721271,3.44814962348479,1.77110745473983,1.33657700057812e-09,1.16066750817367e-06
"11",35166594,35166994,401,"*",4.71275138182963,3.04942898681674,5.46489086771072,-1.8975770296284,1.50349647355773e-09,1.28641811506671e-06
"9",108777113,108777513,401,"*",4.64090918927715,2.89647447890586,5.40775801023066,-1.98104827637407,1.68915386411355e-09,1.42432391480948e-06
"1",115167965,115168365,401,"*",4.38395259036056,2.41046496557476,5.18747994192424,-2.08429483751589,1.78303194548982e-09,1.47156048975756e-06
"4",57102099,57102499,401,"*",5.39002217356119,4.06471556760881,6.06893747166478,-1.65615429906499,1.79575804841337e-09,1.47156048975756e-06
"3",196967674,196968074,401,"*",5.72727229937433,6.33299544798976,4.66313531916528,1.437274218689,1.90663372795607e-09,1.5405740249914e-06
"1",40782896,40783296,401,"*",5.39393320997503,6.06523304619226,4.09877991403333,1.61912264497463,1.93293293156598e-09,1.5405740249914e-06
"2",54555322,54555722,401,"*",4.69322165153782,3.02264458760385,5.44671693718565,-1.89014171837153,2.00612707842949e-09,1.57159038471341e-06
"7",151010687,151011087,401,"*",6.50581012882836,7.13248805647651,5.372898335682,1.46866291796603,2.03433014380465e-09,1.57159038471341e-06
"10",76352056,76352456,401,"*",4.92628390389658,3.16773507712832,5.69559416246979,-1.88616549614524,2.05288352477087e-09,1.57159038471341e-06
"17",17511863,17512263,401,"*",6.93196345974882,7.48141681499539,6.03353003393316,1.26731234301256,2.10287828061344e-09,1.58895667691755e-06
"1",115668755,115669155,401,"*",5.34878501043952,3.94695587017313,6.04615939574732,-1.73287632554275,2.40131365388065e-09,1.79119526936005e-06
"17",19017239,19017639,401,"*",5.53896667034447,6.16438991770583,4.41029516313063,1.50932478724773,2.44261863397365e-09,1.79894224508677e-06
"8",143385004,143385404,401,"*",5.93894425741767,6.5914468701211,4.71498906696857,1.55707509680336,2.51642981755407e-09,1.81870465787654e-06
"15",77633292,77633692,401,"*",5.7796272214678,6.43501012289868,4.54504680978569,1.52654887533618,2.54425475853376e-09,1.81870465787654e-06
"17",81189755,81190155,401,"*",5.21802861039239,5.91183204363607,3.83140073930924,1.64416901648112,2.57507221484244e-09,1.81870465787654e-06
"10",77156403,77156803,401,"*",4.30327868577104,2.2432691003177,5.11900621547214,-2.11350978699766,2.59448775572776e-09,1.81870465787654e-06
"3",184378603,184379003,401,"*",5.93321114096616,6.54292705057221,4.85629582421761,1.39378257936739,2.72385048899567e-09,1.87973696300166e-06
"17",76536268,76536668,401,"*",5.90895228424718,6.54015054014327,4.76062854514408,1.43418762211805,2.8192849363538e-09,1.87973696300166e-06
"7",150971876,150972276,401,"*",6.31004005982454,6.90330504100242,5.28484203354806,1.38237325011978,2.83145128244245e-09,1.87973696300166e-06
"4",6668419,6668819,401,"*",5.58411227865411,6.21968357409322,4.42067367342321,1.474517504306,2.84762679992782e-09,1.87973696300166e-06
"4",21744043,21744443,401,"*",4.46966926091331,2.28008781588604,5.3021825905252,-2.04596920360494,2.8737001282413e-09,1.87973696300166e-06
"5",62029387,62029787,401,"*",4.73105601059395,3.15562768160567,5.46610718614316,-1.84747600489272,2.87540114996301e-09,1.87973696300166e-06
"15",63338747,63339147,401,"*",5.62999381760894,6.25796027883133,4.49271046084474,1.4987893024469,2.98287884030513e-09,1.92833174096259e-06
"7",130281121,130281521,401,"*",5.44595495106611,4.22724638488921,6.09702532518238,-1.555315077125,3.10871742350508e-09,1.96672696925874e-06
"2",95348538,95348938,401,"*",5.3926524084416,6.04256116692785,4.17818133729414,1.51638303524825,3.10987730177382e-09,1.96672696925874e-06
"7",135670132,135670532,401,"*",4.64905735977788,2.89107583562833,5.41826922775803,-1.9343578964373,3.24699512814398e-09,2.03136204887821e-06
"19",4579204,4579604,401,"*",6.11533045224918,6.69998697635136,5.11624799293698,1.3588481637031,3.44830063889616e-09,2.11340114544019e-06
"10",62250821,62251221,401,"*",4.38649181255155,2.18692095806508,5.22023007299544,-2.05332260191634,3.4524128547108e-09,2.11340114544019e-06
"11",115893536,115893936,401,"*",6.04621469535035,5.12868915467797,6.60260361616023,-1.31485007180824,3.48710099278571e-09,2.11340114544019e-06
"11",61287490,61287890,401,"*",5.11993669898166,5.79321392686458,3.81702953708775,1.63901455331097,3.63449679699342e-09,2.18002363549145e-06
"17",81733858,81734258,401,"*",5.96808021932067,6.55072573252934,4.97500893849815,1.36594405991098,3.72143420873119e-09,2.20939270543263e-06
"5",533906,534306,401,"*",5.17324091827835,5.84114061595963,3.8912992478069,1.61091265342411,3.84129713061686e-09,2.24480775085838e-06
"17",81431634,81432034,401,"*",6.26608628512004,6.87299088766353,5.19818366074333,1.41692877275567,3.85825126475264e-09,2.24480775085838e-06
"5",139014628,139015028,401,"*",4.54583619335591,2.63272752961219,5.3403395675097,-1.96157611333669,4.03428138863762e-09,2.32398574013578e-06
"1",3060849,3061249,401,"*",5.97298851683313,6.58646709105092,4.88389395332049,1.41824618840185,4.15031204519999e-09,2.33056376616663e-06
"17",81958090,81958490,401,"*",5.90891332506222,6.53949459716233,4.76270576222595,1.44067703393451,4.19539211662166e-09,2.33056376616663e-06
"7",149825202,149825602,401,"*",6.21846121238737,6.83178945948487,5.12985582659117,1.40269568228054,4.21157687177497e-09,2.33056376616663e-06
"1",2683960,2684360,401,"*",4.86427831126884,5.61153936490606,3.22670673472244,1.77307140461894,4.21738807174133e-09,2.33056376616663e-06
"7",134779326,134779726,401,"*",4.43762642775019,2.51574999766638,5.23346730927751,-1.95574193379421,4.24598259278923e-09,2.33056376616663e-06
"4",48909648,48910048,401,"*",4.98296103565131,3.58153936930127,5.68024030525353,-1.70460662465185,4.39577334514603e-09,2.38086236100542e-06
"19",28296676,28297076,401,"*",4.56536025595342,2.82002865541659,5.33236633352562,-1.87951358283929,4.45202193296508e-09,2.38086236100542e-06
"6",150723755,150724155,401,"*",5.72403290671321,4.614052461102,6.34386815969802,-1.52000509135432,4.46038289074956e-09,2.38086236100542e-06
"7",134533368,134533768,401,"*",4.70137341641439,2.77210350573034,5.49833490530946,-1.91352868401006,4.69113693377416e-09,2.48127026437135e-06
"7",2516281,2516681,401,"*",5.57662637030329,6.23683370984516,4.32402331085478,1.52196020482225,4.80430657351236e-09,2.51823572126213e-06
"15",43911223,43911623,401,"*",5.09635118089225,3.79669776259591,5.76880026256265,-1.60924500943007,5.10128336635729e-09,2.59511871505477e-06
"3",183144739,183145139,401,"*",5.8013080496642,6.41767895994392,4.70275912920823,1.43767869377726,5.11859485630399e-09,2.59511871505477e-06
"4",57114984,57115384,401,"*",6.11790713672546,5.21364544199164,6.66949100684418,-1.29646032168183,5.12032395267894e-09,2.59511871505477e-06
"5",83306629,83307029,401,"*",4.57856683310258,2.70694311246472,5.36661294120951,-1.90586346982266,5.12939830585574e-09,2.59511871505477e-06
"19",48123908,48124308,401,"*",5.9709539872509,6.53915444035944,5.02010237294404,1.30701165106493,5.27359078040434e-09,2.64506947228867e-06
"7",135678734,135679134,401,"*",4.70733756748538,3.16359873709343,5.43591516758795,-1.77915647095044,5.34670517914654e-09,2.65882051908636e-06
"9",2559543,2559943,401,"*",6.04369702357573,5.14838658654252,6.59200392712648,-1.30378723668338,5.42603485451384e-09,2.67540305004512e-06
"7",43694160,43694560,401,"*",4.33208765126989,2.26597297047934,5.14864496645559,-2.03509547234141,5.5104675995389e-09,2.69420189812078e-06
"9",136973967,136974367,401,"*",5.4817850665342,6.14532495237934,4.21656405132025,1.56440773981349,5.60790939112051e-09,2.70872007084628e-06
"8",142798336,142798736,401,"*",5.26398773787642,5.96946120979352,3.82693203942132,1.64101430215721,5.63327366835791e-09,2.70872007084628e-06
"7",71308170,71308570,401,"*",4.62839743194986,2.9148400301075,5.38976160422161,-1.83005875269816,6.34175483455899e-09,3.02439327692058e-06
"6",53300727,53301127,401,"*",5.85531406854818,4.85315274339028,6.44099629204995,-1.35830966691285,6.60398002852535e-09,3.12384362617611e-06
"7",73646607,73647007,401,"*",6.05938696308799,6.65617719859067,5.02331057735389,1.35442246890137,6.67495490111529e-09,3.13195343594105e-06
"20",63023263,63023663,401,"*",5.62728033206379,6.32084556439021,4.24165945809665,1.58890917166237,6.96102979216560e-09,3.24005308294223e-06
"11",976797,977197,401,"*",5.82430136045881,6.45579827769804,4.67495180916223,1.40946132161769,7.06984502130408e-09,3.26458510340884e-06
"8",141411916,141412316,401,"*",5.58422414474706,6.21931182951696,4.42246715189249,1.49812943570416,7.36378411695472e-09,3.37354084639889e-06
"17",58249512,58249912,401,"*",5.91197175179147,6.51837274025678,4.84567587410168,1.39287227593038,7.46921336183732e-09,3.3951075923314e-06
"7",150977218,150977618,401,"*",6.50189688101579,7.07270957913264,5.54353219167284,1.26341307955667,7.79694079105401e-09,3.50878521645591e-06
"2",37711558,37711958,401,"*",4.40528407015867,2.50977302466152,5.19707449846522,-1.93991992220872,7.83991746827659e-09,3.50878521645591e-06
"9",136666980,136667380,401,"*",5.83244061209346,6.42287965555921,4.81588513258519,1.3961005351056,8.90557540224269e-09,3.94629019674103e-06
"15",40940372,40940772,401,"*",5.13361840085596,5.81205786504828,3.81021913249391,1.60750213354005,8.95311790536276e-09,3.94629019674103e-06
"5",14190189,14190589,401,"*",5.16716224014498,3.89115534595414,5.83352176665174,-1.60530824939576,9.10743455597679e-09,3.98412599500633e-06
"3",197302615,197303015,401,"*",4.73222958461439,3.03970327375128,5.48977800864938,-1.79824574867153,9.28545701435144e-09,4.03169000006713e-06
"15",87669041,87669441,401,"*",4.06558514432276,1.32439028715438,4.95345278551848,-2.20750331940562,9.49407719705793e-09,4.04693124125504e-06
"22",50013896,50014296,401,"*",5.02447280369431,5.76094218636042,3.4419888036363,1.71687730831185,9.49416998212345e-09,4.04693124125504e-06
"2",75525682,75526082,401,"*",4.39330214421794,2.27304765497924,5.217046339909,-1.98944148031918,9.52922862830326e-09,4.04693124125504e-06
"2",205703914,205704314,401,"*",4.46194529877364,2.49667941455464,5.26426922772972,-1.93523194809308,1.02790953532617e-08,4.33375598437299e-06
"20",62764868,62765268,401,"*",5.87678132641154,6.47509146006426,4.835981092601,1.38415697999129,1.05869714907999e-08,4.43144730415625e-06
"3",197309937,197310337,401,"*",5.18214744523123,3.93979446685228,5.83962033967201,-1.59703010193572,1.09396455647388e-08,4.54636041605453e-06
"11",86726365,86726765,401,"*",4.49742854350193,2.71381191601538,5.27104148584133,-1.95665654788877,1.1628356035144e-08,4.79830504139538e-06
"8",140834581,140834981,401,"*",4.96317301466908,3.53912051392977,5.6656851422004,-1.72230470562488,1.20400088542778e-08,4.93318165605347e-06
"15",70519436,70519836,401,"*",5.55430449641092,6.18769741018511,4.39842071719025,1.43882087701608,1.24598624374565e-08,5.06950850584681e-06
"2",235149049,235149449,401,"*",4.68097715726533,5.39482579827368,3.20634955591357,1.71633303791622,1.33103495635136e-08,5.34205638006707e-06
"8",127743012,127743412,401,"*",5.62877732250424,4.56185341226075,6.23537524739834,-1.40792940164199,1.33461049073223e-08,5.34205638006707e-06
"14",32693121,32693521,401,"*",4.05716828182837,1.62673031654585,4.91673308582754,-2.13682317110074,1.34051808375407e-08,5.34205638006707e-06
"9",136283821,136284221,401,"*",5.29201956243862,5.97471612118634,3.95144316552491,1.57432870336212,1.37050077959242e-08,5.42438614681948e-06
"6",167767976,167768376,401,"*",5.4953969519679,6.08300368649734,4.48743504679055,1.42960396718115,1.39072032148251e-08,5.43343130363925e-06
"20",63381730,63382130,401,"*",5.06089211979664,5.71601445578704,3.82727702063888,1.6304438678897,1.39146344959308e-08,5.43343130363925e-06
"4",106062438,106062838,401,"*",4.36873269078332,2.20378559605578,5.19818424158422,-2.00033633054089,1.4107250535115e-08,5.4719203375604e-06
"7",116588170,116588570,401,"*",5.17979408414461,3.98627819476266,5.82389400696046,-1.54452111065732,1.43747962017251e-08,5.5387708119786e-06
"17",1300330,1300730,401,"*",5.67390216824675,6.26853676042401,4.64449063854115,1.36863613871897,1.50537936196878e-08,5.76223566039919e-06
"7",130292874,130293274,401,"*",4.96603709324076,3.61187319638892,5.65205664885502,-1.63513007768799,1.53111265881886e-08,5.80224048337786e-06
"10",73953577,73953977,401,"*",4.92900152586101,3.46042723445409,5.64151876939092,-1.64840994392392,1.53577572864493e-08,5.80224048337786e-06
"19",33269127,33269527,401,"*",5.44802877324287,6.10467765286866,4.20874660728225,1.47915232356928,1.55342765090607e-08,5.82707450489363e-06
"9",136748219,136748619,401,"*",5.17108388855776,5.82705813139495,3.9343096967308,1.51572053589303,1.56237946918876e-08,5.82707450489363e-06
"3",184593363,184593763,401,"*",5.99235720511123,6.58115613864978,4.9807863128576,1.34052289414,1.61417127994016e-08,5.98189257385212e-06
"17",50601957,50602357,401,"*",5.8981944108359,6.46581648519116,4.9489991620613,1.29277134534885,1.71404581320397e-08,6.31181098125527e-06
"21",45386850,45387250,401,"*",6.08604736165556,6.64795122997118,5.15309115501115,1.29853552882586,1.75066793273131e-08,6.36465211157378e-06
"17",3928147,3928547,401,"*",5.58278159498268,6.21437788010908,4.43309053589355,1.43765391635531,1.75176237951152e-08,6.36465211157378e-06
"6",158405469,158405869,401,"*",5.12830943555607,3.87553300466957,5.78856281466392,-1.53286674722579,1.7612130727087e-08,6.36465211157378e-06
"17",29004761,29005161,401,"*",5.65151688636723,6.2979512894376,4.44962610830356,1.48020424681557,1.79818393644905e-08,6.43440283451678e-06
"8",94259026,94259426,401,"*",5.48320489640682,4.35382243237617,6.10883884611206,-1.45436435856851,1.80263253588092e-08,6.43440283451678e-06
"3",183478995,183479395,401,"*",5.93085196723139,6.55374487729003,4.81068307193548,1.36143192963776,1.81904564473029e-08,6.45339717693279e-06
"17",28733486,28733886,401,"*",5.57681843615302,6.20638416361261,4.43408535352182,1.41469200823314,1.85735359015238e-08,6.51391752274834e-06
"2",71948982,71949382,401,"*",5.12963422928321,3.905285279304,5.78224406440286,-1.52254319357016,1.85849628540824e-08,6.51391752274834e-06
"1",1143368,1143768,401,"*",5.35887900637878,6.04224998870787,4.01555779381415,1.54350403896576,1.92912601091379e-08,6.72098260880157e-06
"15",65057164,65057564,401,"*",6.45852663704796,5.59795778524706,6.9938476951183,-1.20536130161741,1.95752624004413e-08,6.77933283918139e-06
"20",64041135,64041535,401,"*",6.54192578129725,7.06317439836705,5.7177458512909,1.18398542092614,1.99088541000491e-08,6.85406478845595e-06
"17",59761759,59762159,401,"*",4.06844087829734,1.36818370984845,4.95294844736035,-2.14237382939587,2.02630488250306e-08,6.93496886316428e-06
"11",61549827,61550227,401,"*",5.34579993839336,6.03166480159979,3.9922721137052,1.54947290333169,2.04489438127497e-08,6.95766344393804e-06
"14",104640089,104640489,401,"*",4.94852772886192,5.63026256692825,3.61185418759435,1.58179264267684,2.10827515378434e-08,7.09072070021922e-06
"6",168537285,168537685,401,"*",5.7661781594406,6.32813172215989,4.83308188646051,1.31583407337628,2.11698137462818e-08,7.09072070021922e-06
"1",163164228,163164628,401,"*",4.88102209604067,3.34674867173885,5.60763260105483,-1.68181249506563,2.12056203265296e-08,7.09072070021922e-06
"11",36420814,36421214,401,"*",4.7444329578571,3.14795151369231,5.48369134517568,-1.78948545081955,2.14912626995728e-08,7.14516940792311e-06
"17",81741433,81741833,401,"*",5.3022147442283,5.97710403511858,3.99294735835162,1.51288072637356,2.24132118160078e-08,7.39491211998211e-06
"17",71251412,71251812,401,"*",4.55556207609331,2.9857835210353,5.28947160971214,-1.74025171838282,2.24966389130115e-08,7.39491211998211e-06
"1",182956025,182956425,401,"*",5.51309099351795,4.38200198854159,6.13923015242375,-1.42858223143787,2.29389566016759e-08,7.49794591572309e-06
"3",170726411,170726811,401,"*",5.49003957220455,4.41874409168847,6.09800520544011,-1.40227216220405,2.32760540451159e-08,7.55800832642396e-06
"16",56348931,56349331,401,"*",5.65259405682424,6.25517237884153,4.59841803892633,1.3759684399995,2.33825151895141e-08,7.55800832642396e-06
"4",1758574,1758974,401,"*",5.65508105661878,6.28665354485224,4.50547179225252,1.46894345029989,2.35648894075737e-08,7.57487511332295e-06
"5",28543005,28543405,401,"*",4.11422316953065,1.54044709615103,4.98767102528781,-2.06852146498372,2.48149364390882e-08,7.88484106973071e-06
"20",63496509,63496909,401,"*",6.15438507761141,6.68701372343574,5.3008774151511,1.2296047447513,2.48520408434046e-08,7.88484106973071e-06
"5",31361222,31361622,401,"*",4.66944075382531,3.18007341411029,5.38650299863731,-1.70115105740776,2.50569799868786e-08,7.88484106973071e-06
"17",82303230,82303630,401,"*",5.58762541317948,6.2245401403423,4.41950214137147,1.47125676897521,2.50712522412461e-08,7.88484106973071e-06
"7",155820322,155820722,401,"*",5.79131854951491,6.39579787862823,4.73113208145934,1.40135900658353,2.56800649651105e-08,8.03083090621502e-06
"10",62380088,62380488,401,"*",4.35948931468541,2.25108733130806,5.18168613261357,-1.98431093323187,2.59112584765273e-08,8.03083090621502e-06
"17",81940671,81941071,401,"*",5.35012973809057,5.96851604120946,4.24494485653743,1.45450664743949,2.59638723569246e-08,8.03083090621502e-06
"7",134480649,134481049,401,"*",4.36514939827419,2.23476975701801,5.19020413092879,-1.96495665091105,2.60875707482493e-08,8.03083090621502e-06
"2",27992975,27993375,401,"*",4.40231523503846,2.49667941455464,5.19567121834355,-1.87093916136598,2.66287480797548e-08,8.15428326724365e-06
"5",159184893,159185293,401,"*",4.37508786120709,2.66310839116841,5.13616801743682,-1.91076691544532,2.68936027055915e-08,8.15653686129643e-06
"19",3825701,3826101,401,"*",5.33654574737813,5.97783624900866,4.15302677271206,1.44921100321197,2.69382830504424e-08,8.15653686129643e-06
"1",18820730,18821130,401,"*",5.79121551853941,6.39281624018775,4.74011760677185,1.35932179610019,2.70566775674643e-08,8.15653686129643e-06
"5",76805917,76806317,401,"*",4.68241828221572,3.05800713139356,5.42714579793219,-1.73680545036577,2.85766254402841e-08,8.57033619261139e-06
"5",93078578,93078978,401,"*",4.55790099541843,2.9857835210353,5.29228380319928,-1.72731443946302,2.94627875421224e-08,8.68903779452055e-06
"1",34360714,34361114,401,"*",5.27330162412752,4.07053035964078,5.91998045580446,-1.48115664198287,2.94786061248362e-08,8.68903779452055e-06
"4",53777209,53777609,401,"*",4.94863145077075,3.43403066512998,5.67110333243684,-1.68351379674939,2.95141879390183e-08,8.68903779452055e-06
