"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr1",30816553,30817159,"YAF_1_peak_47",36,".",4.14989,7.03712,3.62955
"chr1",30823111,30823930,"YAF_1_peak_48",26,".",3.73438,5.89287,2.62937
"chr1",31575185,31576117,"YAF_1_peak_49",14,".",3.13783,4.20149,1.41197
"chr1",32337642,32338605,"YAF_1_peak_50",14,".",3.06902,4.34161,1.48797
"chr1",33338462,33339288,"YAF_1_peak_51",13,".",3.3447,4.16223,1.38376
"chr1",33944325,33944942,"YAF_1_peak_52",18,".",3.56236,4.88589,1.85258
"chr1",35505867,35506525,"YAF_1_peak_53",18,".",3.66562,4.85844,1.85554
"chr1",36200092,36200601,"YAF_1_peak_54",18,".",3.75087,4.85242,1.8384
"chr1",36352867,36353369,"YAF_1_peak_55",16,".",3.27541,4.60636,1.66753
"chr1",36386854,36388046,"YAF_1_peak_56",18,".",3.71526,4.82924,1.84064
"chr1",37999835,38000877,"YAF_1_peak_57",22,".",4.04712,5.41417,2.24998
"chr1",39158407,39159282,"YAF_1_peak_58",18,".",3.51139,4.82709,1.82963
"chr1",39185427,39185979,"YAF_1_peak_59",25,".",4.23878,5.7672,2.53285
"chr1",39952573,39953538,"YAF_1_peak_60",15,".",3.3331,4.33991,1.50883
"chr1",40421518,40422493,"YAF_1_peak_61",13,".",3.46297,4.1688,1.38803
"chr1",41123079,41123703,"YAF_1_peak_62",19,".",4.0627,5.01813,1.97899
"chr1",41476076,41476921,"YAF_1_peak_63",21,".",3.70856,5.29027,2.17148
"chr1",41670723,41671693,"YAF_1_peak_64",16,".",3.49442,4.52678,1.61066
"chr1",42165617,42166128,"YAF_1_peak_65",27,".",4.026,6.04007,2.78115
"chr1",43021788,43023041,"YAF_1_peak_66",18,".",3.55292,4.8596,1.85285
"chr1",43472026,43473056,"YAF_1_peak_67",15,".",3.72261,4.4221,1.56548
"chr1",43858421,43859070,"YAF_1_peak_68",25,".",3.81234,5.78138,2.55741
"chr1",44389976,44390696,"YAF_1_peak_69",18,".",3.93922,4.87518,1.87983
"chr1",44423555,44424949,"YAF_1_peak_70",22,".",3.68733,5.36439,2.2185
"chr1",44514899,44515565,"YAF_1_peak_71",23,".",4.12457,5.48114,2.33477
"chr1",44531961,44532480,"YAF_1_peak_72",49,".",5.38312,8.59629,4.9596
"chr1",44673691,44674379,"YAF_1_peak_73",15,".",3.57917,4.34511,1.51283
"chr1",47905960,47906630,"YAF_1_peak_74",17,".",3.61517,4.77142,1.76881
"chr1",48154846,48155794,"YAF_1_peak_75",21,".",4.11012,5.28824,2.14971
"chr1",51342778,51343678,"YAF_1_peak_76",13,".",3.42443,4.12899,1.35234
"chr1",51583716,51584233,"YAF_1_peak_77",16,".",3.871,4.65473,1.66238
"chr1",53047296,53048211,"YAF_1_peak_78",19,".",3.99722,4.92092,1.91128
"chr1",55428905,55429835,"YAF_1_peak_79",31,".",4.32152,6.43157,3.14439
"chr1",55781847,55782712,"YAF_1_peak_80",17,".",3.75596,4.71027,1.75836
"chr1",57411389,57412011,"YAF_1_peak_81",54,".",5.32304,8.97888,5.41514
"chr1",58395470,58396291,"YAF_1_peak_82",18,".",3.84119,4.80535,1.83523
"chr1",59143313,59143905,"YAF_1_peak_83",15,".",3.36053,4.37866,1.53682
"chr1",59375553,59376189,"YAF_1_peak_84",17,".",3.72514,4.71643,1.75493
"chr1",59393208,59393984,"YAF_1_peak_85",21,".",4.10388,5.19609,2.10484
"chr1",59476196,59477739,"YAF_1_peak_86",16,".",3.68302,4.56457,1.65584
"chr1",60280914,60281805,"YAF_1_peak_87",15,".",3.61688,4.42723,1.5668
"chr1",61220242,61220758,"YAF_1_peak_88",16,".",3.72531,4.56757,1.65848
"chr1",61951814,61952474,"YAF_1_peak_89",27,".",4.38414,5.98136,2.70166
"chr1",64039335,64039852,"YAF_1_peak_90",27,".",4.01378,5.99575,2.72335
"chr1",64343325,64343939,"YAF_1_peak_91",42,".",4.52798,7.72543,4.24676
"chr1",66436506,66437074,"YAF_1_peak_92",27,".",4.58643,6.05242,2.75836
"chr1",67713417,67713966,"YAF_1_peak_93",19,".",3.76975,4.92358,1.90057
"chr1",67979691,67980630,"YAF_1_peak_94",19,".",4.0764,5.02643,1.93355
"chr1",68174294,68174875,"YAF_1_peak_95",19,".",3.75673,4.92812,1.92232
"chr1",68322959,68324053,"YAF_1_peak_96",23,".",3.79215,5.5385,2.3715
"chr1",68384857,68385716,"YAF_1_peak_97",13,".",3.4437,4.13959,1.36736
"chr1",75382636,75383182,"YAF_1_peak_98",14,".",3.41542,4.28495,1.46794
"chr1",84155940,84156576,"YAF_1_peak_99",18,".",3.90359,4.88992,1.84592
"chr1",84254277,84255018,"YAF_1_peak_100",16,".",3.67393,4.55959,1.64984
"chr1",84377523,84378040,"YAF_1_peak_101",30,".",4.68338,6.44429,3.06233
"chr1",85313860,85314428,"YAF_1_peak_102",25,".",4.02647,5.80163,2.54132
"chr1",85451110,85451709,"YAF_1_peak_103",32,".",4.57105,6.61987,3.22074
"chr1",86788305,86788987,"YAF_1_peak_104",16,".",3.81063,4.65858,1.69668
"chr1",87410264,87410871,"YAF_1_peak_105",16,".",3.66636,4.5407,1.6386
"chr1",87805826,87806436,"YAF_1_peak_106",14,".",3.64683,4.31423,1.48718
"chr1",89125482,89126068,"YAF_1_peak_107",16,".",3.75049,4.49784,1.61471
"chr1",89498790,89500101,"YAF_1_peak_108",20,".",3.98788,5.12114,2.05075
"chr1",89605793,89606425,"YAF_1_peak_109",25,".",3.42066,5.77851,2.54993
"chr1",89928823,89929591,"YAF_1_peak_110",15,".",3.73287,4.4548,1.58604
"chr1",90390521,90391470,"YAF_1_peak_111",17,".",3.73646,4.76725,1.75125
"chr1",92909532,92910051,"YAF_1_peak_112",18,".",3.83194,4.83582,1.84288
"chr1",93277057,93277576,"YAF_1_peak_113",36,".",5.00219,7.02911,3.64406
"chr1",93338396,93338968,"YAF_1_peak_114",22,".",4.04467,5.38522,2.27921
"chr1",93636140,93636700,"YAF_1_peak_115",15,".",3.60984,4.48097,1.5813
"chr1",93664648,93665236,"YAF_1_peak_116",27,".",3.95763,6.09306,2.76604
"chr1",93669985,93670551,"YAF_1_peak_117",17,".",3.51521,4.69484,1.71747
"chr1",93701694,93702723,"YAF_1_peak_118",19,".",3.53872,5.0164,1.96418
"chr1",93758708,93759376,"YAF_1_peak_119",15,".",3.4673,4.499,1.58025
"chr1",94246027,94247193,"YAF_1_peak_120",30,".",4.37206,6.322,3.00881
"chr1",94727546,94728344,"YAF_1_peak_121",22,".",3.79862,5.45762,2.28028
"chr1",94854334,94855398,"YAF_1_peak_122",15,".",3.52698,4.45069,1.58602
"chr1",94925059,94925608,"YAF_1_peak_123",22,".",3.79173,5.39788,2.2366
"chr1",97144794,97145833,"YAF_1_peak_124",14,".",3.54868,4.31393,1.48811
"chr1",100785700,100786361,"YAF_1_peak_125",22,".",4.26225,5.3724,2.22562
"chr1",108642474,108643691,"YAF_1_peak_126",24,".",3.96759,5.62033,2.40113
"chr1",108719425,108720387,"YAF_1_peak_127",35,".",4.56045,6.91537,3.54616
"chr1",109927739,109928378,"YAF_1_peak_128",14,".",3.14944,4.22114,1.4257
"chr1",109933828,109934914,"YAF_1_peak_129",18,".",3.52784,4.8783,1.86188
"chr1",112515327,112516091,"YAF_1_peak_130",14,".",3.29145,4.29125,1.4702
"chr1",113225991,113226601,"YAF_1_peak_131",24,".",4.27109,5.55621,2.41373
"chr1",113456871,113457766,"YAF_1_peak_132",16,".",3.81608,4.61957,1.69144
"chr1",114509614,114510157,"YAF_1_peak_133",17,".",3.21904,4.6792,1.74119
"chr1",115129320,115129929,"YAF_1_peak_134",14,".",3.05173,4.27511,1.45314
"chr1",115189987,115190640,"YAF_1_peak_135",30,".",3.89816,6.34883,3.04335
"chr1",115251560,115252069,"YAF_1_peak_136",52,".",5.79073,8.86108,5.25711
"chr1",115668760,115669388,"YAF_1_peak_137",45,".",4.48537,7.96755,4.53464
"chr1",115782784,115783450,"YAF_1_peak_138",27,".",4.18554,5.96665,2.70039
"chr1",116508704,116509271,"YAF_1_peak_139",14,".",3.1563,4.27266,1.45134
"chr1",116777610,116778402,"YAF_1_peak_141",24,".",4.23286,5.58784,2.40603
"chr1",118100853,118101414,"YAF_1_peak_142",24,".",3.8656,5.65279,2.45469
"chr1",118158675,118159258,"YAF_1_peak_143",51,".",5.15518,8.62269,5.19794
"chr1",118335263,118335796,"YAF_1_peak_144",20,".",3.36527,5.09823,2.02095
"chr1",118944309,118945527,"YAF_1_peak_145",20,".",3.22467,5.06405,2.0046
"chr1",119001866,119002597,"YAF_1_peak_146",30,".",3.92049,6.44073,3.06358
"chr1",119080496,119081891,"YAF_1_peak_147",35,".",4.21925,6.90255,3.52445
"chr1",119452582,119453436,"YAF_1_peak_148",23,".",3.23401,5.53817,2.35399
"chr1",119565355,119566035,"YAF_1_peak_149",31,".",3.69589,6.46191,3.12057
"chr1",119645844,119646926,"YAF_1_peak_151",18,".",3.04287,4.79276,1.81274
"chr1",119815336,119815844,"YAF_1_peak_152",33,".",3.84722,6.71979,3.36634
"chr1",119948553,119949082,"YAF_1_peak_153",26,".",3.84492,5.91945,2.64439
"chr1",119987022,119988054,"YAF_1_peak_154",22,".",3.72618,5.39158,2.23392
"chr1",120154232,120154825,"YAF_1_peak_155",14,".",3.31659,4.30546,1.48466
"chr1",120181998,120182510,"YAF_1_peak_156",20,".",3.62079,5.11596,2.04284
"chr1",120262711,120263500,"YAF_1_peak_157",17,".",3.61902,4.77805,1.79971
"chr1",120289357,120289947,"YAF_1_peak_158",21,".",3.53913,5.29751,2.17056
"chr1",120733806,120734341,"YAF_1_peak_159",38,".",4.33228,7.30316,3.84237
"chr1",120911777,120912368,"YAF_1_peak_160",20,".",3.87838,5.1221,2.02535
"chr1",121157051,121158008,"YAF_1_peak_161",25,".",3.69115,5.752,2.52649
"chr1",121280878,121281777,"YAF_1_peak_162",25,".",3.46542,5.84745,2.57831
"chr1",121360500,121362879,"YAF_1_peak_163",22,".",3.22253,5.31606,2.21002
"chr1",121375202,121375836,"YAF_1_peak_164",14,".",3.06421,4.31956,1.47683
"chr1",121385080,121385593,"YAF_1_peak_165",21,".",3.34478,5.25753,2.13026
"chr1",121395093,121395687,"YAF_1_peak_166",24,".",3.45113,5.65253,2.45941
"chr1",121744844,121745919,"YAF_1_peak_167",28,".",3.05497,6.19589,2.87206
"chr1",121764776,121765981,"YAF_1_peak_168",279,".",4.78535,32.1333,27.9131
"chr1",121767499,121768824,"YAF_1_peak_169",476,".",5.19403,52.0481,47.6174
"chr1",121967919,121968699,"YAF_1_peak_171",40,".",4.99646,7.56418,4.03706
"chr1",122403878,122404491,"YAF_1_peak_172",14,".",3.5603,4.31647,1.49247
"chr1",122505515,122506068,"YAF_1_peak_173",58,".",4.93008,9.36459,5.81048
"chr1",122524557,122525142,"YAF_1_peak_174",221,".",5.90668,26.3377,22.1838
"chr1",122539313,122540899,"YAF_1_peak_175",41,".",4.19349,7.60061,4.16824
"chr1",122552762,122554019,"YAF_1_peak_176",127,".",5.92123,16.6599,12.707
"chr1",122560899,122561768,"YAF_1_peak_177",31,".",4.42772,6.5499,3.18236
"chr1",122582598,122583155,"YAF_1_peak_178",65,".",5.49551,10.2873,6.51685
"chr1",122590865,122592359,"YAF_1_peak_179",45,".",4.32823,8.11871,4.59755
"chr1",122615623,122616242,"YAF_1_peak_180",143,".",7.14376,18.1143,14.3313
"chr1",122643761,122645273,"YAF_1_peak_181",496,".",8.76706,53.9979,49.6356
"chr1",122653039,122654101,"YAF_1_peak_182",48,".",4.97253,8.48937,4.86431
"chr1",122661575,122662264,"YAF_1_peak_183",36,".",4.50449,7.06576,3.60938
"chr1",122669461,122670247,"YAF_1_peak_184",16,".",3.25595,4.5369,1.6192
"chr1",122673957,122675186,"YAF_1_peak_185",25,".",3.73377,5.74357,2.53597
"chr1",122682506,122683858,"YAF_1_peak_186",180,".",5.41414,22.0235,18.0317
"chr1",122694564,122695146,"YAF_1_peak_187",51,".",4.49207,8.72577,5.15097
"chr1",122698997,122700008,"YAF_1_peak_188",22,".",3.41035,5.34905,2.21756
"chr1",122713940,122715168,"YAF_1_peak_189",17,".",3.27018,4.63775,1.71614
"chr1",122766633,122767312,"YAF_1_peak_190",44,".",4.62193,7.96605,4.47942
"chr1",122786375,122787246,"YAF_1_peak_191",60,".",4.23624,9.51857,6.04599
"chr1",122790731,122791950,"YAF_1_peak_192",44,".",4.02145,7.79797,4.43266
"chr1",122798310,122800145,"YAF_1_peak_193",21,".",3.3142,5.30825,2.19501
"chr1",122818189,122821526,"YAF_1_peak_194",38,".",3.62198,7.31511,3.89477
"chr1",122842585,122843824,"YAF_1_peak_195",342,".",8.11186,38.2994,34.2016
"chr1",122879728,122880279,"YAF_1_peak_196",163,".",7.21513,20.3583,16.3056
"chr1",122889340,122890410,"YAF_1_peak_197",207,".",7.2614,25.0447,20.788
"chr1",122911282,122913585,"YAF_1_peak_198",248,".",6.97068,29.0025,24.8736
"chr1",122943066,122944241,"YAF_1_peak_199",129,".",5.70726,16.6326,12.973
"chr1",122952460,122953112,"YAF_1_peak_200",38,".",4.13483,7.18829,3.82723
"chr1",122959706,122961676,"YAF_1_peak_201",77,".",5.11407,11.4939,7.70803
"chr1",122980112,122981383,"YAF_1_peak_202",171,".",8.5874,21.0229,17.1002
"chr1",122990652,122991908,"YAF_1_peak_203",24,".",4.06056,5.70301,2.49609
"chr1",123040939,123042997,"YAF_1_peak_204",46,".",4.67095,8.26093,4.69055
"chr1",123049266,123050388,"YAF_1_peak_205",144,".",6.28916,18.4466,14.4521
"chr1",123051568,123052523,"YAF_1_peak_206",24,".",3.19178,5.64416,2.43254
"chr1",123057943,123059052,"YAF_1_peak_207",308,".",7.77403,35.1301,30.8748
"chr1",123101147,123101695,"YAF_1_peak_208",321,".",8.34286,36.3457,32.1528
"chr1",123106908,123107734,"YAF_1_peak_209",106,".",5.57799,14.3245,10.6479
"chr1",123113125,123114088,"YAF_1_peak_210",22,".",3.39678,5.4314,2.26476
"chr1",123121536,123122365,"YAF_1_peak_211",43,".",3.42153,7.83455,4.39698
"chr1",123136134,123137180,"YAF_1_peak_212",25,".",4.23399,5.75561,2.51026
"chr1",123146842,123148315,"YAF_1_peak_214",66,".",4.41641,10.3729,6.65941
"chr1",123155179,123157399,"YAF_1_peak_215",39,".",4.02291,7.46558,3.95863
"chr1",123162284,123163512,"YAF_1_peak_216",82,".",5.63018,11.7958,8.20103
"chr1",123175865,123178140,"YAF_1_peak_217",302,".",6.8042,34.4393,30.2505
"chr1",123202602,123203524,"YAF_1_peak_218",58,".",4.80245,9.40533,5.85115
"chr1",123209025,123209754,"YAF_1_peak_219",70,".",5.42305,10.8235,7.06522
"chr1",123234752,123236078,"YAF_1_peak_220",24,".",3.48787,5.59116,2.40081
"chr1",123267164,123268167,"YAF_1_peak_221",25,".",3.96881,5.79126,2.54225
"chr1",123284818,123286171,"YAF_1_peak_222",58,".",4.28789,9.57525,5.86176
"chr1",123296881,123297796,"YAF_1_peak_223",55,".",5.07474,9.18434,5.56901
"chr1",123305141,123306058,"YAF_1_peak_224",20,".",3.4437,5.08223,2.01431
"chr1",123317952,123319158,"YAF_1_peak_225",58,".",5.64111,9.58378,5.83258
"chr1",123330346,123331753,"YAF_1_peak_226",154,".",5.56146,19.4758,15.4369
"chr1",123334724,123335273,"YAF_1_peak_227",23,".",3.14209,5.55258,2.35019
"chr1",123369785,123370321,"YAF_1_peak_228",58,".",4.2213,9.4942,5.87356
"chr1",123393565,123394932,"YAF_1_peak_229",53,".",4.84428,8.96536,5.30912
"chr1",123402012,123402606,"YAF_1_peak_230",39,".",4.2554,7.43704,3.94783
"chr1",123422457,123423161,"YAF_1_peak_231",25,".",3.94111,5.79797,2.53734
"chr1",123432504,123433700,"YAF_1_peak_232",90,".",4.48289,13.0306,9.09777
"chr1",123435390,123436797,"YAF_1_peak_233",90,".",4.33165,12.7369,9.08074
"chr1",123443657,123444667,"YAF_1_peak_234",68,".",4.75294,10.3852,6.81855
"chr1",123460661,123461589,"YAF_1_peak_235",55,".",5.19457,9.10389,5.56077
"chr1",123491392,123492111,"YAF_1_peak_236",92,".",6.06393,13.138,9.29299
"chr1",123502998,123505077,"YAF_1_peak_237",37,".",4.33463,7.16926,3.70117
"chr1",123524414,123524942,"YAF_1_peak_238",239,".",7.03983,27.9434,23.9555
"chr1",123549414,123551852,"YAF_1_peak_239",124,".",5.67765,16.3707,12.4346
"chr1",123558086,123559428,"YAF_1_peak_240",121,".",5.40535,16.0782,12.1087
"chr1",123615402,123616654,"YAF_1_peak_241",19,".",3.22456,4.98746,1.93449
"chr1",123628270,123629628,"YAF_1_peak_242",16,".",3.29068,4.6327,1.69342
"chr1",123635616,123637096,"YAF_1_peak_243",47,".",4.47643,8.35419,4.79999
"chr1",123648302,123649475,"YAF_1_peak_244",86,".",4.68405,12.2984,8.67113
"chr1",123684009,123685025,"YAF_1_peak_245",31,".",4.03364,6.46835,3.13281
"chr1",123719127,123720274,"YAF_1_peak_246",22,".",3.31728,5.35815,2.25537
"chr1",123731049,123732406,"YAF_1_peak_247",61,".",4.95022,9.71167,6.15418
"chr1",123766067,123766990,"YAF_1_peak_248",90,".",6.1656,12.9313,9.04231
"chr1",123798120,123798736,"YAF_1_peak_249",479,".",10.0986,52.2681,47.9787
"chr1",123844607,123845960,"YAF_1_peak_250",81,".",4.65245,11.8757,8.13251
"chr1",123848003,123849369,"YAF_1_peak_251",29,".",3.29902,6.32093,2.99709
"chr1",123872295,123872833,"YAF_1_peak_252",53,".",4.59664,8.99947,5.32687
"chr1",123891305,123892702,"YAF_1_peak_253",100,".",5.70412,13.9802,10.0078
"chr1",123910751,123911732,"YAF_1_peak_254",64,".",4.77602,10.2186,6.46492
"chr1",123926090,123926641,"YAF_1_peak_255",426,".",9.88572,47.0385,42.6332
"chr1",123969580,123970880,"YAF_1_peak_256",97,".",5.0473,13.4736,9.79745
"chr1",123979838,123980383,"YAF_1_peak_257",257,".",8.20759,30.0271,25.7512
"chr1",123984117,123985628,"YAF_1_peak_258",238,".",7.55457,28.0308,23.834
"chr1",123999739,124000274,"YAF_1_peak_259",57,".",5.09312,9.53892,5.79692
"chr1",124043576,124045099,"YAF_1_peak_260",262,".",7.28444,30.3752,26.251
"chr1",124054540,124055853,"YAF_1_peak_261",184,".",6.34975,22.5132,18.425
"chr1",124068546,124069275,"YAF_1_peak_262",55,".",4.13297,9.14377,5.57678
"chr1",124083362,124084624,"YAF_1_peak_263",674,".",11.2313,71.9107,67.4068
"chr1",124092772,124093866,"YAF_1_peak_264",44,".",4.38416,7.88188,4.46114
"chr1",124098529,124100237,"YAF_1_peak_265",199,".",5.97641,24.1047,19.9298
"chr1",124105445,124106118,"YAF_1_peak_266",17,".",3.25176,4.68191,1.73187
"chr1",124133164,124134191,"YAF_1_peak_267",54,".",4.18972,9.10107,5.48625
"chr1",124143805,124144765,"YAF_1_peak_268",335,".",8.98063,37.9454,33.5831
"chr1",124154990,124156204,"YAF_1_peak_269",62,".",4.57586,9.87117,6.22346
"chr1",124158048,124159768,"YAF_1_peak_270",42,".",3.67761,7.79343,4.29873
"chr1",124166941,124168428,"YAF_1_peak_271",443,".",8.02063,48.5749,44.3774
"chr1",124178755,124179455,"YAF_1_peak_272",59,".",4.92762,9.73099,5.98969
"chr1",124261523,124262831,"YAF_1_peak_273",24,".",3.25921,5.57354,2.40065
"chr1",124268047,124271179,"YAF_1_peak_274",77,".",4.43739,11.3992,7.71168
"chr1",124282869,124284122,"YAF_1_peak_275",104,".",5.5309,14.3591,10.4328
"chr1",124305719,124308038,"YAF_1_peak_276",63,".",3.4986,9.91944,6.31498
"chr1",124328051,124330207,"YAF_1_peak_277",36,".",4.08811,7.04505,3.67744
"chr1",124334741,124336329,"YAF_1_peak_278",43,".",4.53175,7.87517,4.39715
"chr1",124354575,124355711,"YAF_1_peak_279",20,".",3.64679,5.15078,2.07703
"chr1",124362836,124364101,"YAF_1_peak_280",199,".",6.54289,23.9127,19.9709
"chr1",124369991,124370675,"YAF_1_peak_281",55,".",3.71382,9.19738,5.58652
"chr1",124376421,124377481,"YAF_1_peak_282",798,".",12.506,84.7296,79.8955
"chr1",124420796,124421840,"YAF_1_peak_283",124,".",6.19348,16.4043,12.4691
"chr1",124437215,124438244,"YAF_1_peak_284",498,".",9.39899,54.1094,49.8434
"chr1",124454420,124455187,"YAF_1_peak_285",50,".",3.57715,8.51093,5.06965
"chr1",124466990,124467714,"YAF_1_peak_286",281,".",8.93106,32.1805,28.1681
"chr1",124474845,124475768,"YAF_1_peak_287",117,".",5.16151,15.49,11.7378
"chr1",124487067,124488097,"YAF_1_peak_288",86,".",4.98133,12.5145,8.68721
"chr1",124507493,124508038,"YAF_1_peak_289",27,".",3.67811,6.05861,2.7516
"chr1",124511705,124512896,"YAF_1_peak_290",24,".",3.16535,5.61813,2.41245
"chr1",124518946,124520284,"YAF_1_peak_291",130,".",5.18061,17.1048,13.0817
"chr1",124533171,124535320,"YAF_1_peak_292",65,".",3.99483,10.2938,6.58009
"chr1",124562004,124562519,"YAF_1_peak_293",225,".",6.87062,26.5904,22.5534
"chr1",124602785,124603877,"YAF_1_peak_294",177,".",6.18937,21.8154,17.7974
"chr1",124623017,124623570,"YAF_1_peak_295",161,".",6.69913,20.2517,16.1465
"chr1",124631377,124633576,"YAF_1_peak_296",80,".",5.53034,11.7522,8.04259
"chr1",124639270,124640822,"YAF_1_peak_297",35,".",3.97528,6.96683,3.59586
"chr1",124647996,124649168,"YAF_1_peak_298",40,".",3.64031,7.55923,4.04222
"chr1",124659513,124660142,"YAF_1_peak_299",282,".",7.33294,32.5043,28.2089
"chr1",124700334,124701681,"YAF_1_peak_300",151,".",5.83787,18.9739,15.1008
"chr1",124706600,124707222,"YAF_1_peak_301",40,".",3.93578,7.54372,4.03603
"chr1",124713785,124715680,"YAF_1_peak_302",108,".",5.19506,14.6532,10.8771
"chr1",124721829,124722964,"YAF_1_peak_303",58,".",3.82367,9.55366,5.89251
"chr1",124732275,124733266,"YAF_1_peak_304",64,".",3.08664,10.2202,6.46484
"chr1",124734244,124737424,"YAF_1_peak_305",159,".",3.63145,19.6134,15.9234
"chr1",124739384,124741552,"YAF_1_peak_306",331,".",5.44886,37.4156,33.1275
"chr1",124749966,124751176,"YAF_1_peak_307",64,".",4.10869,10.1247,6.4521
"chr1",124761795,124764083,"YAF_1_peak_308",57,".",3.57139,9.4389,5.72899
"chr1",124767949,124769006,"YAF_1_peak_309",72,".",3.56757,11.0589,7.28852
"chr1",124770885,124771835,"YAF_1_peak_310",200,".",5.16592,24.0144,20.0297
"chr1",125178875,125180710,"YAF_1_peak_312",1000,".",4.22857,169.625,164.255
"chr1",125182126,125183070,"YAF_1_peak_313",975,".",3.3217,102.474,97.5916
"chr1",143184828,143185455,"YAF_1_peak_314",407,".",8.89046,45.0872,40.7164
"chr1",143192265,143193874,"YAF_1_peak_316",410,".",4.66861,45.4936,41.0696
"chr1",143202404,143203548,"YAF_1_peak_317",1000,".",8.88355,162.638,157.552
"chr1",143212848,143215397,"YAF_1_peak_318",962,".",4.19115,101.107,96.2346
"chr1",143218831,143219966,"YAF_1_peak_320",546,".",3.49711,59.0543,54.6298
"chr1",143230174,143233343,"YAF_1_peak_322",1000,".",6.59878,123.864,119.124
"chr1",143239396,143240480,"YAF_1_peak_323",325,".",5.57027,36.7851,32.5262
"chr1",143246871,143247457,"YAF_1_peak_324",247,".",5.01866,29.0011,24.7261
"chr1",143251686,143253196,"YAF_1_peak_325",360,".",3.49748,40.225,36.0458
"chr1",143254388,143256540,"YAF_1_peak_326",265,".",3.24805,30.6737,26.5125
