"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr1",6809847,6810412,"GFP_3_peak_290",17,".",3.23133,3.83147,1.73616
"chr1",7135965,7136746,"GFP_3_peak_301",20,".",3.32019,4.26486,2.06354
"chr1",7265920,7267985,"GFP_3_peak_304",21,".",3.27933,4.43412,2.16564
"chr1",7301610,7303644,"GFP_3_peak_305",23,".",3.47382,4.6138,2.33828
"chr1",7331691,7332969,"GFP_3_peak_306",16,".",3.03775,3.62177,1.61519
"chr1",7744520,7745232,"GFP_3_peak_318",23,".",3.67089,4.71652,2.36001
"chr1",7940920,7941441,"GFP_3_peak_320",18,".",3.00003,3.90382,1.80133
"chr1",8004756,8005425,"GFP_3_peak_322",75,".",4.86392,10.9251,7.55643
"chr1",8026797,8027345,"GFP_3_peak_323",157,".",6.62333,19.5358,15.7017
"chr1",8090554,8091653,"GFP_3_peak_324",19,".",3.34149,4.07856,1.90491
"chr1",8182095,8184097,"GFP_3_peak_325",19,".",3.14968,4.15892,1.98865
"chr1",8211797,8212335,"GFP_3_peak_326",26,".",3.03334,5.00396,2.60556
"chr1",8282053,8282697,"GFP_3_peak_327",25,".",3.37642,4.90371,2.5111
"chr1",8463650,8464572,"GFP_3_peak_335",17,".",3.21964,3.77874,1.72678
"chr1",8500769,8501952,"GFP_3_peak_336",21,".",3.54947,4.33355,2.11691
"chr1",8598258,8599002,"GFP_3_peak_337",17,".",3.34474,3.88199,1.76661
"chr1",8793477,8793992,"GFP_3_peak_338",13,".",3.0332,3.27581,1.3931
"chr1",8937575,8938304,"GFP_3_peak_341",18,".",3.32325,4.02975,1.87532
"chr1",9127730,9128836,"GFP_3_peak_349",44,".",3.7373,7.20276,4.43491
"chr1",9233407,9234582,"GFP_3_peak_356",77,".",4.34366,11.0052,7.72643
"chr1",9495138,9495792,"GFP_3_peak_370",43,".",3.47108,7.29327,4.36745
"chr1",9519695,9520936,"GFP_3_peak_372",29,".",3.13299,5.46989,2.97241
"chr1",9539100,9540375,"GFP_3_peak_373",37,".",4.20449,6.5077,3.75708
"chr1",9785538,9787007,"GFP_3_peak_381",20,".",3.30106,4.23518,2.01798
"chr1",9824368,9825915,"GFP_3_peak_382",63,".",4.11295,9.54151,6.3854
"chr1",9900455,9902012,"GFP_3_peak_390",31,".",3.11111,5.77184,3.17802
"chr1",10074556,10075594,"GFP_3_peak_391",18,".",3.26812,4.02848,1.89803
"chr1",10311995,10312521,"GFP_3_peak_392",15,".",3.18757,3.54822,1.56752
"chr1",10337439,10338466,"GFP_3_peak_393",23,".",3.81222,4.74076,2.36533
"chr1",10398515,10400236,"GFP_3_peak_394",26,".",3.29398,5.05439,2.62467
"chr1",10528232,10528783,"GFP_3_peak_397",21,".",3.42519,4.47467,2.19891
"chr1",10535748,10536591,"GFP_3_peak_398",25,".",3.51548,4.91918,2.53837
"chr1",10597520,10598350,"GFP_3_peak_399",21,".",3.27319,4.37083,2.12854
"chr1",10788613,10789160,"GFP_3_peak_407",60,".",3.29492,9.24445,6.00911
"chr1",11134315,11135065,"GFP_3_peak_424",22,".",3.15996,4.53821,2.24649
"chr1",11157162,11158239,"GFP_3_peak_425",22,".",3.68286,4.58385,2.2892
"chr1",11272652,11273659,"GFP_3_peak_426",42,".",4.31519,7.0575,4.25736
"chr1",12019276,12020654,"GFP_3_peak_455",25,".",3.06674,4.90351,2.50728
"chr1",12230231,12231346,"GFP_3_peak_468",33,".",3.85822,6.0209,3.39508
"chr1",12380544,12381793,"GFP_3_peak_469",27,".",4.11069,5.273,2.7691
"chr1",12401062,12402096,"GFP_3_peak_470",21,".",3.4684,4.41528,2.15401
"chr1",12478088,12478682,"GFP_3_peak_471",23,".",3.18203,4.63421,2.30429
"chr1",12501915,12503080,"GFP_3_peak_472",22,".",3.33593,4.53995,2.26107
"chr1",12540498,12541742,"GFP_3_peak_473",36,".",3.51606,6.33679,3.65433
"chr1",12608878,12609428,"GFP_3_peak_475",21,".",3.36717,4.44799,2.17694
"chr1",12692768,12693571,"GFP_3_peak_478",18,".",3.20017,4.00781,1.85599
"chr1",12810676,12811280,"GFP_3_peak_483",23,".",3.10445,4.65707,2.33268
"chr1",12893155,12895391,"GFP_3_peak_485",20,".",3.17301,4.19574,2.02115
"chr1",12901993,12902689,"GFP_3_peak_486",17,".",3.31097,3.8643,1.77977
"chr1",12920143,12921329,"GFP_3_peak_488",22,".",3.019,4.51533,2.2207
"chr1",13004548,13005372,"GFP_3_peak_490",32,".",3.93362,5.8057,3.22775
"chr1",13281612,13282698,"GFP_3_peak_499",49,".",3.76925,7.91898,4.94778
"chr1",13306119,13306965,"GFP_3_peak_500",30,".",3.52698,5.59727,3.03471
"chr1",13327529,13328487,"GFP_3_peak_503",43,".",4.10737,7.29327,4.36933
"chr1",13370995,13371775,"GFP_3_peak_505",22,".",3.00296,4.53268,2.24932
"chr1",13665587,13666254,"GFP_3_peak_509",38,".",3.77331,6.66005,3.87568
"chr1",13692262,13693566,"GFP_3_peak_510",24,".",3.41387,4.82596,2.44925
"chr1",13703055,13703605,"GFP_3_peak_511",19,".",3.13279,4.13944,1.95518
"chr1",13718395,13719383,"GFP_3_peak_512",27,".",3.22796,5.26345,2.78717
"chr1",13723060,13724070,"GFP_3_peak_513",37,".",3.31771,6.54183,3.79623
"chr1",13741473,13742622,"GFP_3_peak_514",32,".",3.38108,5.82898,3.21054
"chr1",13753672,13754937,"GFP_3_peak_515",19,".",3.38698,4.04985,1.91013
"chr1",13766175,13767203,"GFP_3_peak_516",17,".",3.25773,3.90665,1.7845
"chr1",13811454,13811986,"GFP_3_peak_517",35,".",3.40594,6.27797,3.57669
"chr1",13828779,13829698,"GFP_3_peak_518",28,".",3.06626,5.39987,2.88468
"chr1",13835090,13835663,"GFP_3_peak_519",23,".",3.08335,4.62446,2.31818
"chr1",13844433,13845015,"GFP_3_peak_520",15,".",3.173,3.58699,1.56629
"chr1",13888400,13888944,"GFP_3_peak_521",28,".",3.43681,5.35412,2.84501
"chr1",13966019,13966529,"GFP_3_peak_524",33,".",3.21605,5.94423,3.38837
"chr1",13981899,13983155,"GFP_3_peak_525",27,".",3.80096,5.17396,2.7322
"chr1",14032322,14033034,"GFP_3_peak_526",19,".",3.40134,4.12334,1.94865
"chr1",14039717,14040341,"GFP_3_peak_528",16,".",3.16057,3.71097,1.65212
"chr1",14149486,14150222,"GFP_3_peak_529",16,".",3.26759,3.72913,1.67194
"chr1",14220197,14221227,"GFP_3_peak_533",17,".",3.43323,3.92481,1.79746
"chr1",14255702,14256634,"GFP_3_peak_535",20,".",3.21841,4.30725,2.07128
"chr1",14341430,14342495,"GFP_3_peak_536",16,".",3.09768,3.67294,1.64932
"chr1",14360942,14361468,"GFP_3_peak_537",36,".",4.47066,6.38524,3.61452
"chr1",14448093,14448792,"GFP_3_peak_538",20,".",3.09929,4.20262,2.02079
"chr1",14492165,14493197,"GFP_3_peak_541",23,".",3.37445,4.64295,2.33153
"chr1",14571996,14572801,"GFP_3_peak_543",31,".",3.73024,5.76485,3.15332
"chr1",14627296,14627824,"GFP_3_peak_545",45,".",3.83758,7.35629,4.55922
"chr1",14635104,14635740,"GFP_3_peak_546",30,".",3.11909,5.5526,3.02238
"chr1",14653654,14654818,"GFP_3_peak_547",34,".",3.08752,6.10736,3.45855
"chr1",14671944,14672943,"GFP_3_peak_548",29,".",3.03963,5.49623,2.9677
"chr1",14894680,14895528,"GFP_3_peak_555",36,".",3.24036,6.2986,3.60087
"chr1",14950069,14950736,"GFP_3_peak_560",29,".",3.24643,5.4276,2.91234
"chr1",14968392,14969230,"GFP_3_peak_562",61,".",4.47476,9.41052,6.18777
"chr1",15012957,15014032,"GFP_3_peak_564",24,".",3.17096,4.82362,2.46174
"chr1",15206418,15207723,"GFP_3_peak_567",32,".",3.14611,5.85648,3.24118
"chr1",15212571,15213167,"GFP_3_peak_568",17,".",3.00267,3.86011,1.78004
"chr1",15323468,15324178,"GFP_3_peak_571",73,".",4.45831,10.5842,7.33725
"chr1",15337071,15338070,"GFP_3_peak_572",27,".",3.13368,5.20765,2.73282
"chr1",15513643,15514144,"GFP_3_peak_578",17,".",3.03919,3.80605,1.74511
"chr1",16236106,16236618,"GFP_3_peak_596",31,".",3.28065,5.73507,3.12207
"chr1",16244323,16245434,"GFP_3_peak_597",28,".",3.06604,5.33002,2.82203
"chr1",16385745,16387004,"GFP_3_peak_598",27,".",3.46356,5.21248,2.78333
"chr1",16500790,16501632,"GFP_3_peak_601",36,".",3.37574,6.43356,3.68841
"chr1",16550430,16551381,"GFP_3_peak_605",28,".",3.05023,5.34348,2.82679
"chr1",16612642,16613894,"GFP_3_peak_608",68,".",3.27989,9.9734,6.81527
"chr1",16672536,16673646,"GFP_3_peak_615",59,".",3.07935,8.99905,5.91335
"chr1",16733849,16734838,"GFP_3_peak_621",60,".",3.12524,9.28293,6.06998
"chr1",16749790,16750942,"GFP_3_peak_623",65,".",3.32233,9.66986,6.58954
"chr1",16796212,16799076,"GFP_3_peak_630",79,".",3.74877,11.2885,7.97746
"chr1",16895725,16896584,"GFP_3_peak_635",37,".",3.57151,6.48466,3.75793
"chr1",16904979,16905755,"GFP_3_peak_636",24,".",3.17395,4.7784,2.41348
"chr1",16945498,16946607,"GFP_3_peak_638",54,".",3.09589,8.58184,5.4624
"chr1",17047539,17048306,"GFP_3_peak_643",19,".",3.39829,4.11376,1.95286
"chr1",17059586,17060111,"GFP_3_peak_644",54,".",3.98386,8.62462,5.48283
"chr1",17162535,17163496,"GFP_3_peak_648",45,".",3.16063,7.39896,4.52369
"chr1",17185165,17186793,"GFP_3_peak_650",28,".",3.29594,5.3035,2.81191
"chr1",17286748,17287843,"GFP_3_peak_654",54,".",3.45583,8.46198,5.48455
"chr1",17295490,17296082,"GFP_3_peak_655",19,".",3.2285,4.16472,1.98785
"chr1",17551191,17552244,"GFP_3_peak_664",44,".",3.36859,7.3307,4.46065
"chr1",18597330,18597830,"GFP_3_peak_695",51,".",3.35724,8.02371,5.11055
"chr1",18820666,18821206,"GFP_3_peak_705",100,".",3.49725,13.5775,10.0622
"chr1",18902578,18903133,"GFP_3_peak_707",52,".",3.60881,8.1815,5.23965
"chr1",18989451,18990107,"GFP_3_peak_710",23,".",3.2907,4.64979,2.32936
"chr1",18997015,18997959,"GFP_3_peak_711",38,".",3.97854,6.51985,3.86713
"chr1",19094979,19096598,"GFP_3_peak_716",19,".",3.0261,4.17844,1.98416
"chr1",19209706,19211337,"GFP_3_peak_717",16,".",3.3308,3.75046,1.67587
"chr1",19310934,19311668,"GFP_3_peak_719",45,".",3.20583,7.37921,4.55809
"chr1",19395804,19396397,"GFP_3_peak_720",30,".",3.37493,5.59219,3.02028
"chr1",19429885,19430933,"GFP_3_peak_721",24,".",3.24074,4.79352,2.43602
"chr1",19439640,19441663,"GFP_3_peak_722",24,".",3.03853,4.72694,2.40822
"chr1",19525536,19526333,"GFP_3_peak_724",19,".",3.28689,4.16079,1.98996
"chr1",19825061,19825998,"GFP_3_peak_734",22,".",3.35787,4.52038,2.23486
"chr1",20012566,20013069,"GFP_3_peak_736",29,".",3.99729,5.50207,2.944
"chr1",20029758,20030626,"GFP_3_peak_737",22,".",3.30072,4.5687,2.25608
"chr1",20043829,20045001,"GFP_3_peak_738",21,".",3.3543,4.40748,2.14576
"chr1",20126535,20127309,"GFP_3_peak_742",27,".",3.22421,5.18177,2.73297
"chr1",20211034,20211854,"GFP_3_peak_745",31,".",3.06324,5.67813,3.10023
"chr1",20411108,20411786,"GFP_3_peak_758",39,".",3.61028,6.8353,3.99384
"chr1",20804816,20805422,"GFP_3_peak_768",18,".",3.46271,3.97661,1.83961
"chr1",21035080,21035834,"GFP_3_peak_769",21,".",3.59713,4.42156,2.17748
"chr1",21398244,21398968,"GFP_3_peak_779",22,".",3.41256,4.54934,2.25132
"chr1",21453395,21454412,"GFP_3_peak_782",17,".",3.18066,3.84684,1.76816
"chr1",21754727,21755436,"GFP_3_peak_793",16,".",3.27239,3.64944,1.60491
"chr1",21763991,21764872,"GFP_3_peak_794",22,".",3.37777,4.54194,2.24206
"chr1",22005202,22006041,"GFP_3_peak_805",43,".",3.00193,7.17762,4.39136
"chr1",22030500,22031442,"GFP_3_peak_806",18,".",3.32372,3.99907,1.8575
"chr1",22400277,22401272,"GFP_3_peak_821",53,".",3.03368,8.37347,5.39668
"chr1",22831939,22832492,"GFP_3_peak_841",48,".",3.12637,7.701,4.85441
"chr1",23266420,23267010,"GFP_3_peak_852",22,".",3.25489,4.5265,2.25032
"chr1",23344533,23345097,"GFP_3_peak_853",22,".",3.70991,4.52123,2.22349
"chr1",23368138,23369114,"GFP_3_peak_854",23,".",3.13436,4.61726,2.31454
"chr1",23575791,23577177,"GFP_3_peak_862",18,".",3.01114,4.05482,1.89053
"chr1",23620007,23620659,"GFP_3_peak_864",33,".",3.18045,6.03439,3.38744
"chr1",23627089,23627961,"GFP_3_peak_865",18,".",3.00457,3.99048,1.86502
"chr1",23651137,23651643,"GFP_3_peak_867",46,".",3.48971,7.53053,4.61046
"chr1",23837906,23838694,"GFP_3_peak_869",39,".",3.62164,6.62115,3.92938
"chr1",23916139,23917234,"GFP_3_peak_871",21,".",3.01148,4.38198,2.1337
"chr1",24003352,24003935,"GFP_3_peak_872",22,".",3.54674,4.50447,2.21234
"chr1",24046601,24047354,"GFP_3_peak_873",18,".",3.16131,4.02058,1.88381
"chr1",24169358,24169969,"GFP_3_peak_879",28,".",3.73935,5.33807,2.8237
"chr1",24278548,24279102,"GFP_3_peak_886",30,".",3.39054,5.59223,3.04733
"chr1",24289848,24290427,"GFP_3_peak_887",34,".",3.10397,6.16563,3.46353
"chr1",24483650,24484501,"GFP_3_peak_892",23,".",3.44226,4.66903,2.34808
"chr1",24501658,24502508,"GFP_3_peak_893",25,".",3.47743,4.89372,2.52266
"chr1",24619033,24619688,"GFP_3_peak_894",18,".",3.27625,3.90728,1.80633
"chr1",24669461,24670222,"GFP_3_peak_895",15,".",3.25496,3.61969,1.58462
"chr1",24683366,24683960,"GFP_3_peak_896",21,".",3.14671,4.40101,2.16076
"chr1",24695698,24696417,"GFP_3_peak_897",24,".",3.03904,4.79093,2.42214
"chr1",24832837,24834720,"GFP_3_peak_900",37,".",4.14189,6.33168,3.70717
"chr1",25167294,25168483,"GFP_3_peak_922",119,".",4.42686,15.539,11.9539
"chr1",25217565,25218156,"GFP_3_peak_927",25,".",3.49969,5.01475,2.58488
"chr1",25270497,25272580,"GFP_3_peak_928",26,".",3.17731,5.05538,2.64616
"chr1",25294841,25295609,"GFP_3_peak_930",43,".",3.38622,7.15873,4.30571
"chr1",25411991,25414113,"GFP_3_peak_935",25,".",3.09659,4.87805,2.5065
"chr1",25513941,25514851,"GFP_3_peak_937",24,".",3.152,4.8558,2.47384
"chr1",25908919,25909731,"GFP_3_peak_954",37,".",3.31119,6.54806,3.79559
"chr1",25997523,25998258,"GFP_3_peak_957",25,".",3.26163,4.9753,2.58141
"chr1",26233744,26234739,"GFP_3_peak_970",28,".",3.62526,5.41643,2.8967
"chr1",26630672,26631974,"GFP_3_peak_981",17,".",3.15232,3.77717,1.71892
"chr1",26676659,26677853,"GFP_3_peak_982",21,".",3.25865,4.32868,2.11136
"chr1",26744050,26744631,"GFP_3_peak_983",19,".",3.30348,4.11582,1.95149
"chr1",26761360,26762298,"GFP_3_peak_984",15,".",3.16162,3.57066,1.56867
"chr1",26779449,26780214,"GFP_3_peak_985",23,".",3.5112,4.74411,2.39544
"chr1",27047199,27047748,"GFP_3_peak_997",53,".",3.72063,8.41151,5.3141
"chr1",27152681,27154125,"GFP_3_peak_1002",31,".",3.10359,5.79677,3.17681
"chr1",27206244,27206883,"GFP_3_peak_1003",19,".",3.06214,4.14937,1.98528
"chr1",27418631,27419162,"GFP_3_peak_1009",16,".",3.16588,3.64394,1.63172
"chr1",27557369,27557948,"GFP_3_peak_1012",63,".",3.63506,9.59214,6.38546
"chr1",27658790,27659733,"GFP_3_peak_1017",30,".",3.11607,5.64078,3.08726
"chr1",27725333,27725895,"GFP_3_peak_1019",25,".",3.41693,4.92237,2.52724
"chr1",27773398,27773933,"GFP_3_peak_1020",24,".",3.83701,4.77574,2.40105
"chr1",28090577,28091602,"GFP_3_peak_1026",16,".",3.01382,3.69484,1.66886
"chr1",28163585,28164094,"GFP_3_peak_1027",37,".",3.73923,6.45265,3.71407
"chr1",28235909,28237240,"GFP_3_peak_1028",24,".",3.45441,4.793,2.44604
"chr1",28287111,28287658,"GFP_3_peak_1031",26,".",3.33356,5.05324,2.62038
"chr1",28334718,28335610,"GFP_3_peak_1032",15,".",3.14869,3.49527,1.52756
"chr1",28369527,28371172,"GFP_3_peak_1033",19,".",3.17072,4.13904,1.96176
"chr1",28510330,28511069,"GFP_3_peak_1034",19,".",3.21359,4.06605,1.91444
"chr1",28517494,28518147,"GFP_3_peak_1035",34,".",3.39704,6.11342,3.45338
"chr1",28537530,28538327,"GFP_3_peak_1037",24,".",3.31141,4.86558,2.48631
"chr1",28553094,28553969,"GFP_3_peak_1038",19,".",3.33505,4.15504,1.98027
"chr1",28601566,28602316,"GFP_3_peak_1040",25,".",3.0606,5.00574,2.5938
"chr1",28668315,28669802,"GFP_3_peak_1041",18,".",3.21953,4.00186,1.8652
"chr1",28972007,28972807,"GFP_3_peak_1048",24,".",3.87232,4.86765,2.49381
"chr1",29010042,29010853,"GFP_3_peak_1049",15,".",3.19678,3.52347,1.53411
"chr1",29026001,29027021,"GFP_3_peak_1050",14,".",3.09928,3.37553,1.45414
"chr1",29043183,29043725,"GFP_3_peak_1051",16,".",3.22924,3.62372,1.61924
"chr1",29271821,29272487,"GFP_3_peak_1060",26,".",3.25794,5.13935,2.67008
"chr1",29579765,29580401,"GFP_3_peak_1078",36,".",3.02087,6.30451,3.63938
"chr1",29664298,29664922,"GFP_3_peak_1082",16,".",3.16824,3.66494,1.62536
"chr1",29767120,29767920,"GFP_3_peak_1086",25,".",3.59546,4.96108,2.55101
"chr1",29946060,29946971,"GFP_3_peak_1095",30,".",3.11024,5.54794,3.02097
"chr1",29983390,29984894,"GFP_3_peak_1096",19,".",3.19893,4.18623,1.99216
"chr1",29989851,29990653,"GFP_3_peak_1097",27,".",3.95465,5.1725,2.74451
"chr1",30161637,30162309,"GFP_3_peak_1103",29,".",3.12999,5.51047,2.95215
"chr1",30570134,30570875,"GFP_3_peak_1120",40,".",3.60812,6.72663,4.00177
"chr1",30586688,30588834,"GFP_3_peak_1121",24,".",3.28421,4.82093,2.47587
"chr1",30816519,30817138,"GFP_3_peak_1133",46,".",3.06678,7.5961,4.62834
"chr1",30840712,30842205,"GFP_3_peak_1135",45,".",3.27346,7.40748,4.55624
"chr1",30929002,30930020,"GFP_3_peak_1139",63,".",4.6934,9.22734,6.36889
"chr1",30935926,30936741,"GFP_3_peak_1140",15,".",3.07893,3.51992,1.54437
"chr1",31121610,31122484,"GFP_3_peak_1143",19,".",3.04535,4.14311,1.95306
"chr1",31166537,31167530,"GFP_3_peak_1144",18,".",3.02574,4.01974,1.88563
"chr1",31207409,31209129,"GFP_3_peak_1145",21,".",3.16244,4.42102,2.17441
"chr1",31227410,31228036,"GFP_3_peak_1146",29,".",3.02177,5.51469,2.9641
"chr1",31296976,31298068,"GFP_3_peak_1148",15,".",3.09151,3.46552,1.51513
"chr1",31394522,31395107,"GFP_3_peak_1149",61,".",4.07459,9.39877,6.13139
"chr1",31470752,31471771,"GFP_3_peak_1154",25,".",3.35502,4.90016,2.52626
"chr1",31477251,31477770,"GFP_3_peak_1155",32,".",3.84932,5.84494,3.26718
"chr1",31531200,31531738,"GFP_3_peak_1156",18,".",3.04789,4.02212,1.87748
"chr1",31548824,31549610,"GFP_3_peak_1157",42,".",3.43648,7.11928,4.25119
"chr1",31593195,31594386,"GFP_3_peak_1158",70,".",3.56585,10.0874,7.06745
"chr1",31798580,31799274,"GFP_3_peak_1170",41,".",3.03388,7.01385,4.17655
"chr1",31829087,31830530,"GFP_3_peak_1171",30,".",3.08295,5.59268,3.04736
"chr1",31848184,31849207,"GFP_3_peak_1172",23,".",3.37659,4.66999,2.33471
"chr1",32263782,32264328,"GFP_3_peak_1178",22,".",3.16917,4.49266,2.205
"chr1",32285683,32286242,"GFP_3_peak_1179",38,".",4.06283,6.64536,3.85359
"chr1",32321520,32322304,"GFP_3_peak_1180",16,".",3.14673,3.68996,1.64601
"chr1",32394402,32394976,"GFP_3_peak_1183",36,".",3.96324,6.285,3.62356
"chr1",32508062,32508807,"GFP_3_peak_1188",20,".",3.43007,4.31509,2.08092
"chr1",32540141,32541367,"GFP_3_peak_1189",20,".",3.08504,4.21137,2.01317
"chr1",32576705,32577246,"GFP_3_peak_1190",15,".",3.15943,3.47243,1.52503
"chr1",32606215,32607398,"GFP_3_peak_1191",18,".",3.20685,3.89851,1.80473
"chr1",32701587,32702214,"GFP_3_peak_1193",50,".",3.45706,8.0955,5.01981
"chr1",32760153,32761406,"GFP_3_peak_1199",34,".",3.06627,6.09818,3.41747
"chr1",33007329,33008374,"GFP_3_peak_1207",22,".",3.01544,4.55655,2.25491
"chr1",33036424,33037091,"GFP_3_peak_1208",55,".",4.38175,8.64111,5.52608
"chr1",33099308,33099879,"GFP_3_peak_1213",49,".",3.8661,7.97186,4.93239
"chr1",33118388,33119240,"GFP_3_peak_1214",27,".",3.03451,5.20187,2.75472
"chr1",33210083,33210986,"GFP_3_peak_1218",17,".",3.20791,3.78262,1.70359
"chr1",33218933,33220591,"GFP_3_peak_1219",45,".",3.64295,7.40607,4.59312
"chr1",33342168,33342779,"GFP_3_peak_1225",24,".",3.40693,4.81099,2.45344
"chr1",33467766,33468935,"GFP_3_peak_1230",34,".",3.06321,6.03153,3.46352
"chr1",33488771,33489873,"GFP_3_peak_1231",18,".",3.46776,4.01458,1.89301
"chr1",33509511,33510057,"GFP_3_peak_1232",18,".",3.27313,3.99007,1.85609
"chr1",33610416,33611008,"GFP_3_peak_1234",33,".",3.4253,6.03956,3.37576
"chr1",33653802,33654677,"GFP_3_peak_1236",24,".",3.01062,4.84609,2.45327
"chr1",33920749,33921670,"GFP_3_peak_1239",20,".",3.15581,4.29488,2.0738
"chr1",34019463,34020845,"GFP_3_peak_1243",29,".",3.57805,5.47215,2.92302
"chr1",34163056,34163611,"GFP_3_peak_1244",44,".",3.08193,7.30311,4.41138
"chr1",34331992,34332773,"GFP_3_peak_1247",18,".",3.08968,4.03096,1.87943
"chr1",34377938,34379161,"GFP_3_peak_1249",21,".",3.37686,4.38321,2.12695
"chr1",34482088,34482792,"GFP_3_peak_1252",15,".",3.14405,3.57281,1.58371
"chr1",34518204,34518768,"GFP_3_peak_1253",16,".",3.02961,3.61856,1.61788
"chr1",34549549,34550173,"GFP_3_peak_1254",17,".",3.31705,3.87736,1.78164
"chr1",34671623,34672287,"GFP_3_peak_1257",18,".",3.35171,3.95889,1.84444
"chr1",34703305,34703858,"GFP_3_peak_1258",22,".",3.10601,4.5698,2.26902
"chr1",34713223,34714341,"GFP_3_peak_1259",25,".",3.06515,4.87031,2.50026
"chr1",34884539,34885304,"GFP_3_peak_1265",29,".",3.1486,5.44126,2.92737
"chr1",34937665,34938201,"GFP_3_peak_1268",23,".",3.35875,4.63552,2.335
