"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr1",23020078,23021125,"GFP_2_peak_84",18,".",3.89322,4.78564,1.85865
"chr1",23402841,23403849,"GFP_2_peak_85",13,".",3.1425,4.02455,1.36548
"chr1",23528138,23528678,"GFP_2_peak_86",34,".",3.4826,6.91516,3.46897
"chr1",23837250,23838502,"GFP_2_peak_87",23,".",3.72583,5.5517,2.392
"chr1",24008598,24009538,"GFP_2_peak_88",15,".",3.38988,4.29877,1.53265
"chr1",24071089,24072176,"GFP_2_peak_89",17,".",3.12422,4.64639,1.74321
"chr1",24559206,24559712,"GFP_2_peak_90",51,".",4.85346,8.71255,5.13063
"chr1",24619293,24619802,"GFP_2_peak_91",16,".",3.6628,4.51808,1.65127
"chr1",24834175,24834688,"GFP_2_peak_92",17,".",3.84715,4.6631,1.7272
"chr1",25167417,25167936,"GFP_2_peak_93",44,".",4.07233,8.07508,4.45931
"chr1",25820871,25821871,"GFP_2_peak_94",21,".",3.4067,5.18098,2.1267
"chr1",26182767,26183424,"GFP_2_peak_95",20,".",3.1015,5.00496,2.00713
"chr1",26827616,26828514,"GFP_2_peak_96",14,".",3.15169,4.225,1.47536
"chr1",27568272,27569470,"GFP_2_peak_97",25,".",3.11918,5.73989,2.5125
"chr1",28163624,28164154,"GFP_2_peak_98",27,".",3.98246,5.99776,2.76908
"chr1",29946058,29946828,"GFP_2_peak_101",19,".",3.34916,4.85276,1.90941
"chr1",30570640,30571587,"GFP_2_peak_102",19,".",3.45884,4.96459,1.95912
"chr1",30840705,30841506,"GFP_2_peak_104",19,".",3.26327,4.85778,1.9006
"chr1",31110686,31111416,"GFP_2_peak_105",15,".",3.38079,4.25483,1.50938
"chr1",31548833,31549357,"GFP_2_peak_108",45,".",4.26609,8.05702,4.57876
"chr1",31593334,31594155,"GFP_2_peak_109",45,".",4.03432,8.13969,4.52323
"chr1",32413055,32414075,"GFP_2_peak_113",26,".",3.96215,5.84339,2.63191
"chr1",33007474,33008391,"GFP_2_peak_114",22,".",3.67307,5.35107,2.22244
"chr1",33059973,33060951,"GFP_2_peak_115",34,".",3.29465,6.84121,3.41437
"chr1",33218949,33219996,"GFP_2_peak_116",29,".",3.91197,6.18051,2.92254
"chr1",33311722,33312444,"GFP_2_peak_118",15,".",3.23749,4.36981,1.53108
"chr1",34377439,34378272,"GFP_2_peak_119",14,".",3.4988,4.22314,1.48696
"chr1",37741417,37742044,"GFP_2_peak_120",17,".",3.49607,4.69139,1.76022
"chr1",38113875,38114737,"GFP_2_peak_121",16,".",3.21468,4.55622,1.67263
"chr1",39493229,39493812,"GFP_2_peak_122",20,".",3.29039,5.05711,2.03458
"chr1",40143724,40144295,"GFP_2_peak_123",16,".",3.11412,4.51549,1.66146
"chr1",41330014,41330849,"GFP_2_peak_125",22,".",3.56038,5.38451,2.27052
"chr1",41466843,41467454,"GFP_2_peak_128",22,".",3.34827,5.30468,2.21435
"chr1",41946144,41946999,"GFP_2_peak_129",23,".",4.26119,5.58095,2.39009
"chr1",43028083,43029122,"GFP_2_peak_130",17,".",3.53675,4.7299,1.78194
"chr1",43858339,43858910,"GFP_2_peak_131",46,".",4.30556,8.23408,4.64458
"chr1",44390139,44390954,"GFP_2_peak_132",23,".",4.04644,5.40096,2.32967
"chr1",45018616,45019142,"GFP_2_peak_133",16,".",3.26283,4.5449,1.69294
"chr1",45507646,45508715,"GFP_2_peak_134",24,".",4.07731,5.66287,2.48904
"chr1",45569407,45570139,"GFP_2_peak_135",14,".",3.20684,4.15288,1.44573
"chr1",46616057,46617212,"GFP_2_peak_136",23,".",3.30402,5.51296,2.36461
"chr1",47410937,47411580,"GFP_2_peak_137",18,".",3.25339,4.7505,1.82509
"chr1",48470501,48471578,"GFP_2_peak_139",18,".",3.87292,4.74894,1.82617
"chr1",51569732,51570384,"GFP_2_peak_140",21,".",3.56787,5.18599,2.13755
"chr1",52032353,52032857,"GFP_2_peak_141",18,".",3.79931,4.78293,1.83041
"chr1",52928063,52929049,"GFP_2_peak_142",13,".",3.15261,4.04098,1.37556
"chr1",54245600,54246469,"GFP_2_peak_143",16,".",3.08674,4.4909,1.61602
"chr1",54564421,54565310,"GFP_2_peak_144",18,".",3.41264,4.78355,1.83957
"chr1",55033373,55033885,"GFP_2_peak_146",15,".",3.12688,4.27434,1.50594
"chr1",55213923,55214518,"GFP_2_peak_147",16,".",3.5098,4.53749,1.68261
"chr1",57807205,57808343,"GFP_2_peak_148",13,".",3.37779,4.04622,1.37752
"chr1",58840996,58841570,"GFP_2_peak_149",14,".",3.54394,4.14671,1.44387
"chr1",59669844,59670377,"GFP_2_peak_150",20,".",4.02762,5.18439,2.09496
"chr1",60281254,60281797,"GFP_2_peak_151",21,".",4.11845,5.27957,2.17214
"chr1",61052313,61052835,"GFP_2_peak_152",21,".",3.29805,5.22675,2.17489
"chr1",61287085,61287993,"GFP_2_peak_153",15,".",3.30793,4.39352,1.58546
"chr1",63661579,63662790,"GFP_2_peak_154",16,".",3.43479,4.43983,1.61338
"chr1",63714096,63714668,"GFP_2_peak_155",24,".",3.26651,5.59987,2.42958
"chr1",63983712,63984654,"GFP_2_peak_156",19,".",3.43166,5.01805,1.99937
"chr1",64269479,64270077,"GFP_2_peak_157",20,".",3.93069,5.09142,2.06715
"chr1",64623634,64624290,"GFP_2_peak_158",17,".",3.58452,4.64571,1.75993
"chr1",64984297,64985316,"GFP_2_peak_159",18,".",3.63293,4.7294,1.80208
"chr1",66168422,66169582,"GFP_2_peak_160",34,".",4.99295,6.96396,3.48847
"chr1",67766439,67767355,"GFP_2_peak_161",25,".",4.16726,5.72706,2.51188
"chr1",68323152,68323776,"GFP_2_peak_162",34,".",3.43175,6.81646,3.42944
"chr1",68384356,68384923,"GFP_2_peak_163",15,".",3.65494,4.39005,1.59196
"chr1",68968731,68969936,"GFP_2_peak_164",17,".",3.55892,4.71751,1.78099
"chr1",69315857,69316442,"GFP_2_peak_165",22,".",4.18264,5.41422,2.28098
"chr1",69898540,69899117,"GFP_2_peak_166",19,".",4.02785,5.00048,1.98542
"chr1",72983203,72983954,"GFP_2_peak_167",14,".",3.47296,4.26395,1.49914
"chr1",74002457,74002999,"GFP_2_peak_168",13,".",3.45986,4.01862,1.35966
"chr1",75614624,75615562,"GFP_2_peak_169",26,".",3.77528,5.93811,2.69944
"chr1",76815328,76816614,"GFP_2_peak_170",17,".",3.66485,4.59273,1.73191
"chr1",78490571,78491845,"GFP_2_peak_171",15,".",3.39451,4.3064,1.53935
"chr1",82068860,82069580,"GFP_2_peak_172",15,".",3.52555,4.44207,1.58016
"chr1",85297927,85298690,"GFP_2_peak_173",15,".",3.09745,4.40006,1.59531
"chr1",85628715,85629418,"GFP_2_peak_174",28,".",4.11395,6.14632,2.88426
"chr1",87115455,87116384,"GFP_2_peak_175",21,".",3.94317,5.28806,2.194
"chr1",87685255,87685898,"GFP_2_peak_176",14,".",3.53945,4.17687,1.45773
"chr1",89465243,89465883,"GFP_2_peak_177",17,".",3.69328,4.67001,1.76634
"chr1",89590179,89591187,"GFP_2_peak_178",17,".",3.78956,4.64121,1.76305
"chr1",90420224,90420828,"GFP_2_peak_180",14,".",3.54439,4.17386,1.45673
"chr1",90590898,90591793,"GFP_2_peak_181",15,".",3.66284,4.32944,1.50586
"chr1",90623166,90623958,"GFP_2_peak_182",15,".",3.52113,4.25698,1.50174
"chr1",91576708,91577319,"GFP_2_peak_183",16,".",3.58442,4.55738,1.65972
"chr1",91668747,91669295,"GFP_2_peak_184",34,".",4.25746,6.76317,3.43294
"chr1",91884711,91885225,"GFP_2_peak_185",22,".",3.29045,5.43576,2.29101
"chr1",93434209,93435271,"GFP_2_peak_186",15,".",3.53834,4.37862,1.58403
"chr1",93758647,93759289,"GFP_2_peak_187",15,".",3.228,4.35369,1.53012
"chr1",94606144,94606831,"GFP_2_peak_188",13,".",3.22477,3.97593,1.33286
"chr1",94783338,94783981,"GFP_2_peak_189",36,".",3.834,7.11794,3.67148
"chr1",97144964,97145861,"GFP_2_peak_190",17,".",3.5723,4.59638,1.70773
"chr1",97334403,97334904,"GFP_2_peak_191",15,".",3.6201,4.32908,1.55067
"chr1",98803636,98804415,"GFP_2_peak_192",13,".",3.48625,4.05875,1.38586
"chr1",98974233,98975426,"GFP_2_peak_193",39,".",4.68119,7.43393,3.98082
"chr1",101357320,101358568,"GFP_2_peak_194",24,".",3.94954,5.62848,2.43554
"chr1",101996225,101997047,"GFP_2_peak_195",20,".",4.03526,5.19195,2.09415
"chr1",107496953,107497939,"GFP_2_peak_196",14,".",3.53899,4.13984,1.41641
"chr1",108432050,108432838,"GFP_2_peak_197",16,".",3.60206,4.49882,1.67152
"chr1",108467509,108468461,"GFP_2_peak_198",15,".",3.10598,4.33458,1.54255
"chr1",109927842,109928788,"GFP_2_peak_200",19,".",3.12471,4.92806,1.92324
"chr1",110555812,110556318,"GFP_2_peak_201",17,".",3.02309,4.56073,1.71259
"chr1",112167346,112168278,"GFP_2_peak_203",13,".",3.47897,4.04935,1.38011
"chr1",112804570,112805125,"GFP_2_peak_204",20,".",3.12143,5.04592,2.02257
"chr1",113146868,113147430,"GFP_2_peak_205",22,".",3.6048,5.37878,2.27271
"chr1",114081926,114082896,"GFP_2_peak_206",15,".",3.20663,4.36206,1.57081
"chr1",114176165,114176665,"GFP_2_peak_207",13,".",3.1461,4.03372,1.37155
"chr1",114873291,114873792,"GFP_2_peak_208",17,".",3.38051,4.57165,1.70426
"chr1",114909094,114909695,"GFP_2_peak_209",21,".",3.65537,5.21827,2.1425
"chr1",115113333,115113925,"GFP_2_peak_210",18,".",3.50274,4.85711,1.89265
"chr1",115481848,115482514,"GFP_2_peak_212",13,".",3.2839,4.08025,1.39729
"chr1",115545241,115546246,"GFP_2_peak_213",17,".",3.4431,4.67248,1.78083
"chr1",115704103,115705387,"GFP_2_peak_214",15,".",3.04204,4.44308,1.59454
"chr1",115782463,115782993,"GFP_2_peak_215",30,".",4.3745,6.34769,3.01629
"chr1",116151039,116151637,"GFP_2_peak_216",17,".",3.17323,4.7423,1.79608
"chr1",116199621,116200209,"GFP_2_peak_217",15,".",3.23934,4.37293,1.53925
"chr1",116432731,116433376,"GFP_2_peak_219",18,".",3.56408,4.86934,1.89944
"chr1",116472443,116473033,"GFP_2_peak_220",15,".",3.17207,4.37272,1.57074
"chr1",116607661,116608760,"GFP_2_peak_221",22,".",3.52146,5.24855,2.20312
"chr1",116627593,116628177,"GFP_2_peak_222",14,".",3.01815,4.17836,1.44632
"chr1",116777735,116778547,"GFP_2_peak_224",15,".",3.48684,4.27458,1.51822
"chr1",117077187,117077695,"GFP_2_peak_226",23,".",3.99445,5.52882,2.37228
"chr1",117232733,117233733,"GFP_2_peak_227",19,".",3.42645,4.95295,1.95871
"chr1",117323047,117323685,"GFP_2_peak_228",17,".",3.39647,4.56899,1.70196
"chr1",117709557,117710150,"GFP_2_peak_229",26,".",3.6152,5.92243,2.68744
"chr1",118338773,118339492,"GFP_2_peak_230",22,".",3.75765,5.41917,2.27555
"chr1",118489154,118489744,"GFP_2_peak_231",17,".",3.70004,4.71477,1.78019
"chr1",118862660,118864087,"GFP_2_peak_232",28,".",3.38471,6.10214,2.82231
"chr1",119139965,119140588,"GFP_2_peak_233",17,".",3.56967,4.61335,1.73236
"chr1",119296786,119297310,"GFP_2_peak_234",68,".",3.4083,10.617,6.87912
"chr1",119526460,119527201,"GFP_2_peak_236",16,".",3.1591,4.50174,1.65583
"chr1",119565666,119566377,"GFP_2_peak_237",23,".",3.1756,5.52529,2.3641
"chr1",120232253,120233814,"GFP_2_peak_242",34,".",3.636,6.82446,3.47887
"chr1",120256921,120257716,"GFP_2_peak_243",17,".",3.54916,4.58436,1.72977
"chr1",120289208,120289864,"GFP_2_peak_244",50,".",4.77677,8.66181,5.09751
"chr1",120296681,120297801,"GFP_2_peak_245",21,".",3.18819,5.08871,2.10412
"chr1",120530326,120531161,"GFP_2_peak_246",22,".",3.65304,5.29154,2.20219
"chr1",120600656,120601849,"GFP_2_peak_247",19,".",3.20767,4.99191,1.98697
"chr1",120608526,120609184,"GFP_2_peak_248",46,".",4.5684,8.18372,4.69936
"chr1",120640558,120641635,"GFP_2_peak_249",23,".",3.88498,5.55904,2.39495
"chr1",120664320,120665161,"GFP_2_peak_250",17,".",3.03418,4.71599,1.79802
"chr1",120911741,120912391,"GFP_2_peak_252",37,".",4.55687,7.10656,3.73484
"chr1",120926227,120926994,"GFP_2_peak_253",16,".",3.36421,4.46756,1.64967
"chr1",120971890,120973181,"GFP_2_peak_254",16,".",3.13516,4.46163,1.62
"chr1",121131227,121132120,"GFP_2_peak_258",23,".",3.64628,5.55714,2.38391
"chr1",121184406,121185687,"GFP_2_peak_259",32,".",3.29805,6.63326,3.28356
"chr1",121280696,121281777,"GFP_2_peak_260",16,".",3.00388,4.55993,1.68481
"chr1",121494547,121495052,"GFP_2_peak_261",15,".",3.66565,4.33379,1.50586
"chr1",121764785,121765980,"GFP_2_peak_262",142,".",4.74421,18.1274,14.2066
"chr1",121767499,121768811,"GFP_2_peak_263",326,".",5.93259,36.8163,32.608
"chr1",122524549,122525142,"GFP_2_peak_264",168,".",7.17377,20.9701,16.8047
"chr1",122539651,122540889,"GFP_2_peak_265",29,".",4.43511,6.26615,2.95077
"chr1",122552778,122554042,"GFP_2_peak_266",88,".",6.1972,12.8067,8.87189
"chr1",122615681,122616241,"GFP_2_peak_267",46,".",5.30139,8.07098,4.60659
"chr1",122644732,122645268,"GFP_2_peak_268",316,".",9.69504,36.0368,31.6196
"chr1",122682508,122683820,"GFP_2_peak_269",115,".",6.12442,15.3568,11.5278
"chr1",122714495,122715117,"GFP_2_peak_270",20,".",3.86888,5.00349,2.00411
"chr1",122777184,122777847,"GFP_2_peak_271",21,".",3.90736,5.26486,2.19672
"chr1",122785669,122787212,"GFP_2_peak_272",35,".",4.50856,6.91295,3.50664
"chr1",122818307,122819494,"GFP_2_peak_273",43,".",4.85057,7.94545,4.34499
"chr1",122820549,122821534,"GFP_2_peak_274",17,".",3.49406,4.6724,1.74572
"chr1",122889362,122890395,"GFP_2_peak_275",100,".",6.66552,14.1475,10.0621
"chr1",122912466,122913575,"GFP_2_peak_276",117,".",6.0232,15.4983,11.7788
"chr1",122959715,122961687,"GFP_2_peak_277",25,".",4.02947,5.767,2.55846
"chr1",122997378,122998278,"GFP_2_peak_278",14,".",3.48218,4.19807,1.4501
"chr1",123033828,123034671,"GFP_2_peak_279",79,".",5.49353,11.6094,7.94999
"chr1",123049267,123050387,"GFP_2_peak_280",108,".",6.95032,14.7631,10.8422
"chr1",123057972,123059042,"GFP_2_peak_281",121,".",6.53689,15.8765,12.1131
"chr1",123101147,123101667,"GFP_2_peak_282",203,".",8.84869,24.351,20.3618
"chr1",123106920,123107737,"GFP_2_peak_283",80,".",6.19156,11.6867,8.07072
"chr1",123146842,123147515,"GFP_2_peak_284",29,".",4.04165,6.29767,2.96341
"chr1",123156262,123157399,"GFP_2_peak_285",28,".",4.18832,6.15322,2.88485
"chr1",123175871,123178140,"GFP_2_peak_286",183,".",6.96154,22.3483,18.3281
"chr1",123202590,123203515,"GFP_2_peak_287",41,".",5.06619,7.62804,4.13802
"chr1",123284830,123285873,"GFP_2_peak_288",31,".",4.23555,6.47237,3.15757
"chr1",123296846,123297796,"GFP_2_peak_289",34,".",4.71429,6.82391,3.44661
"chr1",123393694,123394934,"GFP_2_peak_290",21,".",3.91662,5.23432,2.13583
"chr1",123432490,123433685,"GFP_2_peak_291",57,".",4.54294,9.24097,5.75059
"chr1",123435536,123436283,"GFP_2_peak_292",74,".",5.30404,11.3512,7.45628
"chr1",123474273,123474863,"GFP_2_peak_293",48,".",5.68264,8.55771,4.8681
"chr1",123491551,123492127,"GFP_2_peak_294",47,".",5.5268,8.29073,4.79199
"chr1",123535131,123535830,"GFP_2_peak_295",40,".",5.14814,7.58858,4.09299
"chr1",123549586,123551852,"GFP_2_peak_296",61,".",5.07624,9.81656,6.15391
"chr1",123554175,123555190,"GFP_2_peak_297",20,".",3.19239,5.04571,2.01491
"chr1",123558090,123559354,"GFP_2_peak_298",43,".",4.52398,7.81252,4.32188
"chr1",123632434,123633180,"GFP_2_peak_299",24,".",4.15717,5.61744,2.47155
"chr1",123766063,123766999,"GFP_2_peak_300",44,".",5.51149,8.05906,4.47616
"chr1",123798076,123798738,"GFP_2_peak_301",264,".",9.67967,30.5436,26.4039
"chr1",123844602,123845970,"GFP_2_peak_302",54,".",4.94104,9.14659,5.41504
"chr1",123862611,123863483,"GFP_2_peak_303",89,".",6.90338,12.698,8.96094
"chr1",123890217,123891523,"GFP_2_peak_304",84,".",6.56534,12.3276,8.48522
"chr1",123910723,123911727,"GFP_2_peak_305",50,".",5.20517,8.70925,5.08984
"chr1",123962281,123963112,"GFP_2_peak_306",107,".",6.71529,14.5819,10.7271
"chr1",123969636,123970870,"GFP_2_peak_307",42,".",4.74594,7.79498,4.22845
"chr1",123985365,123986659,"GFP_2_peak_308",75,".",5.69868,11.2463,7.53463
"chr1",124031769,124032646,"GFP_2_peak_309",132,".",7.32347,17.0552,13.2053
"chr1",124044513,124045085,"GFP_2_peak_310",153,".",7.42416,19.2517,15.3509
"chr1",124051593,124052292,"GFP_2_peak_311",41,".",4.15344,7.58635,4.12809
"chr1",124068074,124068762,"GFP_2_peak_312",55,".",4.99308,9.22134,5.55541
"chr1",124084346,124086272,"GFP_2_peak_313",351,".",10.0495,39.4056,35.1907
"chr1",124092939,124093823,"GFP_2_peak_314",25,".",4.34551,5.84188,2.58929
"chr1",124098552,124100214,"GFP_2_peak_315",74,".",5.46712,11.2532,7.40286
"chr1",124133221,124134177,"GFP_2_peak_316",58,".",5.3437,9.52361,5.88332
"chr1",124143805,124144740,"GFP_2_peak_317",194,".",9.13927,23.7757,19.4752
"chr1",124154990,124155864,"GFP_2_peak_318",32,".",4.49746,6.70744,3.27292
"chr1",124178699,124179455,"GFP_2_peak_319",41,".",4.78991,7.68788,4.16723
"chr1",124261183,124262172,"GFP_2_peak_320",18,".",3.57364,4.82257,1.84985
"chr1",124268997,124271107,"GFP_2_peak_321",49,".",4.84766,8.43671,4.92575
"chr1",124282889,124284121,"GFP_2_peak_322",99,".",6.4234,13.8717,9.93963
"chr1",124305719,124306877,"GFP_2_peak_323",25,".",3.40596,5.76331,2.57084
"chr1",124328619,124330207,"GFP_2_peak_325",36,".",4.65359,7.02635,3.65638
"chr1",124362838,124364101,"GFP_2_peak_326",60,".",5.38388,9.73025,6.01949
"chr1",124370001,124371896,"GFP_2_peak_327",53,".",4.56004,8.74383,5.31314
"chr1",124518999,124520261,"GFP_2_peak_328",70,".",5.23411,10.7461,7.04914
"chr1",124532745,124533529,"GFP_2_peak_329",44,".",4.29968,7.95949,4.46119
"chr1",124549947,124550967,"GFP_2_peak_330",38,".",4.49897,7.24613,3.85281
"chr1",124562011,124562529,"GFP_2_peak_331",152,".",7.05719,19.2902,15.2191
"chr1",124602786,124603664,"GFP_2_peak_332",119,".",6.67868,15.9053,11.9637
"chr1",124612375,124613511,"GFP_2_peak_333",61,".",4.68565,9.66751,6.10017
"chr1",124633418,124634648,"GFP_2_peak_334",20,".",3.83282,5.05296,2.03562
"chr1",124639314,124640794,"GFP_2_peak_335",21,".",3.83823,5.16485,2.11549
"chr1",124659509,124660133,"GFP_2_peak_336",173,".",7.30061,21.6189,17.3867
"chr1",124714674,124715680,"GFP_2_peak_337",64,".",5.00583,10.1022,6.43771
"chr1",124721868,124722964,"GFP_2_peak_338",37,".",3.9909,7.20026,3.74408
"chr1",124730735,124731804,"GFP_2_peak_339",102,".",5.08976,14.0796,10.2364
"chr1",124740264,124741553,"GFP_2_peak_340",268,".",7.05793,31.253,26.8117
"chr1",124750002,124751176,"GFP_2_peak_341",44,".",4.46372,7.94265,4.46569
"chr1",124761860,124764027,"GFP_2_peak_342",40,".",4.18199,7.47721,4.09164
"chr1",124767947,124769005,"GFP_2_peak_343",69,".",4.52089,10.756,6.94265
"chr1",125178880,125180683,"GFP_2_peak_344",936,".",4.43843,98.8319,93.6606
"chr1",125182141,125183102,"GFP_2_peak_345",486,".",3.30094,53.326,48.6629
"chr1",143184828,143185445,"GFP_2_peak_346",276,".",8.64545,32.0544,27.6493
"chr1",143192265,143193884,"GFP_2_peak_348",236,".",4.66143,27.9068,23.6413
"chr1",143202434,143203534,"GFP_2_peak_349",949,".",9.25446,99.9441,94.9422
"chr1",143212889,143215375,"GFP_2_peak_350",486,".",4.15689,53.2572,48.6337
"chr1",143218917,143219956,"GFP_2_peak_352",466,".",4.6261,51.2787,46.6225
"chr1",143230182,143233338,"GFP_2_peak_354",589,".",6.52827,63.4696,58.9454
"chr1",143239405,143240442,"GFP_2_peak_355",231,".",6.25806,27.2333,23.1522
"chr1",143251901,143253196,"GFP_2_peak_356",320,".",4.47592,36.4195,32.0249
"chr1",143254417,143256007,"GFP_2_peak_357",180,".",3.59117,22.142,18.0313
"chr1",143262090,143264773,"GFP_2_peak_358",341,".",5.09562,38.6083,34.1642
"chr1",143351875,143352412,"GFP_2_peak_360",17,".",3.1856,4.66623,1.75718
"chr1",143476933,143477470,"GFP_2_peak_361",15,".",3.12965,4.28757,1.51305
"chr1",143487383,143488761,"GFP_2_peak_362",18,".",3.07113,4.85332,1.89625
"chr1",143499306,143499927,"GFP_2_peak_363",38,".",3.56162,7.38826,3.86144
"chr1",143795373,143795923,"GFP_2_peak_364",19,".",3.13848,4.96056,1.94815
"chr1",143812659,143813306,"GFP_2_peak_365",17,".",3.2264,4.66936,1.76322
"chr1",143918914,143919643,"GFP_2_peak_366",21,".",3.58824,5.19483,2.12763
"chr1",144075132,144076296,"GFP_2_peak_367",20,".",3.04589,5.02428,2.01603
"chr1",144113991,144115068,"GFP_2_peak_368",20,".",3.50532,5.10654,2.08713
"chr1",144277161,144278068,"GFP_2_peak_369",37,".",3.90651,7.25175,3.76103
"chr1",144313058,144314358,"GFP_2_peak_370",16,".",3.04076,4.48229,1.64378
"chr1",144324799,144325413,"GFP_2_peak_371",27,".",3.22339,6.01335,2.77207
"chr1",144339428,144340005,"GFP_2_peak_372",17,".",3.39985,4.59158,1.72293
"chr1",144468492,144469079,"GFP_2_peak_373",17,".",3.06193,4.62263,1.76757
"chr1",144532336,144533355,"GFP_2_peak_374",13,".",3.12664,3.9988,1.34756
"chr1",144580972,144581645,"GFP_2_peak_375",16,".",3.4325,4.52628,1.643
"chr1",144641059,144641675,"GFP_2_peak_376",20,".",3.00668,5.06248,2.02604
