"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr1",24607738,24608862,"GFP_1_peak_995",17,".",3.18136,3.79383,1.75024
"chr1",24619188,24620636,"GFP_1_peak_996",29,".",3.72064,5.50772,2.99846
"chr1",24742346,24743855,"GFP_1_peak_998",24,".",3.23033,4.77189,2.45964
"chr1",24832734,24834789,"GFP_1_peak_999",37,".",3.93735,6.30035,3.737
"chr1",25148511,25149156,"GFP_1_peak_1019",72,".",4.17976,10.5184,7.20909
"chr1",25167287,25168666,"GFP_1_peak_1020",119,".",4.43914,15.5085,11.92
"chr1",25441545,25442059,"GFP_1_peak_1033",14,".",3.11445,3.39836,1.48859
"chr1",25906582,25907376,"GFP_1_peak_1053",32,".",3.26538,5.77242,3.27058
"chr1",26110522,26112345,"GFP_1_peak_1062",26,".",3.30904,5.03566,2.66814
"chr1",26233705,26235192,"GFP_1_peak_1073",29,".",3.41631,5.25933,2.9117
"chr1",26500099,26501611,"GFP_1_peak_1087",29,".",3.08334,5.41134,2.95586
"chr1",26676835,26677931,"GFP_1_peak_1094",30,".",3.80098,5.57821,3.06524
"chr1",26723182,26723899,"GFP_1_peak_1095",18,".",3.07392,3.95944,1.88292
"chr1",26771504,26772087,"GFP_1_peak_1096",24,".",3.21096,4.74659,2.44811
"chr1",26799737,26800277,"GFP_1_peak_1097",27,".",3.41513,5.25408,2.7937
"chr1",26921505,26922984,"GFP_1_peak_1102",18,".",3.08736,3.96165,1.88268
"chr1",27070114,27070636,"GFP_1_peak_1110",45,".",3.17841,7.41683,4.54886
"chr1",27192371,27192901,"GFP_1_peak_1113",21,".",3.07063,4.32988,2.14573
"chr1",27332652,27333166,"GFP_1_peak_1118",52,".",3.77503,8.09881,5.2646
"chr1",27914590,27915302,"GFP_1_peak_1134",28,".",3.37463,5.28664,2.84047
"chr1",28079089,28079691,"GFP_1_peak_1140",15,".",3.19312,3.52637,1.56326
"chr1",28087968,28088679,"GFP_1_peak_1141",27,".",3.70203,5.11786,2.71791
"chr1",28163668,28164531,"GFP_1_peak_1143",36,".",3.59951,6.4048,3.68023
"chr1",28235963,28237240,"GFP_1_peak_1145",41,".",4.11485,6.86713,4.14777
"chr1",28368354,28369693,"GFP_1_peak_1148",18,".",3.14014,3.89711,1.83444
"chr1",28473792,28474496,"GFP_1_peak_1149",18,".",3.25941,3.83708,1.80323
"chr1",28616508,28617592,"GFP_1_peak_1153",15,".",3.0571,3.44447,1.54216
"chr1",28642631,28643451,"GFP_1_peak_1154",19,".",3.07804,4.07828,1.95258
"chr1",29075263,29076125,"GFP_1_peak_1161",14,".",3.09251,3.36503,1.48868
"chr1",29271719,29272290,"GFP_1_peak_1170",40,".",3.44915,6.7231,4.01144
"chr1",29767069,29767970,"GFP_1_peak_1197",38,".",4.07457,6.55846,3.80769
"chr1",29906764,29907442,"GFP_1_peak_1204",26,".",3.11466,5.06215,2.65878
"chr1",29960264,29961251,"GFP_1_peak_1208",43,".",3.19531,7.1485,4.37668
"chr1",29983442,29984658,"GFP_1_peak_1209",22,".",3.38507,4.51014,2.26373
"chr1",30013280,30014853,"GFP_1_peak_1211",30,".",3.00559,5.61307,3.06604
"chr1",30161488,30162291,"GFP_1_peak_1216",45,".",3.50649,7.47988,4.58737
"chr1",30840682,30841608,"GFP_1_peak_1245",42,".",3.1703,7.14769,4.29323
"chr1",30929021,30929814,"GFP_1_peak_1251",33,".",3.48409,5.84582,3.31112
"chr1",31102513,31103253,"GFP_1_peak_1253",45,".",3.19695,7.48321,4.58615
"chr1",31207730,31209101,"GFP_1_peak_1257",23,".",3.16779,4.64477,2.35574
"chr1",31296966,31298118,"GFP_1_peak_1262",39,".",4.02808,6.48524,3.90833
"chr1",31324565,31325270,"GFP_1_peak_1263",18,".",3.30417,3.9318,1.87144
"chr1",31455252,31456325,"GFP_1_peak_1268",23,".",3.85284,4.68685,2.37305
"chr1",31477136,31477646,"GFP_1_peak_1270",29,".",3.71488,5.37797,2.91937
"chr1",31546989,31549516,"GFP_1_peak_1274",41,".",3.06092,6.71076,4.14912
"chr1",31563495,31564532,"GFP_1_peak_1275",33,".",3.12879,5.84979,3.30687
"chr1",31593902,31594414,"GFP_1_peak_1278",76,".",3.67313,10.7485,7.62064
"chr1",31848337,31849516,"GFP_1_peak_1293",29,".",3.56539,5.41657,2.95566
"chr1",31964070,31964570,"GFP_1_peak_1296",63,".",4.75193,9.48065,6.36161
"chr1",32062375,32063430,"GFP_1_peak_1298",22,".",3.29678,4.5007,2.2748
"chr1",32215564,32216076,"GFP_1_peak_1299",50,".",3.60935,8.02345,5.08397
"chr1",32285662,32286166,"GFP_1_peak_1302",25,".",3.37383,4.91446,2.56795
"chr1",32394551,32395227,"GFP_1_peak_1305",42,".",4.17097,6.86803,4.22572
"chr1",32508033,32508761,"GFP_1_peak_1309",19,".",3.23044,4.12971,1.99049
"chr1",32568677,32569602,"GFP_1_peak_1311",17,".",3.33155,3.82462,1.77572
"chr1",32694862,32695636,"GFP_1_peak_1312",40,".",3.55805,6.81027,4.07915
"chr1",32701486,32702145,"GFP_1_peak_1313",48,".",3.2213,7.73449,4.8846
"chr1",33007461,33008735,"GFP_1_peak_1326",28,".",3.12637,5.33819,2.87614
"chr1",33036227,33037100,"GFP_1_peak_1328",34,".",3.35057,5.97218,3.44082
"chr1",33099308,33100061,"GFP_1_peak_1335",66,".",4.27094,9.71139,6.61787
"chr1",33234728,33236036,"GFP_1_peak_1342",22,".",3.06304,4.41416,2.20499
"chr1",33281315,33281833,"GFP_1_peak_1344",23,".",3.11585,4.55414,2.30052
"chr1",33396701,33397586,"GFP_1_peak_1351",16,".",3.14549,3.62402,1.65649
"chr1",33470411,33470913,"GFP_1_peak_1355",41,".",3.19248,6.89822,4.12685
"chr1",33488912,33489494,"GFP_1_peak_1356",21,".",3.49167,4.37793,2.18054
"chr1",33646092,33646836,"GFP_1_peak_1362",20,".",3.02686,4.12758,2.00353
"chr1",33726252,33727297,"GFP_1_peak_1366",16,".",3.01257,3.58485,1.62897
"chr1",33732524,33733620,"GFP_1_peak_1367",24,".",3.39788,4.80878,2.49205
"chr1",34224103,34224870,"GFP_1_peak_1377",15,".",3.03565,3.4466,1.53364
"chr1",34377905,34379369,"GFP_1_peak_1380",19,".",3.1526,4.05192,1.94639
"chr1",34518557,34519176,"GFP_1_peak_1385",15,".",3.06007,3.55872,1.59324
"chr1",34549164,34550499,"GFP_1_peak_1386",21,".",3.45836,4.28339,2.11739
"chr1",34671862,34672496,"GFP_1_peak_1390",19,".",3.36255,4.05862,1.953
"chr1",34984073,34984949,"GFP_1_peak_1402",31,".",3.76187,5.75119,3.17723
"chr1",35144313,35145190,"GFP_1_peak_1405",31,".",3.39504,5.59514,3.12107
"chr1",35264767,35265549,"GFP_1_peak_1406",36,".",4.47907,6.35547,3.67493
"chr1",35544984,35545654,"GFP_1_peak_1409",16,".",3.18537,3.53801,1.60486
"chr1",35605467,35605971,"GFP_1_peak_1411",19,".",3.36712,4.04163,1.94001
"chr1",35645553,35646776,"GFP_1_peak_1412",18,".",3.04122,3.85534,1.81322
"chr1",35840621,35841449,"GFP_1_peak_1420",16,".",3.07717,3.63868,1.65731
"chr1",35940962,35941514,"GFP_1_peak_1421",14,".",3.01758,3.25255,1.41227
"chr1",36187846,36188591,"GFP_1_peak_1429",26,".",3.21941,5.02069,2.62405
"chr1",36305676,36308419,"GFP_1_peak_1431",39,".",3.08243,6.62676,3.98456
"chr1",36548005,36548534,"GFP_1_peak_1443",22,".",3.12006,4.42209,2.20007
"chr1",36888902,36890809,"GFP_1_peak_1454",17,".",3.03181,3.80187,1.77946
"chr1",37486616,37487586,"GFP_1_peak_1470",54,".",3.70043,8.41019,5.4225
"chr1",37502030,37503073,"GFP_1_peak_1471",14,".",3.00463,3.33645,1.4729
"chr1",37741026,37741860,"GFP_1_peak_1481",52,".",4.16953,8.27162,5.28059
"chr1",37808666,37809358,"GFP_1_peak_1483",19,".",3.15881,4.03418,1.92521
"chr1",38190704,38191249,"GFP_1_peak_1496",41,".",3.05422,6.8277,4.16365
"chr1",38318609,38319425,"GFP_1_peak_1504",21,".",3.47815,4.31579,2.13657
"chr1",38354742,38355518,"GFP_1_peak_1505",30,".",3.59673,5.60766,3.09013
"chr1",38444751,38445657,"GFP_1_peak_1507",19,".",3.00633,4.05552,1.95991
"chr1",38687020,38687807,"GFP_1_peak_1512",25,".",3.42793,4.86486,2.52577
"chr1",38872989,38873715,"GFP_1_peak_1518",16,".",3.09203,3.54504,1.60405
"chr1",38941278,38942159,"GFP_1_peak_1519",30,".",3.10712,5.49871,3.00393
"chr1",39098239,39098943,"GFP_1_peak_1522",26,".",3.08127,5.04363,2.64475
"chr1",39132629,39133216,"GFP_1_peak_1523",26,".",3.5344,5.04949,2.68204
"chr1",39153426,39155006,"GFP_1_peak_1524",22,".",3.15415,4.48583,2.24903
"chr1",39204394,39205516,"GFP_1_peak_1526",18,".",3.36886,3.98997,1.89615
"chr1",39214079,39214830,"GFP_1_peak_1527",20,".",3.38679,4.22979,2.06522
"chr1",39538844,39539390,"GFP_1_peak_1530",22,".",3.08281,4.41824,2.20399
"chr1",39574427,39575346,"GFP_1_peak_1531",21,".",3.07407,4.35976,2.16051
"chr1",39727603,39728214,"GFP_1_peak_1536",30,".",3.39951,5.50886,3.00116
"chr1",39798731,39800035,"GFP_1_peak_1538",32,".",3.44372,5.83953,3.26812
"chr1",39972805,39973637,"GFP_1_peak_1545",44,".",3.45476,7.23802,4.41834
"chr1",39980573,39982026,"GFP_1_peak_1546",26,".",3.4178,4.9999,2.61427
"chr1",40014828,40015457,"GFP_1_peak_1548",28,".",4.12104,5.24453,2.82355
"chr1",40096856,40097759,"GFP_1_peak_1550",37,".",3.94569,6.38889,3.71632
"chr1",40135107,40135635,"GFP_1_peak_1552",21,".",3.25629,4.3256,2.13285
"chr1",40143898,40144467,"GFP_1_peak_1553",71,".",4.22561,10.2351,7.18836
"chr1",40373290,40374404,"GFP_1_peak_1555",33,".",4.00903,5.90657,3.33444
"chr1",40450164,40451418,"GFP_1_peak_1556",25,".",3.68366,4.88254,2.52947
"chr1",40508908,40509578,"GFP_1_peak_1557",39,".",4.55366,6.69351,3.96999
"chr1",40531319,40531895,"GFP_1_peak_1558",18,".",3.44032,3.95663,1.86047
"chr1",40703308,40704327,"GFP_1_peak_1563",22,".",3.54198,4.45786,2.21743
