"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr1",6545259,6545811,"YAF_2_peak_193",40,".",3.92013,6.65075,4.02734
"chr1",6770728,6771314,"YAF_2_peak_198",26,".",3.45899,4.94169,2.68673
"chr1",6786287,6786838,"YAF_2_peak_199",23,".",3.21348,4.48264,2.33187
"chr1",6802236,6803383,"YAF_2_peak_200",21,".",3.20644,4.21754,2.14377
"chr1",6809367,6810879,"YAF_2_peak_201",19,".",3.02732,3.93052,1.93269
"chr1",6925568,6926070,"YAF_2_peak_203",32,".",3.05501,5.7043,3.27193
"chr1",7136124,7136850,"YAF_2_peak_213",24,".",3.42368,4.62986,2.43009
"chr1",7147679,7148221,"YAF_2_peak_214",35,".",3.16353,6.07312,3.55401
"chr1",7175818,7177216,"YAF_2_peak_215",29,".",3.2439,5.24395,2.90735
"chr1",7198058,7198722,"YAF_2_peak_216",28,".",3.29688,5.12547,2.85356
"chr1",7207875,7208925,"YAF_2_peak_217",27,".",3.53668,5.07071,2.78085
"chr1",7401941,7402467,"YAF_2_peak_225",30,".",3.5317,5.48539,3.08824
"chr1",7526392,7527329,"YAF_2_peak_230",44,".",3.55531,7.12394,4.4367
"chr1",7752322,7753560,"YAF_2_peak_240",20,".",3.09537,4.05908,2.01652
"chr1",7784830,7785579,"YAF_2_peak_241",16,".",3.0023,3.56013,1.67343
"chr1",7893736,7894603,"YAF_2_peak_244",29,".",3.49538,5.26489,2.94174
"chr1",7899637,7900310,"YAF_2_peak_245",18,".",3.04661,3.80921,1.84861
"chr1",8004751,8005343,"YAF_2_peak_248",66,".",4.2847,9.70731,6.61068
"chr1",8026815,8027404,"YAF_2_peak_249",210,".",6.28292,24.9001,21.0754
"chr1",8077179,8078642,"YAF_2_peak_250",28,".",3.0942,5.11596,2.80516
"chr1",8089562,8090809,"YAF_2_peak_251",27,".",3.02434,4.9684,2.74477
"chr1",8154715,8156151,"YAF_2_peak_256",43,".",3.52577,6.98263,4.30464
"chr1",8182485,8183110,"YAF_2_peak_258",29,".",3.48396,5.26751,2.91873
"chr1",8197743,8198369,"YAF_2_peak_259",105,".",4.69216,13.9211,10.5105
"chr1",8257449,8257951,"YAF_2_peak_261",27,".",3.34488,5.09642,2.78028
"chr1",8373542,8374485,"YAF_2_peak_266",26,".",3.21386,4.88479,2.62511
"chr1",8396965,8398245,"YAF_2_peak_267",39,".",3.74616,6.44826,3.93109
"chr1",8463738,8464675,"YAF_2_peak_271",19,".",3.07689,3.91539,1.91891
"chr1",8525556,8526259,"YAF_2_peak_272",36,".",3.80267,6.10627,3.60637
"chr1",8563018,8563592,"YAF_2_peak_273",20,".",3.06442,4.06364,2.03781
"chr1",8598342,8599139,"YAF_2_peak_274",20,".",3.16041,4.12083,2.0579
"chr1",8626277,8627089,"YAF_2_peak_276",23,".",3.13205,4.44924,2.30874
"chr1",8679110,8679641,"YAF_2_peak_281",31,".",3.75226,5.50585,3.14153
"chr1",8701102,8702273,"YAF_2_peak_282",23,".",3.00764,4.54501,2.38556
"chr1",8720506,8721550,"YAF_2_peak_283",18,".",3.02679,3.77156,1.8195
"chr1",8726699,8727652,"YAF_2_peak_284",17,".",3.09749,3.71871,1.77926
"chr1",8811233,8811737,"YAF_2_peak_285",22,".",3.20892,4.34411,2.23358
"chr1",8873585,8874318,"YAF_2_peak_286",32,".",3.23363,5.70192,3.29638
"chr1",8880340,8880992,"YAF_2_peak_287",27,".",3.22341,5.08913,2.78218
"chr1",8889228,8890269,"YAF_2_peak_288",24,".",3.11315,4.66083,2.47539
"chr1",9119544,9120790,"YAF_2_peak_295",22,".",3.04044,4.40929,2.29564
"chr1",9127841,9128421,"YAF_2_peak_296",29,".",3.26017,5.30664,2.96713
"chr1",9239716,9241041,"YAF_2_peak_300",35,".",3.01898,6.03304,3.56817
"chr1",9275119,9276029,"YAF_2_peak_302",57,".",3.47056,8.79728,5.79148
"chr1",9413030,9414028,"YAF_2_peak_310",29,".",3.038,5.2447,2.92414
"chr1",9452573,9453873,"YAF_2_peak_312",38,".",3.11157,6.32199,3.81533
"chr1",9472883,9473545,"YAF_2_peak_313",54,".",3.52624,8.26953,5.43844
"chr1",9540046,9541014,"YAF_2_peak_317",31,".",3.51192,5.55163,3.17215
"chr1",9699356,9701129,"YAF_2_peak_320",28,".",3.145,5.14146,2.87421
"chr1",9766068,9767236,"YAF_2_peak_322",28,".",3.31683,5.14529,2.83726
"chr1",9775179,9775965,"YAF_2_peak_323",16,".",3.00118,3.55359,1.66948
"chr1",9792350,9793387,"YAF_2_peak_324",23,".",3.16137,4.50915,2.35754
"chr1",9824479,9825992,"YAF_2_peak_326",70,".",3.90991,10.0311,7.05189
"chr1",9881825,9883238,"YAF_2_peak_329",63,".",3.04386,9.20443,6.33007
"chr1",10032939,10033763,"YAF_2_peak_332",20,".",3.1001,4.05077,2.0237
"chr1",10073691,10075504,"YAF_2_peak_334",44,".",3.48137,6.94017,4.46076
"chr1",10211651,10212337,"YAF_2_peak_335",26,".",3.3022,4.89689,2.62826
"chr1",10398501,10400395,"YAF_2_peak_341",35,".",3.25928,6.05143,3.5857
"chr1",10507267,10507912,"YAF_2_peak_342",42,".",3.35103,6.7958,4.20772
"chr1",10528126,10528819,"YAF_2_peak_344",21,".",3.09558,4.26261,2.18313
"chr1",10555771,10556336,"YAF_2_peak_345",32,".",3.59332,5.71421,3.29132
"chr1",10597697,10599427,"YAF_2_peak_347",21,".",3.08246,4.24182,2.15635
"chr1",10979619,10981070,"YAF_2_peak_355",24,".",3.03523,4.63697,2.45669
"chr1",11037803,11038986,"YAF_2_peak_356",37,".",3.52471,6.31198,3.75424
"chr1",11134142,11134901,"YAF_2_peak_357",36,".",3.38232,6.12124,3.61944
"chr1",11157951,11159048,"YAF_2_peak_358",22,".",3.31098,4.39691,2.26613
"chr1",11261787,11262765,"YAF_2_peak_360",25,".",3.58205,4.84795,2.59691
"chr1",11645835,11646879,"YAF_2_peak_368",60,".",3.19623,8.85743,6.07219
"chr1",11965798,11967171,"YAF_2_peak_382",21,".",3.13684,4.24982,2.15447
"chr1",12076639,12077695,"YAF_2_peak_387",28,".",3.02308,5.18595,2.87188
"chr1",12271487,12272294,"YAF_2_peak_396",46,".",4.45561,7.30556,4.64489
"chr1",12477971,12479029,"YAF_2_peak_406",68,".",3.18698,9.90581,6.8353
"chr1",12539195,12541982,"YAF_2_peak_410",52,".",3.17939,8.06386,5.28033
"chr1",12798551,12799114,"YAF_2_peak_420",40,".",3.80206,6.66155,4.05892
"chr1",12809840,12811118,"YAF_2_peak_421",49,".",4.02912,7.61237,4.93854
"chr1",12952746,12954120,"YAF_2_peak_424",19,".",3.40074,3.9569,1.97832
"chr1",13004578,13006023,"YAF_2_peak_425",23,".",3.52569,4.54627,2.37143
"chr1",13011415,13011944,"YAF_2_peak_426",30,".",3.58938,5.45695,3.06353
"chr1",13194615,13195146,"YAF_2_peak_430",22,".",3.61057,4.40176,2.26486
"chr1",13216893,13217535,"YAF_2_peak_431",19,".",3.34463,3.98471,1.97827
"chr1",13246282,13247206,"YAF_2_peak_433",25,".",3.04898,4.81884,2.59755
"chr1",13288680,13289369,"YAF_2_peak_435",37,".",3.78674,6.2879,3.71117
"chr1",13327534,13328445,"YAF_2_peak_437",20,".",3.14728,4.03426,2.00999
"chr1",13368813,13370325,"YAF_2_peak_438",36,".",3.52325,6.17014,3.65695
"chr1",13549156,13550078,"YAF_2_peak_439",19,".",3.04149,3.94743,1.94714
"chr1",13835180,13835692,"YAF_2_peak_445",24,".",3.15763,4.69622,2.49954
"chr1",13991144,13992101,"YAF_2_peak_448",18,".",3.09925,3.83615,1.85505
"chr1",14005229,14005865,"YAF_2_peak_449",18,".",3.09105,3.80608,1.83991
"chr1",14259466,14260646,"YAF_2_peak_455",27,".",3.05734,5.00501,2.73975
"chr1",14346047,14346689,"YAF_2_peak_459",63,".",4.31594,9.47372,6.37589
"chr1",14360775,14361379,"YAF_2_peak_460",57,".",4.38485,8.515,5.74887
"chr1",14369768,14370383,"YAF_2_peak_461",28,".",3.17866,5.14022,2.811
"chr1",14390829,14392504,"YAF_2_peak_462",22,".",3.12485,4.39601,2.27726
"chr1",14492776,14493425,"YAF_2_peak_467",32,".",3.33253,5.61604,3.24779
"chr1",14517146,14517895,"YAF_2_peak_468",33,".",3.31205,5.8297,3.37638
"chr1",14542742,14543489,"YAF_2_peak_470",23,".",3.25277,4.5534,2.39828
"chr1",14560917,14561470,"YAF_2_peak_471",20,".",3.05971,4.03591,2.02581
"chr1",14571904,14572661,"YAF_2_peak_472",24,".",3.15899,4.69754,2.4917
"chr1",14627205,14628153,"YAF_2_peak_474",25,".",3.00256,4.78472,2.55005
"chr1",14671954,14672955,"YAF_2_peak_475",28,".",3.02186,5.12368,2.82448
"chr1",14731711,14732216,"YAF_2_peak_481",66,".",4.0483,9.71516,6.67617
"chr1",14894527,14895357,"YAF_2_peak_487",47,".",3.42337,7.49328,4.78188
"chr1",14968305,14969292,"YAF_2_peak_489",66,".",4.00794,9.72784,6.60048
"chr1",15168374,15168960,"YAF_2_peak_500",23,".",3.05586,4.51076,2.37107
"chr1",15212812,15213584,"YAF_2_peak_504",22,".",3.08551,4.31804,2.20159
"chr1",15226387,15227427,"YAF_2_peak_506",25,".",3.02128,4.74507,2.52384
"chr1",15251931,15252648,"YAF_2_peak_507",37,".",3.31168,6.25153,3.70106
"chr1",15323526,15324202,"YAF_2_peak_510",41,".",3.6121,6.71993,4.10399
"chr1",15426180,15427496,"YAF_2_peak_518",53,".",3.15861,8.12533,5.37787
"chr1",15577921,15578528,"YAF_2_peak_523",24,".",3.08766,4.65634,2.45841
"chr1",15617839,15618730,"YAF_2_peak_526",20,".",3.0699,4.04606,2.01176
"chr1",15679759,15680372,"YAF_2_peak_527",26,".",3.09133,4.86638,2.61744
"chr1",15685025,15686112,"YAF_2_peak_528",23,".",3.12911,4.51584,2.34774
"chr1",15765688,15766191,"YAF_2_peak_530",32,".",3.0463,5.67972,3.27846
"chr1",15849536,15850308,"YAF_2_peak_534",27,".",3.35194,5.03734,2.76881
"chr1",16236121,16237482,"YAF_2_peak_550",41,".",3.41097,6.77309,4.13574
"chr1",16368310,16368902,"YAF_2_peak_554",21,".",3.09228,4.18702,2.11966
"chr1",16385925,16386850,"YAF_2_peak_556",37,".",3.66855,6.361,3.78512
"chr1",16500854,16501615,"YAF_2_peak_562",45,".",3.58759,7.21557,4.5375
"chr1",16564770,16565722,"YAF_2_peak_568",46,".",3.06937,7.24761,4.60957
"chr1",16665874,16667366,"YAF_2_peak_575",33,".",3.08491,5.74238,3.30912
"chr1",16680592,16681097,"YAF_2_peak_577",26,".",3.08777,4.95445,2.69246
"chr1",16686701,16687726,"YAF_2_peak_578",28,".",3.1503,5.16709,2.85437
"chr1",16709710,16710264,"YAF_2_peak_579",92,".",3.73205,12.3817,9.26414
"chr1",16749765,16750942,"YAF_2_peak_585",38,".",3.11801,6.36803,3.83196
"chr1",16796235,16798279,"YAF_2_peak_591",71,".",3.60476,10.1166,7.15468
"chr1",16895718,16896642,"YAF_2_peak_596",82,".",4.55571,11.4073,8.20854
"chr1",16951597,16952669,"YAF_2_peak_601",85,".",3.81128,11.7829,8.58898
"chr1",17027602,17028721,"YAF_2_peak_607",37,".",3.5024,6.29929,3.70607
"chr1",17059575,17060128,"YAF_2_peak_610",63,".",3.86586,9.4878,6.37812
"chr1",17287031,17287854,"YAF_2_peak_622",88,".",3.94115,12.1906,8.84661
"chr1",17475941,17477750,"YAF_2_peak_626",29,".",3.3223,5.33547,2.99055
"chr1",17488398,17489293,"YAF_2_peak_627",26,".",3.26844,4.90005,2.63686
"chr1",17531686,17532263,"YAF_2_peak_629",38,".",3.00768,6.47423,3.88204
"chr1",17545098,17545957,"YAF_2_peak_631",44,".",3.218,6.97266,4.41267
"chr1",17768498,17769290,"YAF_2_peak_645",37,".",3.02748,6.24503,3.77435
"chr1",17814379,17814901,"YAF_2_peak_648",53,".",4.08718,8.14082,5.30903
"chr1",17873054,17874560,"YAF_2_peak_652",34,".",3.08884,5.88493,3.40409
"chr1",17879126,17879897,"YAF_2_peak_653",34,".",3.12361,5.92932,3.42484
"chr1",18769770,18770360,"YAF_2_peak_669",28,".",3.35921,5.1752,2.8712
"chr1",18997201,18998510,"YAF_2_peak_677",58,".",4.36598,8.74846,5.88599
"chr1",19210551,19211261,"YAF_2_peak_684",24,".",3.39628,4.59914,2.41751
"chr1",19262482,19263039,"YAF_2_peak_686",25,".",3.04775,4.76011,2.53284
"chr1",19429867,19430799,"YAF_2_peak_692",27,".",3.19667,5.08718,2.77647
"chr1",19525381,19526465,"YAF_2_peak_698",22,".",3.19937,4.37889,2.25714
"chr1",19586722,19587718,"YAF_2_peak_699",25,".",3.12938,4.77492,2.53455
"chr1",19682418,19682990,"YAF_2_peak_704",34,".",3.01769,5.90038,3.45703
"chr1",19704462,19704969,"YAF_2_peak_706",47,".",3.753,7.45768,4.73838
"chr1",19800832,19801744,"YAF_2_peak_712",75,".",3.87357,10.5654,7.51174
"chr1",19824884,19825385,"YAF_2_peak_713",33,".",3.41115,5.78904,3.3338
"chr1",19891748,19893947,"YAF_2_peak_716",24,".",3.13545,4.64857,2.4555
"chr1",20249965,20250965,"YAF_2_peak_730",23,".",3.02461,4.47692,2.31102
"chr1",20367147,20367771,"YAF_2_peak_734",45,".",3.20311,7.217,4.53627
"chr1",20507419,20508094,"YAF_2_peak_744",20,".",3.31499,4.12593,2.07017
"chr1",20820182,20820938,"YAF_2_peak_755",25,".",3.46081,4.7895,2.55999
"chr1",20847326,20848218,"YAF_2_peak_756",35,".",3.86507,5.97193,3.51463
"chr1",20896493,20897088,"YAF_2_peak_757",19,".",3.33428,3.93943,1.93939
"chr1",21035222,21035957,"YAF_2_peak_758",26,".",3.42177,4.859,2.65163
"chr1",21077835,21078422,"YAF_2_peak_759",21,".",3.51686,4.28116,2.17894
"chr1",21091188,21091906,"YAF_2_peak_760",34,".",4.05807,5.91545,3.49037
"chr1",21205648,21206487,"YAF_2_peak_761",35,".",3.77003,6.08061,3.59516
"chr1",21349953,21350740,"YAF_2_peak_774",30,".",3.11192,5.44324,3.06063
"chr1",21398244,21399303,"YAF_2_peak_776",25,".",3.26485,4.69619,2.50117
"chr1",21703417,21703978,"YAF_2_peak_784",49,".",4.56875,7.85385,4.9917
"chr1",21749313,21750350,"YAF_2_peak_785",18,".",3.0792,3.76396,1.81688
"chr1",21791534,21792151,"YAF_2_peak_787",18,".",3.05996,3.86801,1.89534
"chr1",21869675,21870237,"YAF_2_peak_790",58,".",3.19892,8.77237,5.80946
"chr1",21956742,21957350,"YAF_2_peak_794",35,".",3.04551,6.10111,3.57301
"chr1",22024854,22025871,"YAF_2_peak_796",22,".",3.01775,4.42941,2.29469
"chr1",22197467,22198509,"YAF_2_peak_798",23,".",3.11303,4.54302,2.37904
"chr1",22432198,22433249,"YAF_2_peak_809",31,".",3.79363,5.50927,3.16072
"chr1",22452383,22453031,"YAF_2_peak_811",31,".",3.45359,5.55211,3.19754
"chr1",22489279,22490267,"YAF_2_peak_812",24,".",3.30422,4.62249,2.45744
"chr1",22831186,22832593,"YAF_2_peak_823",54,".",3.05581,8.05287,5.42506
"chr1",22870321,22870911,"YAF_2_peak_825",45,".",3.49353,7.29346,4.5482
"chr1",23019364,23021265,"YAF_2_peak_833",25,".",3.46602,4.74829,2.53204
"chr1",23100095,23101126,"YAF_2_peak_834",45,".",3.27368,7.20449,4.50137
"chr1",23193966,23194982,"YAF_2_peak_836",48,".",3.92855,7.58602,4.82776
"chr1",23402907,23404257,"YAF_2_peak_840",31,".",3.15305,5.56762,3.19153
"chr1",23483108,23484722,"YAF_2_peak_846",55,".",3.77405,8.39409,5.56865
"chr1",23496968,23497497,"YAF_2_peak_847",29,".",3.33279,5.34881,2.98518
"chr1",23709476,23711193,"YAF_2_peak_853",41,".",3.56159,6.72651,4.17218
"chr1",23744666,23745177,"YAF_2_peak_855",40,".",3.66446,6.55528,4.00726
"chr1",23751054,23751706,"YAF_2_peak_856",30,".",3.475,5.44001,3.0865
"chr1",23772113,23773129,"YAF_2_peak_859",22,".",3.19544,4.3879,2.25774
"chr1",23779160,23780143,"YAF_2_peak_860",20,".",3.0567,4.11694,2.05986
"chr1",23837504,23838704,"YAF_2_peak_863",38,".",3.62122,6.37603,3.81195
"chr1",23855976,23856667,"YAF_2_peak_864",24,".",3.21589,4.67339,2.49256
"chr1",23865078,23865700,"YAF_2_peak_865",33,".",3.15393,5.89452,3.39219
"chr1",23936092,23936968,"YAF_2_peak_866",23,".",3.04545,4.5055,2.37667
"chr1",23980379,23980972,"YAF_2_peak_867",18,".",3.03692,3.79881,1.8417
"chr1",24046468,24047362,"YAF_2_peak_869",34,".",3.7166,5.95981,3.48746
"chr1",24236432,24237199,"YAF_2_peak_875",62,".",4.20429,9.22629,6.25167
"chr1",24265241,24267047,"YAF_2_peak_876",32,".",3.07558,5.60999,3.20136
"chr1",24309626,24310399,"YAF_2_peak_880",35,".",3.08892,6.03278,3.53643
"chr1",24364555,24365572,"YAF_2_peak_883",47,".",3.08006,7.44324,4.73499
"chr1",24419095,24419647,"YAF_2_peak_887",59,".",3.72916,8.65393,5.95565
"chr1",24472192,24473440,"YAF_2_peak_888",23,".",3.40295,4.51327,2.38207
"chr1",24493018,24493698,"YAF_2_peak_889",22,".",3.33329,4.33502,2.22439
"chr1",24503454,24504380,"YAF_2_peak_890",31,".",3.43989,5.5662,3.13995
"chr1",24521531,24522420,"YAF_2_peak_891",17,".",3.13568,3.72426,1.78155
"chr1",24541209,24541730,"YAF_2_peak_892",17,".",3.01436,3.69388,1.76005
"chr1",24559261,24559817,"YAF_2_peak_893",32,".",3.01826,5.72685,3.29017
"chr1",24618450,24619808,"YAF_2_peak_894",31,".",3.64634,5.58681,3.19946
"chr1",24682730,24684059,"YAF_2_peak_895",33,".",3.47586,5.8222,3.34065
"chr1",24837822,24838658,"YAF_2_peak_901",18,".",3.1786,3.80506,1.83688
"chr1",25148396,25149125,"YAF_2_peak_914",38,".",3.44624,6.45801,3.84659
"chr1",25167079,25168708,"YAF_2_peak_916",58,".",3.64933,8.71272,5.81106
"chr1",25232755,25233493,"YAF_2_peak_919",34,".",3.95254,5.90069,3.43283
"chr1",25239669,25240485,"YAF_2_peak_920",59,".",4.60215,8.77262,5.96979
"chr1",25247647,25248624,"YAF_2_peak_921",20,".",3.11596,4.12557,2.07512
"chr1",25286377,25287511,"YAF_2_peak_924",41,".",3.0386,6.75359,4.10767
"chr1",25336915,25337831,"YAF_2_peak_926",28,".",3.33977,5.19141,2.87488
"chr1",25449780,25450505,"YAF_2_peak_932",25,".",3.70971,4.71771,2.50719
"chr1",25618652,25619467,"YAF_2_peak_941",44,".",3.24679,7.17547,4.44653
"chr1",25906577,25907163,"YAF_2_peak_957",46,".",3.66607,7.38771,4.65396
"chr1",26233754,26235333,"YAF_2_peak_970",27,".",3.20848,5.10784,2.78906
"chr1",26243370,26243880,"YAF_2_peak_971",16,".",3.0145,3.54966,1.67032
"chr1",26331300,26331810,"YAF_2_peak_975",26,".",3.05359,4.93647,2.69252
"chr1",26378248,26378839,"YAF_2_peak_978",98,".",4.91999,13.258,9.87635
"chr1",26484817,26485883,"YAF_2_peak_982",30,".",3.61741,5.45534,3.05715
"chr1",26524339,26524874,"YAF_2_peak_983",29,".",3.20657,5.28406,2.95045
"chr1",26530984,26531547,"YAF_2_peak_984",45,".",3.40536,7.33753,4.57368
"chr1",26676768,26677896,"YAF_2_peak_986",40,".",3.75772,6.59404,4.0423
"chr1",26722150,26723936,"YAF_2_peak_988",43,".",3.55273,6.99661,4.35203
"chr1",26744050,26745089,"YAF_2_peak_989",59,".",4.16998,8.7135,5.94006
"chr1",26771322,26772220,"YAF_2_peak_990",38,".",3.25235,6.40983,3.85757
"chr1",26799544,26800285,"YAF_2_peak_993",42,".",3.93883,6.98487,4.29055
"chr1",26848915,26849777,"YAF_2_peak_994",47,".",3.15311,7.49752,4.74912
"chr1",26922708,26923326,"YAF_2_peak_996",32,".",3.74086,5.72802,3.26922
"chr1",27070261,27071278,"YAF_2_peak_1004",30,".",3.16387,5.45036,3.08835
"chr1",27112059,27112616,"YAF_2_peak_1007",41,".",3.31004,6.80654,4.1698
"chr1",27135985,27137487,"YAF_2_peak_1008",57,".",3.72672,8.47571,5.75097
"chr1",27235393,27236287,"YAF_2_peak_1011",24,".",3.16765,4.65249,2.48083
"chr1",27418580,27419215,"YAF_2_peak_1019",33,".",3.58382,5.73746,3.33118
"chr1",27557436,27558358,"YAF_2_peak_1024",59,".",3.48422,8.70063,5.95869
"chr1",27658680,27659586,"YAF_2_peak_1032",37,".",3.00398,6.26566,3.74315
"chr1",27773276,27773951,"YAF_2_peak_1035",26,".",3.51405,4.85266,2.61165
"chr1",27914620,27915269,"YAF_2_peak_1038",33,".",3.47929,5.75983,3.37369
"chr1",27923188,27923871,"YAF_2_peak_1039",25,".",3.43321,4.77926,2.5452
"chr1",27990356,27991111,"YAF_2_peak_1042",17,".",3.12344,3.64929,1.72062
"chr1",27996897,27997710,"YAF_2_peak_1043",29,".",3.89312,5.26925,2.93199
"chr1",28055693,28056366,"YAF_2_peak_1044",20,".",3.39624,4.18152,2.0897
"chr1",28078817,28080424,"YAF_2_peak_1045",19,".",3.30193,4.01055,1.9789
"chr1",28088122,28088774,"YAF_2_peak_1046",27,".",3.31577,4.96802,2.71239
"chr1",28236790,28237448,"YAF_2_peak_1051",34,".",3.5495,5.87457,3.40545
"chr1",28273671,28274880,"YAF_2_peak_1052",20,".",3.04185,4.08386,2.04203
"chr1",28313927,28314737,"YAF_2_peak_1055",23,".",3.29648,4.50231,2.35392
"chr1",28437429,28438424,"YAF_2_peak_1057",47,".",4.40234,7.55746,4.79483
"chr1",28576962,28577572,"YAF_2_peak_1062",26,".",3.01648,4.88918,2.62124
"chr1",28601633,28602297,"YAF_2_peak_1064",38,".",3.40821,6.49131,3.87985
"chr1",28855669,28856966,"YAF_2_peak_1069",35,".",3.00605,6.04358,3.5258
"chr1",28906023,28906705,"YAF_2_peak_1072",23,".",3.21063,4.49595,2.33822
"chr1",28971944,28972804,"YAF_2_peak_1073",19,".",3.14948,4.00261,1.97965
"chr1",28990509,28991582,"YAF_2_peak_1074",16,".",3.16706,3.50203,1.63897
"chr1",29043335,29044007,"YAF_2_peak_1075",27,".",3.71372,5.08895,2.78128
"chr1",29146015,29146817,"YAF_2_peak_1076",31,".",3.39297,5.63181,3.18959
"chr1",29202724,29203865,"YAF_2_peak_1079",31,".",3.08924,5.51801,3.14338
"chr1",29291953,29292550,"YAF_2_peak_1083",29,".",3.1339,5.32513,2.95483
"chr1",29719375,29719991,"YAF_2_peak_1105",39,".",3.84759,6.59405,3.94893
"chr1",29766992,29768072,"YAF_2_peak_1106",37,".",3.86024,6.31206,3.76368
"chr1",29974507,29975226,"YAF_2_peak_1116",23,".",3.34798,4.51099,2.34396
"chr1",30335255,30336317,"YAF_2_peak_1126",19,".",3.17527,3.93179,1.93111
"chr1",30477025,30477532,"YAF_2_peak_1129",35,".",3.19625,5.94699,3.50818
"chr1",30570672,30571762,"YAF_2_peak_1132",40,".",3.485,6.60116,4.01642
"chr1",30621371,30622116,"YAF_2_peak_1135",30,".",3.49681,5.50225,3.08484
"chr1",30727552,30728238,"YAF_2_peak_1137",39,".",3.07403,6.51645,3.92416
