"chr","start","end","name","score","strand","signalValue","pValue","qValue"
"chr1",7265016,7268369,"YAF_3_peak_174",27,".",3.02649,4.95908,2.7727
"chr1",7401857,7402417,"YAF_3_peak_181",28,".",3.39461,5.14076,2.87824
"chr1",7760920,7761495,"YAF_3_peak_191",17,".",3.03597,3.68714,1.7759
"chr1",7893670,7894655,"YAF_3_peak_193",30,".",3.38978,5.37293,3.03083
"chr1",7940914,7941444,"YAF_3_peak_195",24,".",3.09378,4.57335,2.40974
"chr1",7960812,7961674,"YAF_3_peak_196",31,".",3.4965,5.46361,3.12545
"chr1",7975167,7975719,"YAF_3_peak_197",38,".",4.09855,6.34213,3.81349
"chr1",8004313,8005566,"YAF_3_peak_199",37,".",3.29446,6.24984,3.79251
"chr1",8026885,8028381,"YAF_3_peak_200",107,".",4.54126,13.8853,10.7629
"chr1",8040583,8041430,"YAF_3_peak_201",28,".",3.65078,5.16053,2.88422
"chr1",8056164,8056927,"YAF_3_peak_202",24,".",3.2774,4.59723,2.41973
"chr1",8094089,8094634,"YAF_3_peak_206",39,".",3.53874,6.59071,3.98645
"chr1",8137288,8138201,"YAF_3_peak_208",33,".",3.36399,5.82327,3.39592
"chr1",8154164,8155997,"YAF_3_peak_210",29,".",3.05959,5.22391,2.92522
"chr1",8182059,8183041,"YAF_3_peak_212",47,".",4.29551,7.44227,4.71337
"chr1",8197681,8198514,"YAF_3_peak_213",45,".",3.34154,7.15546,4.50321
"chr1",8211702,8212660,"YAF_3_peak_214",48,".",3.63216,7.40087,4.81333
"chr1",8238058,8238590,"YAF_3_peak_217",31,".",3.33316,5.5916,3.1889
"chr1",8373542,8374768,"YAF_3_peak_225",33,".",3.27078,5.71156,3.37224
"chr1",8384318,8384920,"YAF_3_peak_226",18,".",3.01206,3.77829,1.83615
"chr1",8396871,8398307,"YAF_3_peak_227",41,".",3.84051,6.66248,4.13234
"chr1",8412095,8412793,"YAF_3_peak_228",27,".",3.05672,5.0257,2.75199
"chr1",8424369,8425444,"YAF_3_peak_230",34,".",3.21715,5.79017,3.41464
"chr1",8517064,8518267,"YAF_3_peak_232",20,".",3.1238,4.08569,2.05784
"chr1",8525408,8526120,"YAF_3_peak_233",38,".",3.84674,6.34062,3.84753
"chr1",8625983,8626948,"YAF_3_peak_237",29,".",3.24352,5.23653,2.98312
"chr1",8660272,8662162,"YAF_3_peak_238",32,".",3.20897,5.5865,3.22839
"chr1",8679048,8679660,"YAF_3_peak_240",42,".",3.77593,6.83199,4.25518
"chr1",8701068,8701785,"YAF_3_peak_241",46,".",3.72752,7.21488,4.61484
"chr1",8745122,8745707,"YAF_3_peak_242",22,".",3.12615,4.39043,2.28281
"chr1",8811233,8811968,"YAF_3_peak_243",21,".",3.12858,4.29779,2.19756
"chr1",8848717,8849612,"YAF_3_peak_244",37,".",3.05891,6.22712,3.71348
"chr1",9077981,9079390,"YAF_3_peak_252",31,".",3.19932,5.46587,3.16467
"chr1",9120044,9120826,"YAF_3_peak_255",26,".",3.16226,4.8571,2.64007
"chr1",9127704,9128232,"YAF_3_peak_256",36,".",3.56282,6.11878,3.60904
"chr1",9162773,9164079,"YAF_3_peak_257",31,".",3.12688,5.56559,3.17184
"chr1",9239748,9240315,"YAF_3_peak_259",49,".",3.46203,7.74699,4.97961
"chr1",9275161,9275971,"YAF_3_peak_261",62,".",3.52325,9.14703,6.26792
"chr1",9302930,9303649,"YAF_3_peak_265",78,".",4.19122,10.9049,7.83827
"chr1",9412967,9414002,"YAF_3_peak_271",29,".",3.05543,5.20255,2.91077
"chr1",9438690,9439490,"YAF_3_peak_273",40,".",3.29952,6.55295,4.0259
"chr1",9540179,9541210,"YAF_3_peak_275",27,".",3.19828,4.98384,2.75263
"chr1",9664503,9665505,"YAF_3_peak_279",24,".",3.04181,4.56687,2.41381
"chr1",9737238,9738336,"YAF_3_peak_282",22,".",3.10185,4.409,2.29732
"chr1",9755374,9755889,"YAF_3_peak_283",28,".",3.23952,5.08738,2.80694
"chr1",9765837,9767210,"YAF_3_peak_284",30,".",3.38578,5.39612,3.04451
"chr1",9792360,9793340,"YAF_3_peak_286",28,".",3.51653,5.18136,2.88315
"chr1",9825225,9826082,"YAF_3_peak_288",63,".",4.02902,9.27072,6.34058
"chr1",9852376,9853081,"YAF_3_peak_290",24,".",3.11138,4.63814,2.45475
"chr1",9881674,9883508,"YAF_3_peak_293",96,".",3.47763,12.6311,9.65193
"chr1",10033025,10034797,"YAF_3_peak_298",28,".",3.38265,5.12631,2.88227
"chr1",10064835,10065603,"YAF_3_peak_299",33,".",3.26859,5.74884,3.32017
"chr1",10073961,10075594,"YAF_3_peak_300",48,".",3.55671,7.57282,4.88203
"chr1",10083715,10084371,"YAF_3_peak_301",22,".",3.21722,4.2974,2.21092
"chr1",10211674,10212416,"YAF_3_peak_303",31,".",3.26019,5.5055,3.17499
"chr1",10312104,10312735,"YAF_3_peak_306",33,".",3.80188,5.84901,3.38892
"chr1",10399622,10400364,"YAF_3_peak_307",47,".",3.77337,7.49466,4.7929
"chr1",10507196,10507719,"YAF_3_peak_309",44,".",3.59854,7.12443,4.49032
"chr1",10522242,10522799,"YAF_3_peak_310",26,".",3.30644,4.85566,2.63189
"chr1",10528107,10528864,"YAF_3_peak_311",38,".",3.50976,6.31913,3.87037
"chr1",10535657,10536536,"YAF_3_peak_312",22,".",3.14607,4.42036,2.28564
"chr1",10597698,10598276,"YAF_3_peak_314",24,".",3.12832,4.59002,2.43156
"chr1",10890879,10891386,"YAF_3_peak_323",22,".",3.09511,4.40993,2.28264
"chr1",11037813,11039188,"YAF_3_peak_326",36,".",3.30652,6.07714,3.65162
"chr1",11918811,11919320,"YAF_3_peak_340",34,".",3.32739,5.88054,3.42949
"chr1",11965623,11966285,"YAF_3_peak_343",19,".",3.10224,3.93765,1.93489
"chr1",12040482,12041669,"YAF_3_peak_346",36,".",3.1926,6.12535,3.62445
"chr1",12230681,12231346,"YAF_3_peak_351",28,".",3.47903,5.15091,2.84318
"chr1",12250878,12252112,"YAF_3_peak_352",20,".",3.10296,4.12252,2.08124
"chr1",12319574,12320379,"YAF_3_peak_354",23,".",3.20617,4.46954,2.33271
"chr1",12397906,12398875,"YAF_3_peak_356",26,".",3.23451,4.93833,2.68385
"chr1",12435509,12436057,"YAF_3_peak_359",40,".",3.00824,6.68257,4.0796
"chr1",12464108,12465060,"YAF_3_peak_363",26,".",3.09891,4.84505,2.63842
"chr1",12477927,12478984,"YAF_3_peak_364",74,".",3.36344,10.5894,7.47033
"chr1",12540214,12541784,"YAF_3_peak_366",47,".",3.04161,7.26943,4.75013
"chr1",12692649,12693290,"YAF_3_peak_378",25,".",3.2819,4.72553,2.53772
"chr1",12810676,12811813,"YAF_3_peak_382",42,".",3.50832,6.82963,4.28464
"chr1",12920219,12921424,"YAF_3_peak_388",22,".",3.09887,4.36041,2.25442
"chr1",13004532,13005505,"YAF_3_peak_390",20,".",3.19923,4.1476,2.09594
"chr1",13369185,13371282,"YAF_3_peak_393",20,".",3.05081,4.10972,2.07755
"chr1",13645859,13646593,"YAF_3_peak_395",16,".",3.00732,3.51172,1.64751
"chr1",13665587,13666087,"YAF_3_peak_396",31,".",3.16519,5.47357,3.13077
"chr1",13784148,13785157,"YAF_3_peak_401",19,".",3.03751,3.87263,1.90487
"chr1",13801933,13803181,"YAF_3_peak_402",23,".",3.1612,4.46748,2.3466
"chr1",13921854,13922922,"YAF_3_peak_405",21,".",3.08735,4.2029,2.14753
"chr1",14092768,14093343,"YAF_3_peak_408",52,".",4.62244,8.09432,5.26127
"chr1",14220385,14221084,"YAF_3_peak_412",36,".",4.00241,6.10331,3.62862
"chr1",14248475,14248982,"YAF_3_peak_414",33,".",3.43696,5.68324,3.31324
"chr1",14255666,14256199,"YAF_3_peak_415",41,".",3.59784,6.70685,4.10822
"chr1",14281430,14282612,"YAF_3_peak_417",26,".",3.12264,4.92679,2.68849
"chr1",14313351,14314458,"YAF_3_peak_418",21,".",3.40054,4.29329,2.19594
"chr1",14319582,14321133,"YAF_3_peak_419",23,".",3.31799,4.45356,2.32169
"chr1",14346055,14347431,"YAF_3_peak_420",56,".",3.86358,8.41151,5.64507
"chr1",14360852,14361458,"YAF_3_peak_421",55,".",4.28834,8.39125,5.54044
"chr1",14485937,14488461,"YAF_3_peak_422",43,".",3.24734,6.93587,4.36011
"chr1",14502688,14504024,"YAF_3_peak_424",19,".",3.0408,3.90821,1.92689
"chr1",14510618,14511500,"YAF_3_peak_425",21,".",3.14018,4.19165,2.13056
"chr1",14542812,14543555,"YAF_3_peak_428",44,".",4.05225,7.15224,4.49729
"chr1",14583315,14584113,"YAF_3_peak_429",25,".",3.22105,4.75866,2.54084
"chr1",14704597,14705534,"YAF_3_peak_436",29,".",3.00234,5.2709,2.98552
"chr1",14731565,14732190,"YAF_3_peak_437",70,".",4.03969,9.9786,7.02229
"chr1",14894488,14895333,"YAF_3_peak_443",45,".",3.29598,7.14971,4.53491
"chr1",14911062,14911686,"YAF_3_peak_444",68,".",4.03238,9.83031,6.81526
"chr1",14968342,14969247,"YAF_3_peak_447",100,".",4.6589,13.4336,10.0123
"chr1",15167649,15168996,"YAF_3_peak_456",29,".",3.29176,5.23379,2.97413
"chr1",15178701,15179441,"YAF_3_peak_457",38,".",3.27176,6.32102,3.84115
"chr1",15200452,15201103,"YAF_3_peak_458",35,".",3.15587,5.99774,3.53365
"chr1",15206418,15207107,"YAF_3_peak_459",38,".",3.50071,6.4219,3.87675
"chr1",15323469,15324181,"YAF_3_peak_463",35,".",3.46542,5.99223,3.55432
"chr1",15703364,15704070,"YAF_3_peak_476",21,".",3.02668,4.28693,2.19677
"chr1",15876107,15876666,"YAF_3_peak_479",20,".",3.22961,4.05595,2.0299
"chr1",15885855,15886727,"YAF_3_peak_481",22,".",3.08119,4.35114,2.25751
"chr1",15975321,15976318,"YAF_3_peak_484",21,".",3.02355,4.26549,2.18719
"chr1",16367986,16369019,"YAF_3_peak_499",27,".",3.33263,4.95196,2.73054
"chr1",16385252,16386850,"YAF_3_peak_501",38,".",3.36813,6.30523,3.8376
"chr1",16513004,16513676,"YAF_3_peak_505",42,".",3.23484,6.85375,4.22657
"chr1",16666296,16667471,"YAF_3_peak_518",46,".",3.30562,7.3036,4.61809
"chr1",16672747,16673505,"YAF_3_peak_519",48,".",3.06451,7.48285,4.8809
"chr1",16796268,16798256,"YAF_3_peak_533",78,".",3.57079,10.9176,7.87817
"chr1",16896295,16897332,"YAF_3_peak_536",57,".",3.91661,8.49798,5.73715
"chr1",17059575,17060111,"YAF_3_peak_543",46,".",3.52656,7.3209,4.61404
"chr1",17089648,17090175,"YAF_3_peak_545",65,".",3.77474,9.51558,6.56124
"chr1",17198761,17199308,"YAF_3_peak_553",46,".",3.08853,7.31575,4.65835
"chr1",17287039,17287854,"YAF_3_peak_560",119,".",4.47625,15.1507,11.9236
"chr1",17545264,17545827,"YAF_3_peak_568",75,".",3.89904,10.6145,7.56718
"chr1",17768354,17769328,"YAF_3_peak_576",44,".",3.14551,7.11025,4.47847
"chr1",17814450,17814952,"YAF_3_peak_579",47,".",3.84164,7.44543,4.74567
"chr1",18493476,18494084,"YAF_3_peak_588",22,".",3.06806,4.38904,2.28016
"chr1",18618464,18619018,"YAF_3_peak_593",38,".",3.64602,6.31424,3.80165
"chr1",19045387,19046869,"YAF_3_peak_611",41,".",3.07712,6.70989,4.14839
"chr1",19192472,19193410,"YAF_3_peak_613",19,".",3.18865,3.89937,1.92121
"chr1",19210532,19211261,"YAF_3_peak_614",32,".",3.76392,5.69358,3.29957
"chr1",19310976,19311589,"YAF_3_peak_617",61,".",3.85716,9.03525,6.18733
"chr1",19429857,19430984,"YAF_3_peak_618",30,".",3.37378,5.36743,3.04628
"chr1",19525194,19526562,"YAF_3_peak_624",24,".",3.1584,4.54113,2.40453
"chr1",19682384,19682990,"YAF_3_peak_630",53,".",3.63333,8.10658,5.38658
"chr1",19704448,19704964,"YAF_3_peak_631",45,".",3.77544,7.25603,4.57537
"chr1",19800967,19801789,"YAF_3_peak_635",66,".",3.87713,9.63417,6.64692
"chr1",19860683,19861863,"YAF_3_peak_637",28,".",3.36113,5.16819,2.8872
"chr1",19892388,19894591,"YAF_3_peak_639",29,".",3.16826,5.18659,2.93728
"chr1",20380340,20380862,"YAF_3_peak_649",58,".",3.33007,8.76444,5.87237
"chr1",20390641,20391453,"YAF_3_peak_650",40,".",3.63311,6.71077,4.08517
"chr1",20411060,20412393,"YAF_3_peak_651",45,".",3.50407,7.25767,4.56363
"chr1",20426640,20427232,"YAF_3_peak_652",31,".",3.27772,5.47937,3.15289
"chr1",20639664,20640257,"YAF_3_peak_660",32,".",3.05529,5.69321,3.29962
"chr1",20787551,20788269,"YAF_3_peak_664",29,".",3.26072,5.28723,2.96417
"chr1",20820708,20821690,"YAF_3_peak_665",24,".",3.40107,4.58469,2.41513
"chr1",20847203,20848243,"YAF_3_peak_667",30,".",3.5044,5.35301,3.02055
"chr1",20945595,20946345,"YAF_3_peak_668",19,".",3.3013,3.92631,1.93917
"chr1",21035265,21036408,"YAF_3_peak_669",26,".",3.38646,4.85981,2.65835
"chr1",21149714,21150255,"YAF_3_peak_671",29,".",3.4265,5.21364,2.94135
"chr1",21184142,21184701,"YAF_3_peak_674",31,".",3.44029,5.48395,3.14011
"chr1",21322895,21324674,"YAF_3_peak_680",69,".",3.28577,9.81349,6.94669
"chr1",21349981,21350722,"YAF_3_peak_681",35,".",3.12778,5.9374,3.51682
"chr1",21362048,21362762,"YAF_3_peak_682",19,".",3.04535,3.97039,1.96908
"chr1",21398334,21399293,"YAF_3_peak_686",26,".",3.1271,4.91526,2.67385
"chr1",21411194,21412141,"YAF_3_peak_687",28,".",3.0917,5.1738,2.87572
"chr1",21702873,21703878,"YAF_3_peak_699",34,".",3.75808,5.75976,3.41263
"chr1",21783671,21784574,"YAF_3_peak_701",22,".",3.19486,4.38886,2.28266
"chr1",21963731,21964384,"YAF_3_peak_707",34,".",3.07837,5.83894,3.41731
"chr1",22024943,22026186,"YAF_3_peak_710",34,".",3.37923,5.91138,3.45922
"chr1",22197543,22198509,"YAF_3_peak_713",29,".",3.23606,5.29226,2.95852
"chr1",22489270,22490164,"YAF_3_peak_722",17,".",3.07053,3.71324,1.77867
"chr1",22831407,22832546,"YAF_3_peak_736",44,".",3.02282,7.10461,4.46647
"chr1",22861991,22862531,"YAF_3_peak_737",33,".",3.02841,5.69361,3.30075
"chr1",22902778,22903363,"YAF_3_peak_741",33,".",3.2706,5.7688,3.33904
"chr1",23019075,23021451,"YAF_3_peak_745",38,".",3.71509,6.28884,3.80931
"chr1",23100018,23100601,"YAF_3_peak_747",74,".",3.75637,10.4852,7.4863
"chr1",23126075,23127111,"YAF_3_peak_748",22,".",3.16611,4.30382,2.20826
"chr1",23194041,23194850,"YAF_3_peak_751",27,".",3.06133,4.9467,2.71239
"chr1",23344516,23345286,"YAF_3_peak_754",21,".",3.25425,4.17352,2.11332
"chr1",23393477,23394764,"YAF_3_peak_756",48,".",3.52122,7.5245,4.82302
"chr1",23475086,23475596,"YAF_3_peak_761",87,".",4.35969,11.9713,8.76833
"chr1",23576810,23577630,"YAF_3_peak_765",24,".",3.08073,4.66469,2.49315
"chr1",23635043,23635585,"YAF_3_peak_767",46,".",3.52976,7.17123,4.60781
"chr1",23710683,23711276,"YAF_3_peak_768",45,".",3.57968,7.16827,4.59526
"chr1",23744564,23745182,"YAF_3_peak_769",32,".",3.23201,5.59191,3.20752
"chr1",23951405,23951912,"YAF_3_peak_777",20,".",3.07538,4.14376,2.09123
"chr1",24009456,24010092,"YAF_3_peak_779",41,".",3.68815,6.7171,4.15578
"chr1",24022590,24023372,"YAF_3_peak_780",24,".",3.28361,4.60825,2.46697
"chr1",24236438,24237151,"YAF_3_peak_788",34,".",3.16886,5.86897,3.46387
"chr1",24265472,24267115,"YAF_3_peak_790",37,".",3.11267,6.18504,3.73271
"chr1",24289647,24290342,"YAF_3_peak_792",77,".",3.76802,10.7614,7.70339
"chr1",24309747,24310375,"YAF_3_peak_793",65,".",3.66167,9.5652,6.53225
"chr1",24362903,24363472,"YAF_3_peak_796",62,".",3.31987,9.11784,6.2156
"chr1",24540349,24541443,"YAF_3_peak_805",25,".",3.1556,4.82402,2.59924
"chr1",24559213,24559794,"YAF_3_peak_807",44,".",3.40723,7.08059,4.46392
"chr1",24619278,24619818,"YAF_3_peak_809",47,".",4.11441,7.4865,4.73948
"chr1",24631149,24631802,"YAF_3_peak_810",17,".",3.0053,3.725,1.79389
"chr1",24683507,24684110,"YAF_3_peak_812",40,".",3.84432,6.62205,4.06291
"chr1",24695742,24696424,"YAF_3_peak_813",23,".",3.01177,4.5152,2.36354
"chr1",24705380,24706085,"YAF_3_peak_814",59,".",3.95262,8.66041,5.93692
"chr1",24724665,24725623,"YAF_3_peak_815",31,".",3.27659,5.55791,3.19407
"chr1",24887530,24889605,"YAF_3_peak_817",28,".",3.26196,5.11917,2.84932
"chr1",24897906,24898578,"YAF_3_peak_818",28,".",3.08088,5.13848,2.86793
"chr1",25148546,25149140,"YAF_3_peak_826",53,".",3.93562,8.16699,5.33692
"chr1",25167191,25168765,"YAF_3_peak_827",70,".",4.12973,10.0551,7.07534
"chr1",25217840,25219478,"YAF_3_peak_829",22,".",3.13286,4.37043,2.26246
"chr1",25239801,25241156,"YAF_3_peak_830",26,".",3.33758,4.87012,2.66423
"chr1",25343674,25344183,"YAF_3_peak_836",42,".",4.41611,6.77884,4.21571
"chr1",25683285,25684087,"YAF_3_peak_850",47,".",3.36079,7.38903,4.74192
"chr1",25804216,25804884,"YAF_3_peak_857",38,".",3.09796,6.29066,3.8278
"chr1",25858373,25858930,"YAF_3_peak_859",24,".",3.06511,4.64127,2.44309
"chr1",26072253,26072978,"YAF_3_peak_868",43,".",3.1261,6.8812,4.32373
"chr1",26331374,26331942,"YAF_3_peak_880",30,".",3.14214,5.37135,3.03222
"chr1",26378212,26378793,"YAF_3_peak_883",64,".",4.12762,9.4419,6.45406
"chr1",26450571,26451147,"YAF_3_peak_887",19,".",3.14404,3.97922,1.96934
"chr1",26524289,26525071,"YAF_3_peak_889",33,".",3.40507,5.75248,3.36947
"chr1",26530427,26531564,"YAF_3_peak_890",40,".",3.37472,6.58067,4.0306
"chr1",26676626,26677983,"YAF_3_peak_893",27,".",3.30426,5.07356,2.79778
"chr1",26697879,26698524,"YAF_3_peak_895",77,".",4.70169,10.716,7.74346
"chr1",26723095,26723920,"YAF_3_peak_897",34,".",3.09448,5.90379,3.45018
"chr1",26743344,26744584,"YAF_3_peak_898",47,".",3.96378,7.4104,4.75689
"chr1",26771348,26773029,"YAF_3_peak_899",53,".",3.55397,8.09976,5.37707
"chr1",26799564,26800429,"YAF_3_peak_900",36,".",3.58171,6.12084,3.61796
"chr1",26921353,26923298,"YAF_3_peak_902",19,".",3.06575,3.97479,1.98105
"chr1",27111984,27112594,"YAF_3_peak_910",65,".",4.21183,9.58738,6.55023
"chr1",27235415,27235918,"YAF_3_peak_916",28,".",3.41527,5.15746,2.87989
"chr1",27332746,27333495,"YAF_3_peak_919",25,".",3.06319,4.72793,2.51198
"chr1",27418392,27419215,"YAF_3_peak_923",41,".",3.84259,6.65333,4.10378
"chr1",27475068,27476321,"YAF_3_peak_924",17,".",3.11473,3.70711,1.78144
"chr1",27490332,27490834,"YAF_3_peak_925",31,".",3.42929,5.57659,3.17798
"chr1",27542393,27542948,"YAF_3_peak_928",51,".",3.16687,7.96232,5.1439
"chr1",27557408,27558343,"YAF_3_peak_929",62,".",3.73696,8.97102,6.23955
"chr1",27563885,27564806,"YAF_3_peak_930",40,".",3.17921,6.64402,4.08542
"chr1",27655382,27656419,"YAF_3_peak_936",31,".",3.08814,5.5262,3.1529
"chr1",27658703,27659489,"YAF_3_peak_937",34,".",3.01572,5.88833,3.45465
"chr1",27713780,27714302,"YAF_3_peak_941",25,".",3.30396,4.79726,2.57024
"chr1",27773276,27773927,"YAF_3_peak_943",17,".",3.00551,3.63999,1.73504
"chr1",27914649,27915159,"YAF_3_peak_947",54,".",4.27176,8.22596,5.41986
"chr1",27934990,27936221,"YAF_3_peak_948",28,".",3.09056,5.10118,2.8539
"chr1",27979876,27980864,"YAF_3_peak_951",22,".",3.18548,4.28698,2.22954
"chr1",27996009,27997768,"YAF_3_peak_952",20,".",3.17597,4.04467,2.0337
"chr1",28065922,28067128,"YAF_3_peak_953",17,".",3.04496,3.67103,1.75653
"chr1",28078829,28080257,"YAF_3_peak_954",23,".",3.37039,4.45679,2.32313
"chr1",28088169,28088678,"YAF_3_peak_955",23,".",3.03268,4.43413,2.34259
"chr1",28090730,28091617,"YAF_3_peak_956",37,".",3.54494,6.27685,3.7702
"chr1",28110695,28111234,"YAF_3_peak_957",24,".",3.12019,4.59722,2.43673
"chr1",28112886,28113449,"YAF_3_peak_958",28,".",3.27638,5.09815,2.83619
"chr1",28230132,28230910,"YAF_3_peak_965",19,".",3.38342,3.94327,1.9572
"chr1",28236566,28237285,"YAF_3_peak_966",26,".",3.34998,4.85051,2.6271
"chr1",28248294,28249364,"YAF_3_peak_967",31,".",3.41581,5.43002,3.10032
"chr1",28369403,28370439,"YAF_3_peak_969",29,".",3.47121,5.22979,2.92061
"chr1",28391853,28392545,"YAF_3_peak_970",33,".",3.79463,5.76312,3.35725
"chr1",28437254,28438375,"YAF_3_peak_972",26,".",3.37032,4.93793,2.69283
"chr1",28510782,28511314,"YAF_3_peak_973",27,".",3.41084,4.99754,2.74448
"chr1",28636187,28636910,"YAF_3_peak_978",20,".",3.18878,4.1438,2.09948
"chr1",28648241,28649249,"YAF_3_peak_980",19,".",3.01574,3.89371,1.91944
"chr1",28669385,28669947,"YAF_3_peak_981",24,".",3.44752,4.64354,2.47525
"chr1",28720334,28721031,"YAF_3_peak_982",21,".",3.2042,4.27965,2.18349
"chr1",28755917,28756870,"YAF_3_peak_983",22,".",3.25708,4.336,2.23283
"chr1",28865902,28866496,"YAF_3_peak_987",42,".",3.16183,6.82318,4.24507
"chr1",28914227,28915306,"YAF_3_peak_988",32,".",3.21268,5.62347,3.22831
"chr1",28935050,28935690,"YAF_3_peak_989",16,".",3.03357,3.46144,1.60745
"chr1",28971959,28972882,"YAF_3_peak_991",26,".",3.38494,4.82133,2.65132
"chr1",29165636,29166685,"YAF_3_peak_995",18,".",3.12471,3.8099,1.85729
"chr1",29197220,29197947,"YAF_3_peak_996",29,".",3.06209,5.33178,2.99429
"chr1",29271760,29272265,"YAF_3_peak_1000",40,".",3.60559,6.54472,4.00795
"chr1",29398372,29398882,"YAF_3_peak_1006",27,".",3.10566,5.00764,2.74382
"chr1",29590713,29591330,"YAF_3_peak_1012",43,".",3.32084,6.98887,4.38164
"chr1",29601259,29602027,"YAF_3_peak_1013",25,".",3.21164,4.75488,2.54693
"chr1",29766876,29767920,"YAF_3_peak_1025",21,".",3.11892,4.27963,2.1891
"chr1",29811971,29812762,"YAF_3_peak_1027",26,".",3.06121,4.86027,2.63842
"chr1",29983672,29984754,"YAF_3_peak_1032",20,".",3.32263,4.03205,2.0192
