"seqnames","start","end","width","strand","Conc","Conc_GFP","Conc_YAF","Fold","p.value","FDR"
"4",53475625,53477086,1462,"*",7.23804942650376,6.04841810598782,7.88106063478797,-1.71325127375335,5.4526336350619e-12,1.13277086840725e-09
"11",86725826,86727523,1698,"*",6.1060901119349,4.35778421010141,6.87361686841793,-2.22681283703312,5.52901780185419e-12,1.13715309130735e-09
"8",126533981,126535107,1127,"*",5.72912619833369,3.54574678968213,6.56087420954905,-2.55497092169671,6.10829574408508e-12,1.24385463929305e-09
"3",190585701,190587244,1544,"*",6.92218954818636,5.69492267014595,7.57559278868924,-1.74804142456623,6.49921926875098e-12,1.31048473235688e-09
"7",50446194,50446947,754,"*",5.52742408381751,2.87268846966602,6.40807202118388,-2.84751276755292,6.64099624996731e-12,1.3260715521658e-09
"8",100499246,100500011,766,"*",6.64065492696554,5.26258349355323,7.332427804699,-1.89808551613033,6.8472341689038e-12,1.35410639569081e-09
"2",164014052,164016085,2034,"*",6.0230110473873,4.17258345383224,6.80767401937396,-2.29807417247288,7.88349389035111e-12,1.5441887508843e-09
"11",27932932,27935079,2148,"*",6.15063700661528,4.4749952771328,6.90507402668445,-2.16425270236343,8.1289900165786e-12,1.57725412897143e-09
"6",11231829,11233453,1625,"*",7.33678253912109,6.16945574269237,7.97346925518902,-1.69069231175222,8.41164989365551e-12,1.61684489124124e-09
"7",92809477,92810954,1478,"*",5.47733098759717,2.74561653169475,6.36442965150496,-2.87672239283925,8.67612461736968e-12,1.65095663634577e-09
"6",113018263,113019574,1312,"*",6.30406362742949,4.7535804304608,7.03403336292631,-2.04880588813083,8.74966078483437e-12,1.65095663634577e-09
"6",45625229,45626956,1728,"*",7.34315814622753,6.26537123662889,7.95314471026914,-1.58419796952242,8.84754967596411e-12,1.65425049259594e-09
"7",116652596,116653906,1311,"*",6.20365557404137,4.56921305771213,6.95031674115025,-2.12441427445968,9.383691248194e-12,1.72603437057013e-09
"2",226114429,226115732,1304,"*",5.98878976639072,4.13905561222323,6.77334108075191,-2.31842475200734,9.48090526878787e-12,1.72603437057013e-09
"5",153551602,153553631,2030,"*",6.23132432202412,4.60440984883668,6.97653588234769,-2.1319674272973,9.5418945773827e-12,1.72603437057013e-09
"5",28542061,28543470,1410,"*",6.05465567494332,4.29425454380209,6.82428687352932,-2.23898121071435,9.5671667353039e-12,1.72603437057013e-09
"2",54983531,54984740,1210,"*",5.42324241333192,2.38016333121779,6.33295972207209,-3.03765867913267,9.70618121872133e-12,1.73588720978645e-09
"7",116316895,116317821,927,"*",5.94169496000876,4.04449475112214,6.73374745972402,-2.35495450592671,9.86032875202333e-12,1.74825328830055e-09
"3",172152436,172153972,1537,"*",7.1381128929809,6.00886006515012,7.76370843315537,-1.63606548599102,1.02188222389592e-11,1.79632920503141e-09
"8",93837048,93838672,1625,"*",6.50412906737631,5.00007955829531,7.22435289655912,-2.0267866576158,1.06763260507323e-11,1.86084743970687e-09
"1",119986636,119987701,1066,"*",6.38744743887818,4.88724005886398,7.10684769650879,-1.99961008491967,1.08831732940209e-11,1.88095987511031e-09
"1",78831759,78833636,1878,"*",6.06721373354021,4.33896233338039,6.8312052021324,-2.20969595837248,1.32906513823209e-11,2.27790689150161e-09
"9",69898129,69900907,2779,"*",6.77756846066702,5.46532933612404,7.45320792175719,-1.83744329663763,1.43954447097596e-11,2.44686868880682e-09
"4",73885590,73886460,871,"*",6.04466139031535,4.31366485713722,6.80914020451996,-2.20064326060144,1.45361725112864e-11,2.45053655770186e-09
"9",694541,695459,919,"*",7.07393844095136,5.93649999628412,7.70195052209902,-1.64914723377796,1.50797853783443e-11,2.52151175509273e-09
"4",74768874,74770449,1576,"*",6.53753758142126,5.1606540309736,7.22902737872657,-1.89320231003354,1.5268537386305e-11,2.53248393890432e-09
"8",135515542,135516685,1144,"*",6.16622611815777,4.54574678968213,6.91019134646349,-2.11128238308942,1.57996011664411e-11,2.59960317752156e-09
"15",90418707,90420989,2283,"*",6.47507824366948,4.96005741577164,7.19763920742168,-1.9968044013852,1.62117907619591e-11,2.64625317937471e-09
"15",62920111,62922333,2223,"*",6.7844996083962,5.5098158127624,7.45051467978128,-1.7960717689595,1.65592283264913e-11,2.65821447402392e-09
"6",158283615,158285704,2090,"*",6.48085504124931,5.01724389387984,7.19227556618225,-1.9832669805823,1.65893338980567e-11,2.65821447402392e-09
"15",44101971,44103249,1279,"*",7.0798218328219,5.94201374449825,7.70794262101584,-1.65065846040748,1.66728092161757e-11,2.65821447402392e-09
"6",45327681,45328551,871,"*",6.1698670993905,4.46532933612404,6.92960284996003,-2.18994251181468,1.74366128961813e-11,2.75738818398612e-09
"1",10073691,10075781,2091,"*",7.12269738821903,6.01410457527831,7.74211402119027,-1.61291151267919,1.75943928285686e-11,2.75738818398612e-09
"8",97089732,97091357,1626,"*",7.1635274663346,5.99549036860354,7.8004175318127,-1.68727810080008,1.78611806785314e-11,2.75738818398612e-09
"3",170809052,170810625,1574,"*",7.10937459059303,5.97949309087223,7.73515635637267,-1.64182720510624,1.79507640060878e-11,2.75738818398612e-09
"17",71251280,71251956,677,"*",5.85652287415523,3.88724005886398,6.65943574672146,-2.37884508763665,1.7965187759719e-11,2.75738818398612e-09
"20",37293561,37296251,2691,"*",7.10445030387125,5.98626796124728,7.72674923007915,-1.62216933785171,1.89156583633677e-11,2.8817655226621e-09
"6",69917654,69919147,1494,"*",5.9942361845062,4.19122406608496,6.77111868990268,-2.25682736490777,2.03309234673987e-11,3.07460369819109e-09
"7",22563773,22565873,2101,"*",8.09406776291569,7.17250631982267,8.6519068659543,-1.40496657584478,2.22799408399784e-11,3.34475579018857e-09
"1",8396871,8398307,1437,"*",6.34329678473354,4.83762095185582,7.06386841978776,-1.9993304130344,2.66726946953777e-11,3.97519791159299e-09
"7",148771585,148773566,1982,"*",7.41477416400664,6.30127830839136,8.03566760119764,-1.62297456919693,2.71689832787451e-11,4.02003222369748e-09
"1",57410546,57411976,1431,"*",7.19396432288843,6.07759875784743,7.81571909729005,-1.62856047607048,2.7569995541162e-11,4.05022927353628e-09
"11",35214541,35215266,726,"*",6.40509222434573,4.88990767906671,7.12768790058137,-2.02576202635787,2.86978513154327e-11,4.13156578826896e-09
"8",94436493,94437641,1149,"*",5.74371579897898,3.73294952734866,6.55260222202308,-2.40716329899983,2.87046022225571e-11,4.13156578826896e-09
"2",68907560,68908974,1415,"*",6.72828664011689,5.47980407022745,7.3873977012749,-1.75431087080057,2.87866817496114e-11,4.13156578826896e-09
"4",21743949,21744760,812,"*",5.74822058661314,3.74561653169475,6.55594713311474,-2.40615642265806,2.89271878986109e-11,4.13156578826896e-09
"2",37711155,37712080,926,"*",6.18764010096796,4.61319016543694,6.92249395843996,-2.06441263980315,2.91404368975586e-11,4.13331976325578e-09
"1",182955459,182956630,1172,"*",7.1937074693279,6.01340698914466,7.83408815859278,-1.6913787160389,2.98212499278718e-11,4.19282197126909e-09
"7",18457979,18460047,2069,"*",6.19684155953352,4.62694833294155,6.93077431814853,-2.06632807679529,2.9967658373927e-11,4.19282197126909e-09
"7",24826082,24827438,1357,"*",6.90440807955348,5.69492267014595,7.55294454858991,-1.72123909707653,3.20854619376182e-11,4.45879524102023e-09
"1",115545314,115546577,1264,"*",7.83510403679482,6.91871397568782,8.39108396134588,-1.399279054222,3.23699119147976e-11,4.46813408289692e-09
"9",108549350,108552908,3559,"*",7.78937301980204,6.87528352982337,8.34452294190547,-1.39519845878286,3.46981858143181e-11,4.73455765517496e-09
"6",121838559,121839194,636,"*",5.93981574213905,4.1099601694248,6.72113954643901,-2.2744578052069,3.47604514966412e-11,4.73455765517496e-09
"20",58523762,58525367,1606,"*",7.01275225407441,5.86554812465921,7.64362422671425,-1.64908403186244,3.51357305825885e-11,4.75418796639537e-09
"1",163163935,163165220,1286,"*",6.25400324161214,4.73294952734866,6.97784019196947,-2.0122296805005,3.76515690514735e-11,5.06130601752717e-09
"8",124271546,124272795,1250,"*",6.94472585495565,5.77227201955118,7.58287748614182,-1.68248438650071,3.81807937635464e-11,5.09911938529129e-09
"8",40643053,40644834,1782,"*",5.52815205639189,3.0974992293121,6.38773882553427,-2.68764825329944,3.86392619246692e-11,5.1270561290624e-09
"1",162690054,162692269,2216,"*",7.28671475147237,6.21479813257199,7.8948742757439,-1.57579304807445,3.89336644952429e-11,5.13300434406192e-09
"17",13560965,13563684,2720,"*",7.81105654663347,6.87162917059663,8.37524952573317,-1.42730746598872,3.966771428353e-11,5.19647057114242e-09
"1",206589110,206591288,2179,"*",7.3314972125355,6.2757434713779,7.9345755522374,-1.55968210430848,3.99300699896074e-11,5.19773259162188e-09
"8",98725852,98726834,983,"*",5.94084506544287,4.10734746295491,6.72276406919253,-2.29078882509431,4.25232070436802e-11,5.50047043564384e-09
"3",189980906,189982566,1661,"*",6.70563721781054,5.46353966715451,7.3630416561428,-1.74610750023675,4.29249106164507e-11,5.50101048943414e-09
"21",15209218,15210649,1432,"*",6.20264135248499,4.64914011921745,6.93323151707521,-2.04512449275988,4.30623177322359e-11,5.50101048943414e-09
"7",134669547,134670384,838,"*",6.69342315253205,5.43931349179333,7.35403034299207,-1.75555077663672,4.48674787482627e-11,5.69623108281184e-09
"1",214296754,214297781,1028,"*",5.58876514961422,3.29655002502026,6.43342252088966,-2.57741125903561,4.56666775304773e-11,5.76212611514924e-09
"7",92730533,92731541,1009,"*",6.10064019168639,4.48258212586096,6.84413475868665,-2.09989411190046,4.61258025381644e-11,5.78456939513675e-09
"1",119673778,119674483,706,"*",6.8920692643975,5.66256125856859,7.54608049948042,-1.74231508391354,4.64282413386473e-11,5.78720993704217e-09
"7",66307621,66308761,1141,"*",6.81999971253556,5.61664202721444,7.46684123264984,-1.71284062873938,4.77387858134952e-11,5.91472052907323e-09
"2",63875342,63876398,1057,"*",6.179166779304,4.57820954344848,6.91931015059322,-2.06677141529126,4.93099425359214e-11,6.07279992895985e-09
"15",83732815,83734623,1809,"*",6.6540365762938,5.39658400452017,7.31552908882481,-1.76315959080475,4.97447207451104e-11,6.08987899740884e-09
"15",39403700,39405271,1572,"*",6.27493020816831,4.77227201955118,6.99485611131905,-1.99874776946345,5.14601305350403e-11,6.26260653677026e-09
"8",137148440,137150287,1848,"*",6.85445000201682,5.67762099283207,7.49384644304417,-1.6836018249717,5.29850312858835e-11,6.40738422775621e-09
"1",85450994,85451778,785,"*",6.37591318667443,4.95715834421822,7.07720939470726,-1.91876813590023,5.32728498539559e-11,6.40738422775621e-09
"11",35030791,35032395,1605,"*",6.25445546889112,4.70382199007322,6.98445613542768,-2.04936822014559,5.4311310412257e-11,6.49430651888889e-09
"1",172351835,172353150,1316,"*",5.69492202419672,3.64734266181543,6.50894769245118,-2.43727318572008,5.54192292995639e-11,6.58848143933023e-09
"11",27926436,27927505,1070,"*",5.58839663847619,3.34729720144603,6.42712653442404,-2.56111862915086,5.59358788331576e-11,6.61168517219283e-09
"15",59350025,59350725,701,"*",6.56511691856055,5.25817002225379,7.23941908978499,-1.81068383993184,5.66371957171804e-11,6.65632688180143e-09
"5",93078370,93079391,1022,"*",6.18089563787501,4.64914011921745,6.90698024217189,-2.02209186209562,5.90306836030508e-11,6.89820494127242e-09
"9",125520885,125523898,3014,"*",7.17134914263002,6.05995777785396,7.79160950372109,-1.6143920833304,5.94513824094183e-11,6.90811628256783e-09
"17",66507662,66509585,1924,"*",7.04949993407925,5.95170228250256,7.66564191545522,-1.59604133049556,6.07602882883965e-11,7.02054409678344e-09
"1",39204254,39206197,1944,"*",6.9968331597843,5.83228850150105,7.63272214682262,-1.67663414644515,6.27936216380695e-11,7.21495204597864e-09
"10",63553256,63555056,1801,"*",6.3473571553926,4.89142711053212,7.05707125519825,-1.95434047536944,6.68035217130827e-11,7.63304461707207e-09
"6",163983757,163986633,2877,"*",7.30448754959028,6.2324531633121,7.91268382310792,-1.56864170912467,7.01533775101378e-11,7.96078961369741e-09
"11",130103037,130104614,1578,"*",6.97635339015726,5.79377713726968,7.61737767028993,-1.69600286798715,7.04460402437365e-11,7.96078961369741e-09
"3",188593662,188594387,726,"*",6.13413880981279,4.57632144568602,6.86561354388427,-2.03931997653563,7.11848830630049e-11,8.00032508173127e-09
"10",76382022,76383663,1642,"*",6.55652820546694,5.25256115788662,7.2300746910934,-1.8128481852453,7.28067966665137e-11,8.13813797304449e-09
"20",11207743,11208979,1237,"*",6.64633665772905,5.22659463370301,7.34785986026292,-1.93464743878087,7.32612375305283e-11,8.14466957994798e-09
"5",93189438,93190133,696,"*",5.82989505555,3.9816345551473,6.61420887512125,-2.26241477160627,7.75712493153341e-11,8.57746174552945e-09
"1",153881017,153882752,1736,"*",6.73908692076292,5.52189250930947,7.3897427218639,-1.72555668736843,7.90860152408516e-11,8.66308165963491e-09
"8",66123818,66125405,1588,"*",7.26095571358171,6.23694588915343,7.85383350715786,-1.51633000534995,7.91879881368874e-11,8.66308165963491e-09
"1",65991801,65993291,1491,"*",5.60691298752985,3.43645077204163,6.43705512378004,-2.48302058526282,8.38556180893992e-11,9.09915702330619e-09
"1",109933708,109935013,1306,"*",7.89744751392756,7.01706773352657,8.44022616548581,-1.34926401240082,8.40589213024834e-11,9.09915702330619e-09
"5",31361217,31362289,1073,"*",6.15856581755025,4.62008564961089,6.88605249030692,-2.02607718328358,8.55314378349081e-11,9.21007896309192e-09
"9",14237577,14238959,1383,"*",6.56982654414313,5.29540274095547,7.23577388234493,-1.77440754851771,9.0540697921341e-11,9.69870069868865e-09
"9",2559409,2560747,1339,"*",7.53491785284076,6.5642174547847,8.10998007883401,-1.45994598497659,9.31143653633808e-11,9.92271063434535e-09
