"gene_id","gene_name","YAF_1","YAF_2","YAF_3","GFP_1","GFP_2","GFP_3","YAF_avg","GFP_avg","log2FC_binding","seqnames","start","end","strand"
"ENSG00000113328.19","CCNG1",14.9854202270508,1.75593171375138,6.17375002801418,0,0,0,7.63836732293878,0,6.27395730679134,"chr5",163437569,163446151,"+"
"ENSG00000232535.2","OR5H8",10.7038849166461,1.36572503617832,10.8040770530701,0,0,0,7.62456233529818,0,6.27138128879988,"chr3",98306752,98312843,"+"
"ENSG00000118557.16","PMFBP1",22.0618498325348,0,0.771719992160797,0,0,0,7.6111899415652,0,6.26888159968803,"chr16",72112157,72176878,"-"
"ENSG00000147255.19","IGSF1",15.8179497718811,4.64346799850464,2.34731501340866,0,0,0,7.60291092793147,0,6.26733183779631,"chrX",131273506,131578899,"-"
"ENSG00000147256.12","ARHGAP36",15.8179497718811,4.64346799850464,2.34731501340866,0,0,0,7.60291092793147,0,6.26733183779631,"chrX",131058346,131089885,"+"
"ENSG00000225003.1","OR51A5P",10.1012897491455,2.04858756065369,10.5146688967943,0,0,0,7.55484873553117,0,6.25830196436224,"chr11",4972943,4973884,"-"
"ENSG00000252017.1","RNU6-1194P",15.8179497718811,4.25976083534105,2.55886096075961,0,0,0,7.54552385599392,0,6.25654345043711,"chr3",282689,282792,"-"
"ENSG00000224295.3","OLFM5P",14.9854249954224,0.853578519076109,6.58533401489258,0,0,0,7.47477917646368,0,6.2431319259595,"chr11",5518441,5524955,"-"
"ENSG00000101336.18","HCK",13.3203599452972,0,8.89315005711147,0,0,0,7.40450333413624,0,6.22968468890665,"chr20",32052197,32101856,"+"
"ENSG00000239883.10","PARGP1",19.9805544444493,0.910481508821249,1.2394290024584,0,0,0,7.37682165190965,0,6.22435321506723,"chr10",45888165,45972154,"-"
"ENSG00000255815.3","KRT8P11",18.3155002593994,1.36572578549385,1.54343998432159,0,0,0,7.07488867640495,0,6.16488454239075,"chr9",99305176,99306611,"+"
"ENSG00000140937.14","CDH11",20.4562771660941,0,0.514479994773865,0,0,0,6.99025238695599,0,6.14776507791338,"chr16",64943753,65126112,"-"
"ENSG00000234788.1","HSPA8P3",14.9492150933846,3.88581297865936,1.54343998432159,0,0,0,6.79282268545519,0,6.1070229980454,"chr10",26714622,26715832,"+"
"ENSG00000253461.1","IGKV1-35",4.99513757228851,3.39155004024506,11.8330219268799,0,0,0,6.73990317980448,0,6.09590399850664,"chr2",89286689,89286973,"-"
"ENSG00000222740.1","RNA5SP328",6.66018009185791,10.3187965816922,3.08687827984492,0,0,0,6.68861831779833,0,6.0850460686359,"chr10",126145474,126145582,"-"
"ENSG00000286678.1","ENSG00000286678",14.8466466267904,0.796671343346437,4.11584004759789,0,0,0,6.58638600591156,0,6.06315473921441,"chr12",107219764,107223576,"-"
"ENSG00000148154.10","UGCG",17.4829813420773,0.780412869794028,1.28620000680288,0,0,0,6.51653140622472,0,6.04800320399408,"chr9",111896814,111935369,"+"
"ENSG00000133020.4","MYH8",1.52629500627518,15.7627410888672,1.80067998170853,0,0,0,6.36323869228363,0,6.01418536730394,"chr17",10390322,10421950,"-"
"ENSG00000284734.1","ENSG00000284734",10.1012897491455,6.63352145467486,2.31516000628471,0,0,0,6.34999040336836,0,6.01122510890803,"chr1",89198714,89207040,"+"
"ENSG00000200090.1","Y_RNA",0,6.82862056791782,11.9873732884725,0,0,0,6.27199795213011,0,5.99367389808891,"chr11",47726894,47726992,"-"
"ENSG00000074657.14","ZNF532",10.6377924018436,5.17319319194013,2.86638855934143,0,0,0,6.22579138437506,0,5.9831740734916,"chr18",58862600,58986480,"+"
"ENSG00000153790.12","C7orf31",9.99029517173767,1.97271560298072,6.55961318810781,0,0,0,6.17420798760873,0,5.97136144965354,"chr7",25134692,25180356,"-"
"ENSG00000235847.2","LDHAP7",57.9991016387939,0.682861261069775,2.62384798526764,0,0.689180254936218,0,20.4352702950438,0.229726751645406,5.96068918505358,"chr2",84777259,84778223,"-"
"ENSG00000252457.1","RNU7-65P",9.15774617195129,5.87261468569438,3.15119002759457,0,0,0,6.06051696174675,0,5.94497951510213,"chr6",49344800,49344861,"-"
"ENSG00000255469.1","BOLA3P1",13.1122348308563,4.97920495271683,0,0,0,0,6.03047992785772,0,5.93792811536746,"chr11",102880492,102880846,"+"
"ENSG00000277118.1","Metazoa_SRP",13.1353613005744,2.35897868058898,2.40090668201447,0,0,0,5.96508222105929,0,5.92245529820684,"chr3",186076306,186076591,"-"
"ENSG00000211887.2","TRAJ2",0,8.19434833526611,9.26061646143595,0,0,0,5.81832159890069,0,5.88711618894083,"chr14",22544071,22544136,"+"
"ENSG00000276771.1","ENSG00000276771",13.3203857421875,2.26710232913494,1.80068001151085,0,0,0,5.7960560276111,0,5.88167832867798,"chr7",27098900,27099114,"+"
"ENSG00000119973.6","PRLHR",11.1002998352051,0,6.17374992370605,0,0,0,5.75801658630371,0,5.87234037293636,"chr10",118589997,118595648,"-"
"ENSG00000244289.1","RPS3AP35",15.8179497718811,0.682861151439803,0.771719992160797,0,0,0,5.75751030516057,0,5.87221568212191,"chr8",12628476,12629256,"-"
"ENSG00000237440.9","ZNF737",32.7181495666504,1.36572531362375,2.24500318007036,0,0,0.326279997825623,12.1096260201148,0.108759999275208,5.87002989907892,"chr19",20535825,20565809,"-"
"ENSG00000232626.3","ENSG00000232626",6.42231999124799,5.29218417406082,5.51228567532131,0,0,0,5.74226328021004,0,5.86845546922952,"chr1",202438396,202439957,"+"
"ENSG00000252651.1","RNU6-557P",0.83252377808094,0.682861261069775,15.569779571734,0,0,0,5.6950548702949,0,5.85675041629643,"chr3",73092148,73092257,"-"
"ENSG00000255498.1","ENSG00000255498",6.24390983581543,1.5022986382246,9.29279118776321,0,0,0,5.67966655393441,0,5.85291435666836,"chr11",45905941,45906461,"-"
"ENSG00000100243.22","CYB5R3",8.42928503453732,6.87414898872376,1.54343998432159,0,0,0,5.61562466919422,0,5.83683927624921,"chr22",42615730,42720870,"-"
"ENSG00000238199.1","UBE2V2P3",15.1935429573059,1.55540751665831,0,0,0,0,5.5829834913214,0,5.82857661935221,"chr1",11278616,11279351,"-"
"ENSG00000289927.1","ENSG00000289927",87.3108386993408,7.01830824216207,0,0,1.37836003303528,0,31.443048980501,0.459453344345093,5.81716048633639,"chr21",38229926,38235564,"+"
"ENSG00000230897.1","RPS18P12",0,4.55241555637783,12.0388161182404,0,0,0,5.53041055820606,0,5.81516821944728,"chr17",14705076,14705534,"-"
"ENSG00000222741.1","RNA5SP229",4.16261252760887,9.76699170199308,2.60455371439457,0,0,0,5.51138598133217,0,5.81028524743902,"chr7",33177740,33177838,"+"
"ENSG00000249454.1","GZMAP1",3.05258502562841,5.27666551416571,8.14592207802666,0,0,0,5.49172420594026,0,5.80522130099871,"chr5",55073015,55096553,"+"
"ENSG00000188112.10","C6orf132",13.3203599452972,2.26281825935139,0.771719992160797,0,0,0,5.45163273226981,0,5.79484022460849,"chr6",42092233,42142620,"-"
"ENSG00000196085.5","SMIM7P1",9.99025985172817,4.65674310488005,1.54343998432159,0,0,0,5.39681431364327,0,5.78052383980593,"chr2",35219377,35219604,"-"
"ENSG00000197838.5","CYP2A13",9.43524277210236,2.50382836659749,4.09011501073837,0,0,0,5.34306204981274,0,5.76634657747745,"chr19",41088451,41096195,"+"
"ENSG00000248847.2","ENSG00000248847",14.2790297161449,1.7299200296402,0,0,0,0,5.33631658192837,0,5.76455756826254,"chr4",62489495,62490218,"-"
"ENSG00000164399.5","IL3",13.3204002380371,0,2.57239997386932,0,0,0,5.29760007063548,0,5.75424618071666,"chr5",132060655,132063204,"+"
"ENSG00000206864.1","RNU6-207P",9.21323800086975,2.7716175580726,3.81798212151778,0,0,0,5.26761256015338,0,5.74620863495788,"chrX",105676071,105676177,"-"
"ENSG00000227908.5","IL6ST-DT",0.83252377808094,2.30466249585152,12.4577663966588,0,0,0,5.19831755686374,0,5.72746240971285,"chr5",55995153,56003649,"+"
"ENSG00000258144.2","LINC02406",11.6553200085958,0.845446869730949,3.08688000837962,0,0,0,5.19588229556878,0,5.72679915255246,"chr12",39087347,39145482,"-"
"ENSG00000291114.1","SIGLEC17P",14.8004218207465,0,0.771719992160797,0,0,0,5.19071393763577,0,5.7253905100034,"chr19",51167328,51173524,"+"
"ENSG00000169515.9","CCDC8",7.09186100959778,7.01247546076775,1.42471385002136,0,0,0,5.17635010679563,0,5.72146839120158,"chr19",46410329,46413564,"-"
"ENSG00000241754.2","ENSG00000241754",0,3.05662144933428,12.404688835144,0,0,0,5.15377009482611,0,5.71528116435179,"chr3",102621061,102673986,"-"
"ENSG00000270689.1","BUD13P1",8.7692454636097,4.37031879027685,2.31516001224518,0,0,0,5.15157475537724,0,5.71467819406815,"chr11",95143637,95145125,"+"
"ENSG00000256664.1","ENSG00000256664",13.4672791694894,0.983321460485458,0.995112502261212,0,0,0,5.14857104407868,0,5.71385278847938,"chr12",68841946,68842384,"+"
"ENSG00000182325.11","FBXL6",14.1528978347778,1.19500577449799,0,0,0,0,5.11596786975861,0,5.70486307751565,"chr8",144355431,144359376,"-"
"ENSG00000205436.8","EXOC3L4",7.63145990371704,1.70715836683909,5.95326287405832,0,0,0,5.09729371487148,0,5.69968868728068,"chr14",103094725,103110559,"+"
"ENSG00000233502.1","ENSG00000233502",1.66504703760147,9.05605207170759,4.35592934290568,0,0,0,5.02567615073825,0,5.67967042437847,"chr2",10083781,10086101,"+"
"ENSG00000208883.1","SNORD96B",48.7620568956648,1.36572003364563,5.40203750133514,0.789546236395836,0,0,18.5099381435485,0.263182078798612,5.67923643522163,"chrX",110224985,110225063,"-"
"ENSG00000112559.15","MDFI",0,13.3790590498183,1.54343998432159,0,0,0,4.97416634471328,0,5.66509891045776,"chr6",41636882,41654244,"+"
"ENSG00000129538.14","RNASE1",0,4.3500866095225,10.5468413829803,0,0,0,4.96564266416762,0,5.66267340628128,"chr14",20801228,20802855,"-"
"ENSG00000260793.4","ENSG00000260793",10.0659699006514,1.82096616095967,2.94656636498191,0,0,0,4.94450080886433,0,5.65663960580307,"chr17",44221369,44223710,"+"
"ENSG00000272788.1","ENSG00000272788",10.8227998018265,3.9833624958992,0,0,0,0,4.93538743257523,0,5.65403088117328,"chr18",8801656,8802305,"+"
"ENSG00000272405.1","ENSG00000272405",14.0141466458639,0,0.771719992160797,0,0,0,4.92862221267488,0,5.65209126644417,"chr1",156641666,156644887,"-"
"ENSG00000259550.2","HNRNPA1P74",64.6037710189819,2.95907008647919,3.25837333997091,0.789546236395836,0,0.326279997825623,23.6070714818107,0.371942078073819,5.65056384144017,"chr15",54320731,54321565,"-"
"ENSG00000252135.1","RNU1-155P",0,10.0478241784232,4.63032007217407,0,0,0,4.89271475019909,0,5.64175257811677,"chr1",148385829,148385963,"-"
"ENSG00000228804.5","ENSG00000228804",9.08836684376001,0.455241501331329,4.97330556975471,0,0,0,4.83897130494868,0,5.62613868167853,"chr3",187702313,187733849,"+"
"ENSG00000214281.3","HMGN2P39",5.8276549577713,5.62678618311882,2.93253499269485,0,0,0,4.79565871119499,0,5.61343108248727,"chr13",59010332,59010604,"+"
"ENSG00000245928.2","SDAD1-AS1",8.32523012161255,1.36572003364563,4.63032007217407,0,0,0,4.77375674247742,0,5.60696234037219,"chr4",75980790,76005942,"+"
"ENSG00000112541.19","PDE10A",0,12.7260837554932,1.54343998432159,0,0,0,4.75650791327159,0,5.6018474072633,"chr6",165327287,165988117,"-"
"ENSG00000211778.2","TRAV4",12.4878573417664,1.73819484358484,0,0,0,0,4.74201739511707,0,5.59753635716598,"chr14",21736152,21736982,"+"
"ENSG00000164654.16","MIOS",12.8208801269531,0.341431248933077,1.02895998954773,0,0,0,4.73042378847798,0,5.59407786173616,"chr7",7566875,7608932,"+"
"ENSG00000243568.2","ENSG00000243568",9.99025985172817,2.54024873614311,1.62467368652946,0,0,0,4.71839409146691,0,5.59048048982398,"chr15",72134641,72135436,"+"
"ENSG00000283556.1","MIR376B",1.66505002975464,3.39155037254095,9.08914560741848,0,0,0,4.71524866990469,0,5.58953839878678,"chr14",101040436,101040535,"+"
"ENSG00000144649.10","GASK1A",4.21811606884003,8.61457454241239,1.28619998693466,0,0,0,4.70629686606236,0,5.58685385570822,"chr3",42979087,43067898,"+"
"ENSG00000260689.2","HNRNPA3P11",8.88024606704712,0,5.1447966893514,0,0,0,4.67501425213284,0,5.57743313409872,"chr15",57246960,57247893,"-"
"ENSG00000260676.5","LINC01541",8.84554882347584,5.12815950723255,0,0,0,0,4.6579027769028,0,5.57225388688722,"chr18",71519962,71578956,"-"
"ENSG00000197176.7","LINC02291",4.12792805582285,4.51103093407371,5.10804566315242,0,0,0,4.58233488434966,0,5.54915621573476,"chr14",97632647,97686658,"-"
"ENSG00000273920.1","ENSG00000273920",4.99513421739851,3.27980883521113,5.40203801459736,0,0,0,4.558993689069,0,5.54194647110428,"chr15",81335577,81336119,"+"
"ENSG00000249691.1","ENSG00000249691",12.6266032457352,1.04705301523209,0,0,0,0,4.55788542032242,0,5.54160324590764,"chr3",134510531,134511413,"-"
"ENSG00000290011.1","ENSG00000290011",7.49270510673523,5.96872335010105,0,0,0,0,4.48714281894543,0,5.51952392076739,"chr6",104941624,104942172,"+"
"ENSG00000290462.1","CYP4F35P",4.16261506080627,3.10133251547813,6.17374992370605,0,0,0,4.47923249999682,0,5.51703391128057,"chr18",14337423,14342524,"+"
"ENSG00000288074.1","ENSG00000288074",13.3203599452972,0.113810501992702,0,0,0,0,4.47805681576331,0,5.51666346239244,"chr3",115418862,115438550,"+"
"ENSG00000186648.15","CARMIL3",13.3204002380371,0,0,0,0,0,4.44013341267904,0,5.50466278689308,"chr14",24052009,24069729,"+"
"ENSG00000248816.1","ENSG00000248816",9.99025985172817,3.08913966374738,0,0,0,0,4.35979983849185,0,5.47890705649139,"chr4",182697902,182708042,"-"
"ENSG00000166408.4","OR5P1P",7.38863870501518,1.94742167989413,3.69323143362999,0,0,0,4.34309727284643,0,5.47349382154182,"chr11",7772890,7773814,"-"
"ENSG00000260010.1","KRBOX5P1",0,0.95600880086422,11.8844632148743,0,0,0,4.2801573385795,0,5.45291078834657,"chr16",31601593,31603531,"-"
"ENSG00000133114.18","GPALPP1",4.16261488199234,4.73055443297262,3.92290814220905,0,0,0,4.272025819058,0,5.45023001577754,"chr13",44989529,45037669,"+"
"ENSG00000235034.7","C19orf81",12.071594953537,0,0.720271992683411,0,0,0,4.26395564874013,0,5.44756453438852,"chr19",50649445,50659310,"+"
"ENSG00000249888.1","ENSG00000249888",11.3223079681396,0.682861261069775,0.771719992160797,0,0,0,4.25896307379007,0,5.44591307708682,"chr5",43225506,43225813,"-"
"ENSG00000257756.6","LINC02386",3.0803355962038,8.0805372065968,1.60280300562198,0,0,0,4.25455860280753,0,5.44445458321459,"chr12",30230779,30296707,"-"
"ENSG00000232663.2","ENSG00000232663",7.60370192527771,1.07306902536324,3.75570001602173,0,0,0,4.14415698888756,0,5.40740611657376,"chr1",8909742,8909904,"+"
"ENSG00000207799.1","MIR520G",10.8227998018265,0.68286060988903,0.881965705326625,0,0,0,4.12920870568071,0,5.40231585204316,"chr19",53722166,53722255,"+"
"ENSG00000207234.1","RNU6-125P",1.6650450527668,3.41431003808975,7.22610094330528,0,0,0,4.10181867805394,0,5.3929420013256,"chr1",88816779,88816885,"+"
"ENSG00000236289.4","GACAT3",6.71568598747253,3.2322160243988,2.34731496870518,0,0,0,4.09840566019217,0,5.39176966496497,"chr2",16013928,16087201,"+"
"ENSG00000255472.1","ENSG00000255472",0,5.53877337773641,6.68824005126953,0,0,0,4.07567114300198,0,5.38393619112416,"chr14",21032818,21033895,"+"
"ENSG00000171827.11","ZNF570",8.74149171511332,0.720799180368582,2.75614285469055,0,0,0,4.07281125005749,0,5.38294775913481,"chr19",37467585,37488652,"+"
"ENSG00000202417.1","Y_RNA",12.2103335062663,0,0,0,0,0,4.07011116875543,0,5.38201393910271,"chr5",132945342,132945454,"+"
"ENSG00000148735.16","PLEKHS1",12.2103292478455,0,0,0,0,0,4.07010974928185,0,5.3820134480204,"chr10",113751262,113783429,"+"
"ENSG00000113739.11","STC2",4.52684284932911,3.78678251261061,3.78293944106382,0,0,0,4.03218826766785,0,5.368834081579,"chr5",173314723,173328447,"-"
"ENSG00000249990.1","MTCO2P24",25.4613251686096,4.78003859519958,0.720271992683411,0,0.459453662236532,0,10.3205452521642,0.153151220745511,5.3632875167606,"chr5",98409675,98410100,"-"
"ENSG00000211640.4","IGLV6-57",9.99029517173767,0.227621003985405,1.80068001151085,0,0,0,4.00619872907798,0,5.35973154661962,"chr22",22195799,22196276,"+"
"ENSG00000175595.16","ERCC4",21.2755997975667,2.79648436818804,1.28619998693466,0,0,0.326279997825623,8.45276138422981,0.108759999275208,5.35647308325007,"chr16",13920138,13952348,"+"
"ENSG00000249456.1","ENSG00000249456",0,0.853576386347413,11.1164321899414,0,0,0,3.99000285876294,0,5.35402994644599,"chr10",124917143,124942881,"+"
"ENSG00000254536.2","ENSG00000254536",0,1.28036665730178,10.6754579305649,0,0,0,3.98527486262222,0,5.35236124292827,"chr10",133380017,133420271,"+"
"ENSG00000279427.1","ENSG00000279427",11.6553022384644,0,0.257239997386932,0,0,0,3.97084741195043,0,5.34725724067182,"chr16",52436772,52437474,"-"
"ENSG00000289023.1","ENSG00000289023",0,3.41431003808975,8.48890995979309,0,0,0,3.96773999929428,0,5.34615556323805,"chr16",10392338,10393002,"+"
"ENSG00000214405.3","RAP1BP2",7.86270316441854,0.910481681426366,3.08687857219151,0,0,0,3.95335447267881,0,5.34104444190152,"chr3",104063039,104063582,"+"
"ENSG00000274184.1","ENSG00000274184",4.82863388061523,2.78835419813792,4.1158363466913,0,0,0,3.91094147514815,0,5.32586901039667,"chr18",35268218,35270238,"+"
"ENSG00000272887.1","CSPG4P5",0,0.569050755351782,11.1470716794332,0,0,0,3.90537414492832,0,5.32386510701483,"chr15",84401807,84408005,"-"
"ENSG00000144468.17","RHBDD1",6.66018009185791,4.98236780696445,0,0,0,0,3.88084929960745,0,5.31500435219349,"chr2",226835581,226999215,"+"
"ENSG00000227253.3","ENSG00000227253",10.8227998018265,0,0.771719992160797,0,0,0,3.86483993132909,0,5.30919071745237,"chr10",32266289,32269474,"+"
"ENSG00000236281.1","NDUFB9P2",5.70872865404402,2.27620881795883,3.60135831435521,0,0,0,3.86209859545269,0,5.30819287652839,"chr7",131753746,131754252,"-"
"ENSG00000167333.13","TRIM68",3.19133622944355,3.74309553040399,4.50169841448466,0,0,0,3.81204339144407,0,5.28985046729254,"chr11",4598672,4608231,"-"
"ENSG00000225100.2","DPY19L2P5",9.27668002673558,1.36572537774389,0.771719992160797,0,0,0,3.80470846554676,0,5.28714293236835,"chr10",79982910,79983240,"-"
"ENSG00000251352.1","ENSG00000251352",4.99514007568359,3.0728787779808,3.3441200653712,0,0,0,3.8040463063452,0,5.28689825986254,"chr5",180671892,180672598,"-"
"ENSG00000235190.1","ENSG00000235190",2.22006011009216,7.03348503112793,2.14366666475932,0,0,0,3.79907060199314,0,5.28505837330159,"chrX",131937670,131937853,"+"
"ENSG00000167977.9","KCTD5",0,5.60516250133514,5.78789502382278,0,0,0,3.79768584171931,0,5.28454590717153,"chr16",2682523,2709030,"+"
"ENSG00000228610.1","PDCL2P1",9.99028015136719,0.227621003985405,1.15757974982262,0,0,0,3.79182696839174,0,5.28237566384698,"chrX",23198339,23198690,"+"
"ENSG00000116874.12","WARS2",37.1860164006551,6.23681509196758,5.87694003948799,0,0,0.978839993476868,16.4332571773702,0.326279997825623,5.27742580243903,"chr1",119031216,119140654,"-"
"ENSG00000241749.4","RPSAP52",18.4195712804794,19.5103569030762,49.1006371974945,0,0,1.95767998695374,29.01018846035,0.652559995651245,5.27357376820986,"chr12",65758020,65826997,"-"
"ENSG00000178764.8","ZHX2",4.99513757228851,1.63887104392052,4.63031750917435,0,0,0,3.75477537512779,0,5.26857488897554,"chr8",122781655,122974510,"+"
"ENSG00000244137.1","ENSG00000244137",8.32523727416992,1.36572503617832,1.54343998432159,0,0,0,3.74480076488994,0,5.26483693547954,"chr1",230710698,230795492,"-"
"ENSG00000286235.1","ENSG00000286235",14.4650884196162,2.03193226929118,7.94306606926569,0,0.34459050744772,0,8.1466955860577,0.114863502482573,5.2623238065923,"chr20",5950949,6039856,"+"
"ENSG00000223396.4","RPS10P7",9.99029517173767,0.682861261069775,0.514479994773865,0,0,0,3.7292121425271,0,5.25897568416755,"chr1",201518703,201584367,"+"
"ENSG00000258220.1","LINC02424",17.0667097568512,2.50382890966203,0.257239997386932,0,0.229726999998093,0,6.60925955463339,0.0765756666660309,5.24779510835937,"chr12",78326680,78359746,"-"
