"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR"
"7",116508999,116514995,5997,"*",6.92846707313794,7.68996045081385,5.2141911595046,2.23973203899864,1.23368339172402e-16,3.907815511625e-14
"5",68324512,68346755,22244,"*",9.36463084231865,9.97902975375679,8.2725366845863,1.61680266482702,1.75401398304034e-16,5.34232181988325e-14
"5",98305436,98310936,5501,"*",7.14991286267804,7.87684212515455,5.6141107030688,2.0664534833568,2.12138068547755e-16,6.22193098085064e-14
"8",131838848,131847637,8790,"*",7.5503421362438,8.2526906822618,6.12700374014179,1.97121108120148,2.238128759981e-16,6.32990773224626e-14
"4",48899159,48911575,12417,"*",8.37200414517304,9.0390668124858,7.09329163679787,1.8188390767733,2.89523951405934e-16,7.69875960962014e-14
"1",12418179,12493020,74842,"*",10.9024635998601,11.5445670778288,9.71606088162163,1.72006543302176,2.91656507499184e-16,7.69875960962014e-14
"6",53287349,53304943,17595,"*",8.70686932448513,9.35266494421363,7.50727634978427,1.73729473250998,3.04223575924975e-16,7.77144031532219e-14
"3",172150360,172162179,11820,"*",8.34302213578692,8.99224908573657,7.13103088809847,1.74787643325394,3.23923338152574e-16,8.01609035884449e-14
"15",55914598,55918445,3848,"*",6.83290211021315,7.5930889149643,5.12587266944016,2.21761752938396,3.68847140778167e-16,8.85121366006759e-14
"3",188261831,188268639,6809,"*",8.76071040985914,9.40062866133071,7.5820422960649,1.71390369250001,4.10669695534979e-16,9.56498034982793e-14
"15",85401234,85409233,8000,"*",7.63478403847777,8.32821071120205,6.24974852721472,1.92857870992406,6.29468079219135e-16,1.42421649123895e-13
"2",75521387,75534119,12733,"*",8.3083831935511,8.9643441733309,7.07165825195754,1.77406315638961,6.50869025994156e-16,1.43173106023548e-13
"15",36426686,36433622,6937,"*",7.12557144307147,7.84276607184231,5.63559295202458,2.01735940086682,9.93558902257842e-16,2.12648458026483e-13
"8",95799381,95812443,13063,"*",8.34705468750866,8.97741484994607,7.2016045279356,1.67337596889498,1.41465153195332e-15,2.94805933724693e-13
"1",119977031,119989312,12282,"*",8.23493327316806,8.8827416664108,7.02808413729315,1.74064210431562,1.58463536377115e-15,3.14704033217326e-13
"7",80939751,80945041,5291,"*",6.93824259389366,7.6767880248951,5.34535485410009,2.10446161723688,1.58961501814535e-15,3.14704033217326e-13
"2",38144094,38149984,5891,"*",7.258789269041,8.00512594669562,5.62603595283387,2.15545448353125,1.70687048996967e-15,3.29675790489508e-13
"3",188270075,188275416,5342,"*",8.1503102106519,8.78308824598279,6.99654969083402,1.6817662396284,1.79257912324595e-15,3.37986525642492e-13
"7",43639442,43654879,15438,"*",9.0527939689437,9.69213834025468,7.87614831279959,1.70592117103736,2.03515786051652e-15,3.7480035110303e-13
"3",189708566,189718705,10140,"*",7.97048437467668,8.62226281305452,6.74918503950604,1.75272799357365,2.71430320138772e-15,4.88512887540666e-13
"2",101750554,101759553,9000,"*",7.81958526673962,8.48717229655788,6.53885089625032,1.81726753462999,3.27056218327783e-15,5.7554626509727e-13
"7",47780618,47788168,7551,"*",7.40841238989857,8.12594978543371,5.91685004909078,2.02519726626784,3.87297247478898e-15,6.66740631040303e-13
"7",130908314,130927755,19442,"*",9.49568647651826,10.1050454069586,8.41991969110552,1.58921303336214,7.84598860840143e-15,1.32196561255172e-12
"7",43690501,43696312,5812,"*",7.28111877390617,7.97613857483883,5.88933510367772,1.91596125412488,8.85623094957574e-15,1.46109360186855e-12
"11",86735319,86755778,20460,"*",9.02114466290123,9.61961342788721,7.97985022239939,1.54960611328455,1.05837925671988e-14,1.71047047631933e-12
"5",62028467,62032393,3927,"*",6.60841767992179,7.37909588341422,4.84195429548751,2.24778698806363,1.12377645936672e-14,1.77983715634501e-12
"2",174834337,174837579,3243,"*",6.18563745059793,7.02676459578238,3.92410810369286,2.57512575676089,1.48770011875181e-14,2.31001906674422e-12
"17",20168480,20180827,12348,"*",8.22421965603943,8.83979082338635,7.12829300676131,1.60917912454733,1.91890003498231e-14,2.92226334173556e-12
"8",137138640,137150843,12204,"*",8.1487540582958,8.75959336538052,7.06821652660048,1.59131574556084,2.04385763716209e-14,3.05383181673332e-12
"3",188294858,188297332,2475,"*",7.57956059036406,8.23259449074363,6.35365297819115,1.7438306484144,3.30867611038949e-14,4.85211224410636e-12
"17",9360809,9373369,12561,"*",8.60090804403534,9.22524839768615,7.47588331188282,1.64166498422479,3.77715526318465e-14,5.43841682348349e-12
"3",173888027,173894545,6519,"*",7.10070301642236,7.79173868460311,5.72572258935049,1.89336518304741,4.15972269726559e-14,5.79541104273539e-12
"11",35125485,35186500,61016,"*",10.649673769921,11.2521956461051,9.59567571487537,1.55865745089488,4.17146646591637e-14,5.79541104273539e-12
"7",47761089,47766435,5347,"*",7.44092316688565,8.1267423010212,6.08758330658542,1.87893395196286,4.94749280663783e-14,6.75503371306293e-12
"7",28753388,28761828,8441,"*",7.72627463822744,8.36182596739264,6.56290550974813,1.67933025036601,5.16874150457468e-14,6.93750236859778e-12
"21",25933969,25939879,5911,"*",6.89240648608106,7.60913174147389,5.40459343999503,1.99539085679979,5.64063857363154e-14,7.44470281076469e-12
"4",74765794,74771961,6168,"*",7.06463378002224,7.7544081879675,5.69492267014595,1.88516261344167,7.37415416037857e-14,9.57310275344884e-12
"15",39188100,39200965,12866,"*",8.27209388907155,8.90270239648736,7.12579299708842,1.66220531629427,8.53807908480284e-14,1.09053303665409e-11
"1",218458238,218461068,2831,"*",6.60673841584683,7.34641185238764,5.00815993790785,2.08358520344569,1.29967166252744e-13,1.63366665008806e-11
"1",34354066,34375122,21057,"*",9.77121755017362,10.3611199051118,8.75629568367158,1.51051320603628,1.32039408054678e-13,1.63378136310155e-11
"11",128500084,128509184,9101,"*",8.34563184786814,8.93583066647208,7.32980788673623,1.51318170295785,1.39866890275399e-13,1.70400908321674e-11
"6",134908183,134912654,4472,"*",7.21506587180545,7.88118204967519,5.93999387107769,1.78525010145254,1.62167456072547e-13,1.94576376460379e-11
"5",9345343,9352823,7481,"*",7.61784826132024,8.25163618698352,6.46059832328016,1.66879162801962,1.66471363480201e-13,1.96759213044733e-11
"15",98886650,98898350,11701,"*",8.14893904333982,8.76043370262923,7.06628291923376,1.58748324044484,2.28931450013583e-13,2.66604140096701e-11
"1",113655044,113661003,5960,"*",7.16359931687081,7.85651781865812,5.7807081276408,1.89815554747195,2.42429782316883e-13,2.77266961751902e-11
"15",85410211,85415027,4817,"*",6.74995127401854,7.49511418234407,5.12328864769084,2.11577945690285,2.4509012908995e-13,2.77266961751902e-11
"15",43910207,43916643,6437,"*",8.15890732304026,8.78920540859826,7.01366971327403,1.65683490660786,2.71415055470399e-13,3.02723355530999e-11
"6",45605386,45621626,16241,"*",8.76520703824505,9.35612486816785,7.74719211577055,1.51375303670046,3.0918658426641e-13,3.40062300111903e-11
"1",115153853,115161444,7592,"*",7.7000556616082,8.34320340408081,6.50993791647224,1.69366800978015,3.52805489139004e-13,3.82721461437229e-11
"1",173264891,173270979,6089,"*",7.1000468863995,7.77376564532285,5.79540120276898,1.81099009296477,3.88343798226284e-13,4.15580342993776e-11
"3",72378086,72384106,6021,"*",7.50406132196784,8.16590090626366,6.24529555526936,1.77000120964973,5.48793362393102e-13,5.71970512951718e-11
"9",2554681,2561150,6470,"*",7.9979245310198,8.60247492510597,6.9375127352852,1.56021191689352,5.48929902567629e-13,5.71970512951718e-11
"7",130959590,130963090,3501,"*",7.24353332197213,7.90304571044372,5.99354404513834,1.75912403332543,5.77660213894479e-13,5.94089770627322e-11
"X",45805922,45812955,7034,"*",7.51700263831218,8.15345938369395,6.35047858985361,1.67347404353335,6.51641578065015e-13,6.61583289320109e-11
"10",62248784,62251558,2775,"*",5.91497445500326,6.74970223758166,3.70727690281328,2.48228028217978,7.39361685623811e-13,7.4113989727278e-11
"11",403027,410603,7577,"*",8.55126375465758,7.42575597578358,9.17574775097217,-1.62107792634432,7.59050684251353e-13,7.51365296073308e-11
"11",968019,982205,14187,"*",9.41387059386615,8.39167954184275,10.006154902383,-1.50985953591282,8.008055118679e-13,7.82910968948383e-11
"6",113017600,113019964,2365,"*",6.44231353601875,7.18699013211368,4.81816542393545,2.08593118100319,8.22087669555163e-13,7.91323137963412e-11
"11",128447648,128461626,13979,"*",8.65981216524985,9.23647273227949,7.6844351192474,1.46086495960704,8.29395383899017e-13,7.91323137963412e-11
"4",53474235,53477144,2910,"*",7.51463438274765,8.14906168746251,6.35516959588398,1.66288340392419,9.47245645590492e-13,8.9300455564656e-11
"8",67710970,67725058,14089,"*",8.62144008974216,9.19383787717552,7.65849070501746,1.44118010790886,1.13093011791516e-12,1.05362771809061e-10
"3",170736997,170758281,21285,"*",9.19116743654339,9.74821610411569,8.27180770266046,1.39281857863432,1.23093569396377e-12,1.13346276284873e-10
"7",20349776,20353611,3836,"*",6.58256904516655,7.30377546109109,5.07391925866829,1.9851552934772,1.28138329868119e-12,1.16635337267314e-10
"5",113080350,113100265,19916,"*",9.12321122674361,9.69449416939288,8.16348845164537,1.43983209103635,1.48298621934871e-12,1.33451907625255e-10
"15",90417804,90422320,4517,"*",6.8291579917312,7.53221430095796,5.40272676967602,1.90282658310376,1.50903771905652e-12,1.34270446036052e-10
"1",118329288,118344517,15230,"*",8.81464905900671,9.37766795679495,7.8785456437994,1.41158473818323,1.64261882189807e-12,1.44532205006787e-10
"1",218583936,218589022,5087,"*",7.18975291626096,7.85583948630962,5.91479461037126,1.78107599065289,1.66310378622799e-12,1.447265811334e-10
"5",93076634,93081325,4692,"*",6.64399994412355,7.3620865859204,5.14989523964614,1.98127109817034,1.71523631128393e-12,1.47640829881059e-10
"5",76683958,76693496,9539,"*",7.87545083432008,8.47340891567887,6.83574660063106,1.5273466166416,1.88231165892348e-12,1.6027984975285e-10
"5",28406662,28409770,3109,"*",6.01297503725742,6.81537024258625,4.04722368914388,2.32218593483393,2.04832169353701e-12,1.72560207352336e-10
"15",87775611,87785092,9482,"*",8.36633322567057,8.93483825652407,7.41460832699972,1.42815487662354,2.34832325923411e-12,1.95751283051315e-10
"20",10108715,10117462,8748,"*",7.9332151823516,8.52181392617946,6.92225113764333,1.49538277761095,2.56445675502905e-12,2.11540969198698e-10
"16",47571119,47576749,5631,"*",7.33442112663121,7.97800999173141,6.14273037551317,1.69170355927469,3.5671498015837e-12,2.88954311367623e-10
"6",111476443,111479806,3364,"*",6.18561952516935,6.96525923236769,4.3660113524196,2.22178093001475,3.57589626392562e-12,2.88954311367623e-10
"2",19910623,19912975,2353,"*",6.8991480490544,7.59837043098646,5.489373835887,1.87928178118891,3.92208790740214e-12,3.13727415542602e-10
"1",94263927,94277974,14048,"*",8.62382533446458,9.17343118851874,7.72497579747095,1.36207675516371,4.12444185239483e-12,3.26614550291147e-10
"8",125324933,125346053,21121,"*",9.12796342507152,9.68498698397642,8.2086735550497,1.38755596400438,5.08111655299644e-12,3.98389722605731e-10
"20",11258164,11263871,5708,"*",7.10643958871737,7.7771565146032,5.81356208605596,1.78950162419492,5.44497323548117e-12,4.22732775017406e-10
"2",205705786,205709224,3439,"*",6.68354637258048,7.37669042069255,5.29970393513551,1.86606323564664,5.63910687700456e-12,4.33554246203875e-10
"1",112903150,112908208,5059,"*",6.89820663856375,7.57851121588426,5.56731314141479,1.8247992556529,6.53928858481279e-12,4.97929099068582e-10
"7",130886266,130906259,19994,"*",10.1684087514712,10.727010491148,9.24471869519442,1.39108283283393,6.89093186939139e-12,5.19707518797242e-10
"2",164012703,164016219,3517,"*",6.23854274341172,7.00573761061205,4.49213354250382,2.15210430439687,7.36213097190088e-12,5.50006746853614e-10
"15",59270883,59319861,48979,"*",10.3812720227638,10.95968469832,9.40074494923733,1.45642924079671,7.57547513837059e-12,5.60655959072493e-10
"1",39199756,39207090,7335,"*",7.43850042073385,8.05691003432678,6.33323855299062,1.59439478616489,8.01805972491022e-12,5.86870671203927e-10
"4",168583498,168590855,7358,"*",7.63707119945636,8.23470694485362,6.59836948986582,1.52305351101795,8.13883794121048e-12,5.86870671203927e-10
"15",59348917,59352897,3981,"*",7.23350428968844,7.87754108566254,6.04021400497541,1.67346414635615,8.15201083879682e-12,5.86870671203927e-10
"15",83731619,83737566,5948,"*",7.14668253012593,7.78466046437963,5.97483783998559,1.65841609671617,8.87378685731792e-12,6.33076739847753e-10
"5",40474203,40482157,7955,"*",7.56176352581207,8.16465676041588,6.50659411814671,1.54093961821172,9.27556834230391e-12,6.55832372345577e-10
"7",108244471,108250507,6037,"*",7.55642739620568,8.15999336742037,6.4991328231042,1.54081784061994,1.05343302150146e-11,7.32876849323887e-10
"3",188195874,188199858,3985,"*",8.58066593193314,9.13323270269293,7.67370452769486,1.369808253722,1.05503170631296e-11,7.32876849323887e-10
"9",116268333,116290977,22645,"*",9.08103427548201,9.62647201070562,8.19349928823502,1.34826327052603,1.07634631904388e-11,7.41181434826828e-10
"7",24818701,24836008,17308,"*",8.81866479430454,9.37167338655927,7.9104876014154,1.37093173540349,1.10712538889185e-11,7.55803961606426e-10
"2",54569096,54580495,11400,"*",8.44671888703583,9.00761275711652,7.51660542849965,1.39827619365514,1.15296445827085e-11,7.80369704704861e-10
"X",46259854,46265750,5897,"*",7.06656333732109,7.71237776967294,5.86690275748464,1.68951814108577,1.84628688546686e-11,1.23904625813662e-09
"5",57814463,57817968,3506,"*",6.3654617804511,7.09105717233417,4.83604375073445,1.9833135020109,1.91960355024677e-11,1.27742357263901e-09
"10",52308320,52320901,12582,"*",8.58214975694989,9.13087707346759,7.68569516796673,1.35582410120661,1.93691742888338e-11,1.27820409327729e-09
"1",153879993,153884416,4424,"*",7.10851830016639,7.74754300227784,5.93299763958589,1.66403187817093,2.08750713148231e-11,1.36619578299243e-09
"9",14235181,14241096,5916,"*",7.04145277415561,7.68656586906228,5.84430978900675,1.67380521533305,2.13067944241964e-11,1.38302053315747e-09
"1",39176364,39180448,4085,"*",6.64917633301737,7.33300410524634,5.30399234401277,1.82127337794783,2.21636208620827e-11,1.42694076103116e-09
"16",50201614,50205619,4006,"*",6.89016991542368,7.55791984870815,5.6088066868091,1.76697811939346,2.28926186466538e-11,1.46198908921655e-09
"10",123194095,123206156,12062,"*",9.10842766151209,8.144599971877,9.68112833688223,-1.4292881724977,2.3157412666728e-11,1.46706840726255e-09
"6",124927802,124931027,3226,"*",6.56994667470002,7.26686223420967,5.17008182761681,1.87317258205702,2.92237176575239e-11,1.83668746134867e-09
"7",108306726,108314357,7632,"*",7.52416729687606,8.13698106215276,6.43723444104605,1.57199133524888,3.02467464298751e-11,1.88601562974946e-09
"17",35428762,35436159,7398,"*",7.64607116172858,8.23776316614438,6.62569223541564,1.49724901917032,3.07940311988104e-11,1.90514010205765e-09
"4",145732418,145737150,4733,"*",6.9675848999747,7.62126530052056,5.73929693167004,1.71012240247182,3.25646992776494e-11,1.99906863240082e-09
"5",157554125,157583795,29671,"*",9.71310987593311,10.2594615483031,8.82310433968672,1.34573095169895,3.29982553199669e-11,2.01010141445245e-09
"3",183273128,183292315,19188,"*",9.03760185331753,9.56761215090566,8.19091561166535,1.29399006464504,3.39231988073491e-11,2.05067031569006e-09
"9",69897323,69902272,4950,"*",6.94772227473866,7.62767367866287,5.61825160295345,1.81385760693986,3.54814957190187e-11,2.12862094393113e-09
"18",3601232,3606686,5455,"*",7.20401317571755,7.82538984002142,6.08890827064395,1.59654825162295,3.61076930560436e-11,2.14990091211135e-09
"6",73773701,73778429,4729,"*",6.69965534729471,7.37759284391223,5.37826476120134,1.80000820938384,4.01544300075842e-11,2.37300694947805e-09
"1",110002558,110007749,5192,"*",6.90306469805112,7.56004155789707,5.66256125856859,1.72458999495001,4.23365136580568e-11,2.47597523806576e-09
"4",76190402,76204248,13847,"*",8.55405398649629,9.12065879445734,7.60776578087018,1.41066558472698,4.25221154662133e-11,2.47597523806576e-09
"5",93187961,93190305,2345,"*",6.1486901620561,6.90238891066691,4.47702065484365,2.06745627864183,4.40474523642292e-11,2.54607135235278e-09
"4",23323258,23325688,2431,"*",6.33862594543905,7.05819739301051,4.83762095185582,1.94006149813695,4.84722309518025e-11,2.78153331092264e-09
"6",145144978,145152487,7510,"*",7.39463486108757,8.03857774412184,6.20168012182758,1.66720112755114,5.14410366527793e-11,2.9306587716069e-09
"21",16279385,16282631,3247,"*",6.13544072595304,6.88417898321433,4.49012928547398,2.0623046721689,5.20957133495518e-11,2.94675681439358e-09
"15",36589437,36592584,3148,"*",5.97111452967134,6.74251445996676,4.20045482477578,2.14693856045846,5.32089428294888e-11,2.98838027139519e-09
"20",38103988,38115831,11844,"*",8.6534691682884,9.19023454910245,7.78909264581031,1.31294877792956,5.79321151534922e-11,3.230735351412e-09
"17",72585675,72607546,21872,"*",10.0022150795118,10.5356739111779,9.1465352371275,1.30177642698936,5.94684038386116e-11,3.29321881117458e-09
"5",111982560,111985604,3045,"*",5.89507442672037,6.68097179047553,4.03695486694914,2.19362954931829,6.04269774929785e-11,3.32306413032567e-09
"X",72620160,72623212,3053,"*",6.00293450186651,6.77118420572284,4.25048688859027,2.11820106153422,7.15407558175603e-11,3.90711203668455e-09
"21",25572632,25574290,1659,"*",5.36448567917132,6.25372096264659,2.6062615653638,2.63129822839465,7.27638795089573e-11,3.94669288925639e-09
"8",95691909,95696320,4412,"*",6.62066215293055,7.29634068456172,5.30826804337067,1.78279690457357,7.48145889611382e-11,4.03031789104254e-09
"5",145930148,145963005,32858,"*",9.82968883503164,10.3629764526969,8.97445734394358,1.3007037604195,7.56052861319294e-11,4.04539365458614e-09
"4",73885354,73888342,2989,"*",6.39975960911262,7.10123921096924,4.98020726554241,1.87161483459251,7.97101982983389e-11,4.23640980083588e-09
"2",55882706,55889608,6903,"*",7.35854769971307,7.98876579037966,6.213583930963,1.62757352108464,8.28882286296757e-11,4.37594588345601e-09
"1",115164558,115201059,36502,"*",10.6108298310224,11.1589376086071,9.71606088162163,1.34667269440681,8.44396527245827e-11,4.41625303745153e-09
"6",69917250,69920502,3253,"*",6.16831357703484,6.91268382310792,4.54574678968213,2.03495221160343,8.5315908628492e-11,4.41625303745153e-09
"15",71286266,71297589,11324,"*",8.21989390394439,8.76617179324668,7.33008803279521,1.34185758807978,8.55014364207573e-11,4.41625303745153e-09
"3",177149034,177153441,4408,"*",6.68572764950071,7.35210758952782,5.40964229620606,1.74294240071129,8.58824305805703e-11,4.41625303745153e-09
"17",66490708,66495502,4795,"*",7.34592246817948,7.94907417183648,6.28993704791856,1.53054029968047,8.82106986933695e-11,4.48577544002599e-09
"11",35076199,35093631,17433,"*",8.7966683724888,9.36092431460903,7.85706244773482,1.40069668750109,8.83673404020778e-11,4.48577544002599e-09
"15",99247053,99255241,8189,"*",7.63897022071268,8.21180500888437,6.67475340519748,1.42509168248671,8.90369697092621e-11,4.49097938297864e-09
"18",6050879,6060479,9601,"*",8.03575945160728,8.600819652614,7.09387019998151,1.40468671878869,9.07728713192939e-11,4.54955929099676e-09
"15",44295123,44297920,2798,"*",6.25696429420359,6.98445613542768,4.71845926688439,1.97321735818109,9.29669475519182e-11,4.62280565139263e-09
"9",69884327,69886825,2499,"*",6.20467642127104,6.93393295414648,4.65765317129929,1.9682320775078,9.34018063168103e-11,4.62280565139263e-09
"15",82312498,82318720,6223,"*",8.21225632334187,7.34689468317966,8.74939452311675,-1.30920801757516,1.03684799208284e-10,5.09987531012669e-09
"5",78609022,78619306,10285,"*",8.22545707435061,8.78336379155373,7.30370708401656,1.37962665929539,1.09941876594476e-10,5.35535556240673e-09
"20",5152906,5158409,5504,"*",7.05832512681584,7.68500437085663,5.92540887633118,1.60366136910343,1.10231463148415e-10,5.35535556240673e-09
"1",43828854,43845043,16190,"*",9.29531863420795,9.83308611095066,8.42829211901179,1.31443327570344,1.11912023824796e-10,5.40384949188144e-09
"9",115995963,116001186,5224,"*",6.95970870821724,7.59179316597738,5.80833837900395,1.62324838785699,1.21361894073451e-10,5.82463538889491e-09
"9",13264697,13270101,5405,"*",6.93498905197964,7.56744272914266,5.78234696358578,1.62504247439442,1.23005141780803e-10,5.86793805880832e-09
"13",101397814,101401006,3193,"*",6.23379826668646,6.95470059253268,4.72657407298831,1.93379416219878,1.58775202386356e-10,7.52898699220092e-09
"10",132785162,132791931,6770,"*",7.74469344885596,6.76107593175031,8.32415351932475,-1.43987625446199,1.63567412749437e-10,7.71006155692137e-09
"11",29279698,29284036,4339,"*",6.77937222090125,7.43573530194253,5.54115319172233,1.71014495409122,1.65198605427651e-10,7.74087429811577e-09
"1",58583333,58599801,16469,"*",8.74284907387636,9.27609867033093,7.88771712129883,1.29727599581079,1.74467589881162e-10,8.12711084864073e-09
"5",14160186,14169118,8933,"*",7.77541551680154,8.38246071588656,6.70706390870974,1.54261735915354,1.80439644854406e-10,8.35614940118151e-09
"15",70701336,70705171,3836,"*",6.89163063725522,7.5258318559348,5.73294952734866,1.62642811839728,1.86906205468149e-10,8.56658000839921e-09
"4",168706153,168713709,7557,"*",7.56785863426644,8.16915597435148,6.51771420310447,1.52141093373423,1.87147157652868e-10,8.56658000839921e-09
"5",89877194,89880617,3424,"*",6.4763438689512,7.17946898522582,5.04961153478404,1.88187455629398,2.01351468306904e-10,9.1638061926573e-09
"6",56937808,56940455,2648,"*",6.98214006866476,7.61464643130344,5.82931638959811,1.62633458500909,2.14620686596018e-10,9.70213053016102e-09
"17",72523367,72543980,20614,"*",9.08372865730286,9.64119257936195,8.1632128270165,1.37218649065972,2.15630126696343e-10,9.70213053016102e-09
"15",38892882,38897656,4775,"*",6.81597936215013,7.46291867223929,5.61226904006438,1.67555823805641,2.20577187366188e-10,9.86065227140556e-09
"17",72434990,72473197,38208,"*",10.1569451454725,10.7004913753066,9.27450491697038,1.32746822391816,2.21643655046116e-10,9.86065227140556e-09
"11",115890758,115901061,10304,"*",8.71446811890364,9.24788073187373,7.85890932655492,1.29787622573001,2.30003622585149e-10,1.01754116606246e-08
"7",135761609,135776741,15133,"*",8.70182297856109,9.25127263610057,7.80339964034377,1.34710065897209,2.36232180151765e-10,1.03929035256768e-08
"1",120175790,120180164,4375,"*",6.8800411683106,7.51692687182003,5.71201931169683,1.63685396135218,2.42805633803777e-10,1.05845808376655e-08
"2",205677441,205693437,15997,"*",8.78164462564081,9.32923256992139,7.88828796156713,1.33917231305305,2.43262244280227e-10,1.05845808376655e-08
"5",167727794,167731630,3837,"*",5.973388653711,6.74990171524291,4.17258345383224,2.13038699862639,2.47943202483985e-10,1.07293017512059e-08
"7",70089739,70100384,10646,"*",8.07201902000464,8.6052844067444,7.21684573003599,1.29440381103474,2.50825401152302e-10,1.07703187697508e-08
"1",219770061,219774951,4891,"*",6.82583905496579,7.4620680889902,5.66010930211352,1.63178482935302,2.51611184796552e-10,1.07703187697508e-08
"2",148754498,148757279,2782,"*",5.87200556037734,6.64022632724581,4.11972399350574,2.11164895340991,2.57923265444265e-10,1.09811523605007e-08
"5",112956393,112962150,5758,"*",7.2596478806761,7.87562601636975,6.16238760315542,1.56738095181614,2.98811216810136e-10,1.26539359674838e-08
"4",47348221,47350423,2203,"*",5.41306205399094,6.26695516045182,3.03695486694914,2.43251720073873,3.12223972806472e-10,1.31516044715663e-08
"17",17912847,17955460,42614,"*",10.6860005669531,11.2073492380214,9.86156636284421,1.25682029762296,3.32137920496315e-10,1.39164031344461e-08
"3",188226335,188250804,24470,"*",9.37167361589613,9.87980250675881,8.58030457596823,1.2171855859473,3.38776255052421e-10,1.41198377040006e-08
"12",79981049,79984825,3777,"*",6.52237475117252,7.19437455814587,5.22448266482303,1.7550563664423,3.48012977750216e-10,1.44288731455705e-08
"4",48697701,48700761,3061,"*",6.42655915706481,7.13477136046526,4.97734844318894,1.89450320468617,3.58339599908903e-10,1.47796421441594e-08
"1",67849290,67859496,10207,"*",7.93989354545482,8.48108701911256,7.06375618942996,1.31954697274028,4.30759733379953e-10,1.767454056288e-08
"1",41949584,41961758,12175,"*",8.67173324855637,9.19161594490273,7.85101839338389,1.25329772031174,4.51950233321354e-10,1.84484221529474e-08
"14",105587692,105591964,4273,"*",7.43947741967919,6.4777842009692,8.01144158058964,-1.41041428745396,4.54846151972129e-10,1.84714188588066e-08
"4",55168487,55191916,23430,"*",9.37881847060292,9.90178404369991,8.55026644272087,1.26088082310702,5.11896605917845e-10,2.06821899095072e-08
