seqnames,start,end,width,strand,Conc,Conc_YAF,Conc_GFP,Fold,p.value,FDR,YAF_1,YAF_2,YAF_3,GFP_1,GFP_2,GFP_3
2,207159292,207167646,8355,*,7.41192480555883,8.07091627940087,6.16389081834955,1.80141423331367,3.6075794234099197e-28,3.66721722075316e-24,253.02,287.18,266.5,71.98,61.48,81.63
11,27902110,27919254,17145,*,8.53585109614685,9.13153145317043,7.50321134101063,1.57386478187757,2.65877769934393e-27,2.5437464641752598e-23,521.53,517.72,643.38,167,198.5,178.76
6,154601777,154607596,5820,*,8.1111306467446,7.1376214186642,8.6871536820776,-1.49251370945401,5.25351911001668e-27,4.74699230915924e-23,139.42,130.85,152.17,415.59,395.25,425.72
17,72506887,72519781,12895,*,8.45906012420601,9.04118700060033,7.46753370916658,1.5159427878263,7.71591108007828e-27,6.60502293483859e-23,459.56,543.77,577.15,188.12,165.13,177.73
10,76350461,76354438,3978,*,7.14747985604094,7.84183560999404,5.75851369378815,1.93975949129982,1.09733840429781e-26,8.92383023835083e-23,271.09,209.01,208.15,48.95,59.73,53.73
3,146156080,146168403,12324,*,7.85626141398364,8.45691583316282,6.80813484053046,1.57934671318468,1.20710173108067e-26,9.3490029072198e-23,366.62,335.89,351.65,97.9,119.45,118.83
5,72137256,72143460,6205,*,7.35717297764418,8.05412980851993,5.95713157742875,1.99359373975023,1.31488560329388e-26,9.720889497624249e-23,276.25,225.44,295.67,42.23,79.05,65.1
17,13536550,13546198,9649,*,8.04747425677415,8.64217638588535,7.01785453247908,1.57882407848037,2.10562421132875e-26,1.48899673848506e-22,374.36,387.44,436.8,111.34,149.32,128.13
7,43645481,43654498,9018,*,8.24418603492741,8.83610659227218,7.22310821980503,1.54466334812387,4.56862016651688e-26,3.09609677909641e-22,400.18,482.03,488.84,148.77,129.99,169.46
11,970103,982102,12000,*,8.93258693481165,7.61241049874416,9.6102205927066109,-1.84002075991092,5.80698210772116e-26,3.77790641964123e-22,131.67,236.2,219.19,841.74,623.62,879.34
11,128496369,128511741,15373,*,8.56813605102408,9.14000475547981,7.60671916115479,1.47887327005334,1.09454680990038e-25,6.70280039591458e-22,529.27,522.25,641.01,192.92,203.77,188.06
2,36452765,36461786,9022,*,7.74982682459801,8.34084033936567,6.7315199991536,1.55988533813159,1.1127031921651099e-25,6.70280039591458e-22,302.07,326.83,343.77,103.66,115.94,99.2
8,139861812,139867066,5255,*,7.95779379214685,6.82482795750545,8.58448767959825,-1.61910472567129,1.6220747418001e-25,9.42222665643132e-22,87.78,138.78,113.54,415.59,349.58,386.45
17,61439681,61452975,13295,*,8.79406794810881,7.75485135525088,9.39186927801441,-1.52484174169871,3.56329263995983e-25,1.9984542462974702e-21,162.65,232.24,253.09,678.57,634.16,702.64
17,17369562,17390219,20658,*,10.1883155297084,9.27511125369836,10.7431456031703,-1.40338895739062,5.06030298435998e-25,2.7434432629707602e-21,562.83,644.6,651.26,1769.86,1584.52,1787.61
17,72487875,72499485,11611,*,7.6381600945657,8.24562739957086,6.56845942198592,1.59173193209769,5.72693990646686e-25,3.0047036809267803e-21,291.74,330.23,288.57,104.62,86.08,94.03
11,19759878,19784196,24319,*,9.55826397234464,8.66175492444225,10.1070112881584,-1.3733817141603,7.022602148346159e-25,3.5693472700555e-21,353.71,441.82,419.46,1086.48,1075.08,1146.96
10,132792910,132818630,25721,*,9.47138985974871,8.3633633607395,10.0906354968787,-1.62937650940655,8.48716406506662e-25,4.18301454352352e-21,289.16,375.54,323.27,1122,873.06,1276.13
9,95002799,95011051,8253,*,7.20695159044049,7.87021084112692,5.94279853273305,1.79525563468628,9.00846290580296e-25,4.30935720386565e-21,260.76,210.15,231.02,52.79,61.48,70.26
5,35849673,35861353,11681,*,8.08024639693319,8.64478548975881,7.1398371519483,1.44611753093869,2.0450092721523202e-24,9.503158087691831e-21,387.27,380.64,432.86,147.81,144.05,131.23
3,114496147,114501148,5002,*,6.87802863392216,7.55684904000391,5.55310264572071,1.86725660758633,2.36974115558561e-24,1.07062930625061e-20,180.73,188.62,195.54,47.03,42.16,51.66
15,60385958,60403349,17392,*,8.65873155277967,9.18852121308107,7.81261808927175,1.32770582496353,2.45422662153746e-24,1.0788315915133999e-20,570.58,584.56,595.28,233.23,228.37,212.86
9,22236001,22245047,9047,*,6.92544714665657,7.63119387081743,5.48718432362923,1.98774905223616,3.42168607847074e-24,1.4645266637707198e-20,229.78,163.13,201.84,37.43,52.7,44.43
1,118139908,118145260,5353,*,7.04339687206506,7.69265811290881,5.8312810337905,1.76743337547118,4.3287964550757204e-24,1.80527461393792e-20,201.38,201.65,217.61,56.63,61.48,52.7
6,53298853,53304799,5947,*,7.667607820827,8.24707391138508,6.68397251520384,1.50849151036723,5.66845643913164e-24,2.30486524385642e-20,284,308.14,319.32,96.94,107.16,104.36
10,62580522,62586384,5863,*,7.36975625397608,8.00557037368855,6.20547234690579,1.68919685769834,6.60016838292894e-24,2.61825460156458e-20,278.84,220.91,271.23,74.86,77.29,69.23
5,14187966,14191523,3558,*,6.65328104886979,7.37617714837781,5.13667865076725,2.0858549591532,8.90682994830269e-24,3.4491698974802196e-20,185.89,146.14,166.36,27.83,45.67,32.03
7,134777671,134788618,10948,*,7.74136451045086,8.3259054260225,6.74262852722791,1.53958062612053,9.53661270462147e-24,3.56296551506114e-20,286.58,318.9,357.17,99.82,121.21,100.23
10,52449866,52456269,6404,*,6.959611597202,7.62799584112762,5.67579643896495,1.8216854689554,9.83525636817689e-24,3.56296551506114e-20,193.64,186.92,212.88,47.03,47.43,58.9
X,39304794,39312445,7652,*,7.31092495463041,7.92676791871139,6.21410781062922,1.62409215124385,9.85787747411548e-24,3.56296551506114e-20,227.2,252.06,250.73,77.74,68.51,76.46
5,125407504,125415061,7558,*,7.24219911951756,7.87720207074779,6.08073650268495,1.74164848949376,1.0220036627239499e-23,3.61356055921167e-20,201.38,239.03,264.92,63.35,80.81,58.9
2,205742693,205758985,16293,*,8.76016614977194,9.32763660754526,7.81140467757895,1.4610859870798,1.1554498414450699e-23,3.99847105237943e-20,531.85,721.63,674.13,214.99,216.07,242.83
8,97526110,97532938,6829,*,7.58080987344117,6.54324354222842,8.17808020931374,-1.57359018343041,1.37029540185178e-23,4.6431603257121494e-20,95.53,77.03,107.23,288.9,279.31,300.69
9,85413852,85434248,20397,*,9.31502807528009,8.51438996689606,9.82690574202408,-1.2602789909796701,2.4577692457595098e-23,8.15803834646033e-20,358.87,377.81,360.32,929.08,932.79,862.81
11,35212662,35217850,5189,*,6.94900214612151,7.61495363406088,5.67456241594884,1.81437498396653,2.5794447121241097e-23,8.39067570406851e-20,178.14,189.19,220.77,52.79,45.67,54.76
7,130908771,130928380,19610,*,9.11908553836311,9.63256903316525,8.31445121599731,1.27742404855138,2.65979419005701e-23,8.431342720319509e-20,764.22,798.67,818.41,304.25,340.79,309.99
3,181564319,181568741,4423,*,6.38102082166314,7.18399477025196,4.41132069828063,2.45272481325781,2.69562434416437e-23,8.431342720319509e-20,191.05,112.72,132.46,19.2,28.11,16.53
1,2998112,3006541,8430,*,8.26688040140384,7.07409843243905,8.91077491833732,-1.68166943939786,3.48286811436505e-23,1.0688133669073699e-19,92.95,151.24,160.06,506.77,381.2,555.92
21,16069291,16074088,4798,*,6.32648217388142,7.09360204660189,4.58050115041481,2.24959253747997,3.6261638972741197e-23,1.09218042050398e-19,144.58,120.08,145.08,22.08,22.84,26.87
8,135462127,135469227,7101,*,7.30771794977585,7.97208801697882,6.03933182219342,1.82667507958035,3.93107148778288e-23,1.16248931296445e-19,291.74,208.45,253.09,54.71,87.83,54.76
2,54553378,54561341,7964,*,7.47524879633228,8.07953725211461,6.41566730658036,1.57599857555206,4.34350794610012e-23,1.2615175890954498e-19,284,245.26,282.27,88.3,91.35,76.46
8,128075302,128079718,4417,*,7.35808110293846,7.96504369484308,6.28999331644621,1.61049282853687,4.84414148972492e-23,1.38223753087072e-19,234.94,241.87,272.8,69.1,86.08,79.56
9,692108,699287,7180,*,7.65171759142946,8.22945812517263,6.67316907933114,1.49344916596106,5.02931956728508e-23,1.41033393279497e-19,273.67,297.94,328.78,102.7,100.13,103.33
8,130257420,130269863,12444,*,8.18924882748722,8.73730722430144,7.29461411730008,1.3906831163422,6.072637465212749e-23,1.67404088225344e-19,420.84,402.17,457.3,140.13,168.64,162.23
9,21826896,21834049,7154,*,6.87563113101152,7.56645144392406,5.50155210947485,1.87183192243586,7.18701319844712e-23,1.94821960276905e-19,196.22,168.23,204.21,50.87,33.38,51.66
4,41154692,41161473,6782,*,7.07012750782271,7.72001204488684,5.85574462619359,1.74522069359669,7.822633809147189e-23,2.0857578293258099e-19,237.53,193.15,201.84,50.87,65,57.86
9,107383707,107408137,24431,*,9.468968738362,8.64267846427246,9.99104700834113,-1.27931985617482,1.45562234741269e-22,3.8185434950796297e-19,353.71,428.22,417.09,1000.1,1055.76,997.13
15,59292397,59296767,4371,*,7.16674000094952,7.79002098491089,6.04527128819631,1.64893424888404,1.5229594425458198e-22,3.9317736275057795e-19,209.13,239.6,215.25,64.31,61.48,72.33
7,92695369,92701384,6016,*,7.08262716701477,7.74575500008215,5.81897387622995,1.79715851916282,2.06307617470461e-22,5.24295350679424e-19,224.62,187.49,231.8,43.19,57.97,68.2
1,1447172,1465014,17843,*,8.78015389071857,7.93253457882117,9.31052335238387,-1.32082734877682,2.16238067735603e-22,5.41077546567034e-19,234.94,236.2,261.77,677.61,563.89,663.38
5,14196967,14205583,8617,*,7.33912298491842,7.93462360727462,6.30703874297884,1.56162205622567,2.5495121419035e-22,6.282809126059019e-19,242.69,249.23,242.05,69.1,87.83,80.6
17,59751872,59758197,6326,*,6.74999542125372,7.45304300060727,5.32360239718716,2.00806292634889,3.12526581094761e-22,7.586699370471249e-19,185.89,148.97,190.81,28.79,56.21,35.13
5,180607888,180615245,7358,*,8.50262450499911,7.378079075626,9.12682226762541,-1.62149554801967,3.48718635907614e-22,8.34078566723438e-19,131.67,189.19,178.19,627.7,418.09,631.35
6,168392614,168399454,6841,*,7.8235185329339,6.87335898543371,8.39147743533727,-1.46175611771853,4.04016391013325e-22,9.52336897338583e-19,123.93,126.88,100.92,363.76,293.36,350.29
20,53578671,53583424,4754,*,6.95893122647855,7.60086678264793,5.77312475669895,1.71327610533359,4.15441018404377e-22,9.65277206262571e-19,201.38,188.62,192.38,48.95,56.21,58.9
17,1297297,1303258,5962,*,8.87220855033387,7.90045928111303,9.44762985475989,-1.45698634765196,4.51014092673469e-22,1.03317164933629e-18,206.54,257.16,253.09,743.84,565.65,785.31
17,20186564,20193649,7086,*,7.62950374571299,8.207491919389,6.65022668709327,1.51281995765927,4.8884350269527095e-22,1.10427710410934e-18,278.84,285.48,322.48,90.22,121.21,89.9
17,59825462,59833194,7733,*,7.08169686356141,7.72783138856573,5.88088537617994,1.7320223953293299,4.988536437765739e-22,1.1114527519457699e-18,219.45,192.59,223.92,46.07,61.48,69.23
1,2978273,2985745,7473,*,8.16016657515941,6.99833129795796,8.7952767896399,-1.64627364665296,5.2667338466258695e-22,1.1575782790330599e-18,95.53,160.3,127.73,486.61,346.06,500.12
5,68330556,68338490,7935,*,7.86117441905112,8.42320384791935,6.92786427773334,1.43688213486644,5.77846417626274e-22,1.2531177412643399e-18,322.73,326.26,380.82,129.57,128.24,107.46
11,122172423,122182553,10131,*,7.31050595774728,7.91811626057633,6.24034788358267,1.58256645491794,5.95706577183757e-22,1.27485126639542e-18,260.76,218.08,246.79,72.94,82.56,71.3
5,169976034,169981179,5146,*,7.43035896509241,8.02684729583225,6.39521847081467,1.5777277232972,6.66033135765908e-22,1.39740439841502e-18,237.53,249.23,295.67,78.7,98.37,75.43
X,45769491,45777455,7965,*,6.79277695109753,7.50076022713549,5.34458707938332,1.9559412104178,6.7015612577313595e-22,1.39740439841502e-18,206.54,140.47,196.32,42.23,40.4,39.27
6,112201492,112208857,7366,*,7.27734757116254,7.89170018347565,6.18540450793654,1.61780853727627,9.44835069229512e-22,1.9452240485422e-18,242.69,209.58,260.19,66.23,80.81,71.3
6,106082881,106092234,9354,*,7.76049426019942,8.35669182295254,6.72625437533309,1.51748676171804,1.04779355843082e-21,2.1302297913872497e-18,317.56,304.74,361.11,122.85,79.05,115.73
7,94295819,94302347,6529,*,7.0265370643226,7.64940278760952,5.90645917161375,1.66937188031857,1.74549468363096e-21,3.50488867677972e-18,175.56,210.71,216.04,54.71,63.24,62
6,113119190,113124498,5309,*,6.55253092560883,7.25589976341336,5.12473140038438,2.0052335121246,1.88779040498645e-21,3.74438622462221e-18,139.42,139.34,179.77,29.75,43.92,31
19,48110433,48146221,35789,*,10.1177025817349,9.1427648602472,10.694213296178,-1.46195322539999,2.10866327045152e-21,4.13209081472997e-18,467.31,657.63,570.84,1708.43,1452.77,1809.31
3,190003327,190004338,1012,*,5.99236543419592,6.80444514325558,3.95885143813562,2.47059800319537,2.22526318788377e-21,4.3086658475399494e-18,129.09,97.43,108.81,11.52,17.57,17.57
6,11227222,11234579,7358,*,7.6275826309208,8.18996944924149,6.69326442280854,1.43784976711712,2.35013484156995e-21,4.49691389773112e-18,273.67,281.52,320.9,97.9,107.16,105.4
3,185927704,185938432,10729,*,7.35128992800974,7.98070213294068,6.209081151819,1.67186415772283,2.57115912143855e-21,4.81690389848529e-18,286.58,226.01,245.21,52.79,89.59,79.56
3,189710629,189716189,5561,*,7.23573327491779,7.83208259559064,6.20102343587038,1.56643767898286,2.57659712360184e-21,4.81690389848529e-18,209.13,227.71,246.79,66.23,79.05,75.43
11,86810668,86819790,9123,*,7.31599697848445,7.90012942454617,6.31848428087187,1.52467142908126,2.75659786749856e-21,5.09485068362845e-18,229.78,242.43,244.42,76.78,91.35,71.3
7,32055345,32063000,7656,*,7.17373007397493,7.79704558512971,6.05214564189838,1.63546918699226,3.45476327722241e-21,6.313482845211679e-18,237.53,193.15,236.54,68.15,72.02,58.9
2,160203547,160211303,7757,*,7.83181382044274,8.37660090005446,6.94603415518575,1.37422343427737,3.56675117320107e-21,6.4457138285032e-18,312.4,347.22,337.46,112.3,121.21,136.4
1,117090180,117099248,9069,*,8.15582016006598,8.69686711212739,7.28007407695787,1.38362575431935,3.8158462157116204e-21,6.82009129400457e-18,356.29,438.42,450.21,141.09,177.42,147.76
3,150232109,150239273,7165,*,7.3922938200847,7.97788406829557,6.39040893707153,1.52528909964511,5.33940835145813e-21,9.357779547359039e-18,258.18,245.83,252.3,81.58,101.89,68.2
3,188591722,188597363,5642,*,7.098815938903,7.74222553298824,5.90776471796941,1.6972663090705,5.35075469829623e-21,9.357779547359039e-18,237.53,176.16,228.65,56.63,61.48,62
3,171188985,171194726,5742,*,7.28902422953793,7.91866520377526,6.14603407594138,1.69060563803517,6.13333825340422e-21,1.0612306385371601e-17,260.76,207.31,257.82,56.63,94.86,60.96
4,48904431,48911400,6970,*,7.47388659645142,8.04876396249311,6.50372577698649,1.4852927843348,6.36627317295823e-21,1.08993947391136e-17,227.2,288.88,278.32,88.3,87.83,96.1
9,115109452,115119396,9945,*,7.69265593988446,8.24326807059456,6.79105653888429,1.3987056929385,6.5309934396202e-21,1.09719051276863e-17,304.65,294.54,309.86,96.94,124.72,110.56
11,86735474,86751565,16092,*,8.58734494794861,9.1003883729912,7.78380731388949,1.26455287977376,6.60431764733598e-21,1.09719051276863e-17,575.74,510.35,560.59,213.07,242.42,205.63
5,3514990,3528326,13337,*,8.06739923343237,7.22595555061861,8.59538553204014,-1.28697391007025,6.61100373521017e-21,1.09719051276863e-17,136.84,164.83,147.44,390.64,381.2,388.52
1,223702645,223708387,5743,*,7.69006675038558,8.25037786637282,6.76159006755267,1.42926749593765,7.29940718954062e-21,1.19920412357862e-17,291.74,284.35,337.46,96.94,115.94,112.63
2,38144559,38149976,5418,*,6.75341307248446,7.41551726863774,5.49364509334452,1.82842944183824,7.520363868729681e-21,1.22047957728476e-17,149.75,189.75,172.67,33.59,50.94,50.63
10,93460325,93466811,6487,*,6.80889988729145,7.46967353578653,5.55416244071876,1.76217372714049,7.57898719946885e-21,1.22047957728476e-17,198.8,178.43,154.54,47.03,47.43,46.5
1,2965810,2976542,10733,*,8.4183914343565,7.35781086706083,9.02299504690157,-1.54612482059205,1.08421872681118e-20,1.72885053747259e-17,136.84,195.98,159.27,564.36,397.01,599.31
3,159816561,159825654,9094,*,7.40052634565027,7.97491643002963,6.43178653137841,1.47874635742275,1.1152983838351199e-20,1.76114277319284e-17,258.18,249.8,246.79,84.46,100.13,74.4
17,27635576,27658129,22554,*,9.76787400967235,8.98433520381124,10.2728095503428,-1.23581562476451,1.22151129320019e-20,1.91031446425524e-17,493.13,481.47,544.82,1290.92,1133.05,1287.49
6,17863465,17868214,4750,*,7.01212509703034,7.64069453778123,5.872790128244,1.68601485533544,1.39263842854186e-20,2.15719692581134e-17,206.54,186.36,205.79,44.15,73.78,57.86
9,4135846,4140073,4228,*,6.58758080276764,7.27004786873448,5.24793692975019,1.85323553426735,1.4554277576541298e-20,2.23318912871373e-17,170.4,140.47,152.17,37.43,40.4,36.17
7,43690949,43695302,4354,*,6.86019801977375,7.5027904414095,5.67205738390257,1.71306100135822,1.6474558977446798e-20,2.50420994849237e-17,198.8,171.06,174.25,50.87,59.73,42.37
3,172134040,172143057,9018,*,7.62390516863631,8.18761974570194,6.68583345570922,1.46166657892767,1.7008823909653498e-20,2.56148163406073e-17,281.42,292.84,300.4,93.1,129.99,85.76
9,3859037,3867093,8057,*,7.0852014986056,7.68506253165942,6.03955990942396,1.5548344308558,1.9761300018383298e-20,2.9486941665045504e-17,203.96,204.48,208.94,62.39,66.75,68.2
6,105317596,105329127,11532,*,8.2680280871119,8.80027559876038,7.41551614929291,1.3448820698206,2.05246215134268e-20,3.03475187822845e-17,410.51,437.28,489.63,144.93,196.75,170.49
1,58752427,58757695,5269,*,7.29243462519892,7.88056415876643,6.28289159776194,1.53683147400994,2.19397366169962e-20,3.2147643802444503e-17,211.71,257.16,238.11,65.27,82.56,85.76
11,431686,444781,13096,*,8.95624909677661,8.04668119500201,9.50976245514991,-1.38765597202876,2.2661336311575497e-20,3.2638946135113703e-17,247.85,278.12,267.29,797.59,576.19,813.21
1,85443936,85454522,10587,*,7.90909839319577,8.48843403105773,6.92584849122009,1.524829956569,2.26763866904476e-20,3.2638946135113703e-17,309.82,374.98,392.65,99.82,161.61,103.33
7,129843338,129848639,5302,*,7.16876514146929,7.77680924728099,6.09721831290428,1.59423195586658,2.4601428111726498e-20,3.50991164494014e-17,237.53,202.78,217.61,65.27,84.32,55.8
2,36365468,36374981,9514,*,7.31750747476276,7.90532477274853,6.3089090313148,1.53098571990694,2.4915021409400397e-20,3.52374231054951e-17,245.27,231.1,242.84,62.39,94.86,80.6
2,108593286,108595576,2291,*,6.06474227139779,6.86770145698395,4.09514303040361,2.34178278107442,3.0258912985444796e-20,4.24263870906695e-17,142,94.03,114.33,17.28,12.3,21.7
6,56713019,56716745,3727,*,6.63337413647015,7.30990481265353,5.31759454495407,1.81818203894221,3.08199036413958e-20,4.28436173312378e-17,165.24,140.47,170.31,39.35,36.89,43.4
11,96278119,96281841,3723,*,6.3811996774127,7.08598190047378,4.94719213404293,1.98873479465528,3.34633306600932e-20,4.6124096739075e-17,126.51,125.75,155.33,28.79,36.89,26.87
8,61706776,61715876,9101,*,7.44922344311366,8.01832123582688,6.49579693308201,1.45633296913595,3.4339411684918197e-20,4.69338959117103e-17,253.02,240.17,284.63,83.5,98.37,88.86
9,4296330,4303301,6972,*,7.71917291209834,8.25529488732055,6.856494313223,1.34884047334169,3.4768255521392696e-20,4.71240243273076e-17,278.84,309.84,328,114.22,117.7,115.73
5,177989616,178001510,11895,*,8.39065208241603,7.60721216572701,8.89554713751329,-1.23953760440762,3.53994124576863e-20,4.75829540428131e-17,196.22,201.08,187.65,501.01,428.63,499.08
6,167660891,167671471,10581,*,8.57804864389375,7.75590029672614,9.09849697268638,-1.26948467372771,3.61229625944666e-20,4.81575348457132e-17,196.22,236.2,216.04,575.87,484.84,583.81
5,157554196,157559764,5569,*,7.08843880232599,7.69173851778924,6.03198582023361,1.56489269656097,3.7356553074193795e-20,4.9397207924815103e-17,203.96,193.15,223.13,62.39,66.75,67.16
11,35176657,35181518,4862,*,6.90396081194543,7.54648136990401,5.7160757789354,1.70278517258942,3.8386435907540197e-20,5.03496924853377e-17,175.56,167.66,217.61,53.75,49.19,54.76
6,150722638,150726283,3646,*,7.4354562413341,8.03310767304732,6.39670576572308,1.57966903133146,3.8892865007650295e-20,5.06058402333542e-17,260.76,247.53,277.54,60.47,110.67,81.63
2,207251086,207259746,8661,*,7.70217987212464,8.238236478329,6.83967362555981,1.33699069968416,4.57190932246457e-20,5.88907054834939e-17,309.82,295.68,300.4,114.22,122.97,106.43
9,22208387,22212697,4311,*,6.07788905790752,6.84454818372653,4.33453537465716,2.27694717524468,4.5984319200736095e-20,5.88907054834939e-17,108.44,103.09,133.25,12.48,26.35,21.7
5,68239150,68246173,7024,*,6.95566000983265,7.5697579795452,5.86454758860086,1.6497582283857,5.1588001208235497e-20,6.55510191915115e-17,165.24,200.52,204.21,51.83,70.27,52.7
10,59359272,59364380,5109,*,7.21600608166881,7.80367579937647,6.20785381604069,1.52637380400641,5.36045540839845e-20,6.75853697596097e-17,224.62,210.71,234.96,63.35,86.08,72.33
2,65363307,65368486,5180,*,6.87486366716472,7.50304521170958,5.7368489316569,1.63692047105312,5.56969756562112e-20,6.91714113488183e-17,185.89,180.12,178.19,50.87,49.19,59.93
11,86717710,86722433,4724,*,6.49474444788399,7.19198921709014,5.09347054551412,1.91001068676482,5.57130860874616e-20,6.91714113488183e-17,170.4,130.28,137.98,30.71,38.65,33.07
3,69081630,69088654,7025,*,7.1716000659702,7.77140277044099,6.12614094651859,1.59593304332985,5.69910453926858e-20,6.96967646103028e-17,206.54,226.57,222.34,52.79,89.59,67.16
7,116771106,116782944,11839,*,7.77549595542687,8.32401835989343,6.8795991886487,1.38032960484464,5.69932656593826e-20,6.96967646103028e-17,338.22,307.01,316.17,121.89,135.26,96.1
1,113657210,113660697,3488,*,6.66212456879064,7.33184901412253,5.37311155144179,1.78880049406435,6.88219372727765e-20,8.35339103561995e-17,175.56,142.17,165.57,37.43,40.4,46.5
15,55907508,55912068,4561,*,6.72456484982629,7.36299558872603,5.55113150678213,1.72285178996438,7.261390183118949e-20,8.74836152839542e-17,157.49,163.7,172.67,44.15,56.21,40.3
17,28732122,28735872,3751,*,7.70697311235286,6.75772654890938,8.27461311849614,-1.39347660766389,7.64055167589414e-20,9.137481818572081e-17,85.2,113.29,126.15,305.21,282.82,340.99
1,3089972,3109814,19843,*,9.38558769067023,8.30054207211078,9.9978199911973,-1.57531985776814,7.74649181820697e-20,9.19655592534506e-17,247.85,375.54,322.48,1090.32,771.18,1205.86
2,12004745,12011867,7123,*,7.42764821635622,8.01913799279707,6.40788730569824,1.50120818665427,9.73777034696748e-20,1.147680911654e-16,294.33,223.74,260.19,73.9,87.83,93
9,100074820,100080777,5958,*,6.81960159980866,5.74135971536821,7.42972936141615,-1.59349240213713,1.15553955069438e-19,1.35210597282508e-16,54.22,48.71,57.56,171.8,173.91,171.53
8,66118503,66125700,7198,*,7.88103711849017,8.40930337748169,7.03886985472448,1.29086899082828,1.2080428015590799e-19,1.40344372471126e-16,369.2,321.17,329.57,135.33,129.99,129.16
3,181621300,181625808,4509,*,6.84994901178929,7.48498165417781,5.68838325257493,1.69323671980193,1.23377470462148e-19,1.42317224704369e-16,188.47,159.73,189.23,47.03,63.24,44.43
9,94865586,94869696,4111,*,6.24852018551676,6.98560996030144,4.66293662131908,2.08586684906496,1.28870989857432e-19,1.47607198206775e-16,149.75,116.12,114.33,18.24,29.86,27.9
7,121796864,121801197,4334,*,6.26059261066621,6.96664194333391,4.82099153139822,2.01120972816792,1.4037303523553198e-19,1.5965714906212003e-16,116.18,133.68,125.36,22.08,36.89,25.83
6,112230459,112235022,4564,*,6.32092379290459,7.03035767533538,4.86625032064163,1.96770423795205,1.86694232232093e-19,2.10867245842977e-16,136.84,114.99,140.34,25.91,31.62,29.97
15,63233153,63240336,7184,*,7.31801591523153,7.95560350880238,6.1475389227019,1.64721215920138,1.9010873495984098e-19,2.13243001362368e-16,309.82,199.95,234.96,60.47,68.51,83.7
7,32064340,32078822,14483,*,8.15801469682753,8.6634888424336,7.37315939672575,1.25320616261394,1.93507795784275e-19,2.15182433103653e-16,369.2,411.23,436.01,153.57,177.42,166.36
20,53898104,53902524,4421,*,7.17487154979168,7.79964365011478,6.04839429149615,1.59684631771975,1.9448380009368198e-19,2.15182433103653e-16,265.93,184.09,218.4,68.15,63.24,67.16
12,11648116,11654743,6628,*,6.96448287738212,7.57216641774398,5.89409046743641,1.57453844145509,1.99068704595911e-19,2.18767090939202e-16,196.22,188.62,186.07,51.83,61.48,65.1
