Module	Section	Sample Name	Source
FastQC	all_sections	GFP1_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP1_L001_R2_001_fastqc.zip
FastQC	all_sections	GFP3_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP3_R2_trimmed_fastqc.zip
FastQC	all_sections	YAF1_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF1_L001_R1_001_fastqc.zip
FastQC	all_sections	YAF1_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF1_L001_R2_001_fastqc.zip
FastQC	all_sections	GFP2_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP2_L001_R2_001_fastqc.zip
FastQC	all_sections	YAF1_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF1_R2_trimmed_fastqc.zip
FastQC	all_sections	GFP1_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP1_R1_trimmed_fastqc.zip
FastQC	all_sections	C2_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C2_R1_trimmed_fastqc.zip
FastQC	all_sections	C2_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C2_L001_R1_001_fastqc.zip
FastQC	all_sections	GFP2_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP2_R1_trimmed_fastqc.zip
FastQC	all_sections	C2_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C2_L001_R2_001_fastqc.zip
FastQC	all_sections	YAF2_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF2_L001_R2_001_fastqc.zip
FastQC	all_sections	GFP1_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP1_L001_R1_001_fastqc.zip
FastQC	all_sections	YAF2_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF2_R2_trimmed_fastqc.zip
