"seqnames","start","end","width","strand","Conc","Conc_GFP","Conc_YAF","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr17",43457020,43457420,401,"*",5.68457557479869,4.43236716016205,6.34467808851998,-1.58078657240717,3.28631642073845e-11,2.49613427705043e-07,"Distal Intergenic",17,43444806,43444885,80,1,"100313779","ENST00000516780.1",12214
"chr10",94299442,94299842,401,"*",4.84147223846712,2.84006196555007,5.64902851559433,-1.90784238027192,3.8486386933666e-11,2.71444487043146e-07,"Intron (ENST00000371380.8/51196, intron 24 of 32)",10,94293054,94324997,31944,1,"51196","ENST00000686807.1",6388
"chr1",2926792,2927192,401,"*",6.5334248291144,7.17988419195526,5.33144417185158,1.52829845796232,4.2629111161534e-11,2.80618912954146e-07,"Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-94275
"chr6",154605116,154605516,401,"*",5.85607857467064,6.50027000880018,4.66223555912526,1.59285845157509,4.60940613285769e-11,2.84463737731646e-07,"Distal Intergenic",6,154510770,154522307,11538,1,"101928868","ENST00000658375.2",94346
"chr6",45327859,45328259,401,"*",4.69069472667882,2.51627553455946,5.52133051597142,-1.96519927712498,5.44442847243238e-11,3.16231621308775e-07,"Promoter (<=1kb)",6,45328157,45547209,219053,1,"860","ENST00000483377.5",0
"chr7",2477693,2478093,401,"*",6.2053777400333,6.84873291175377,5.01452059326963,1.50331191953859,7.44744376489856e-11,4.03470911131306e-07,"Promoter (<=1kb)",7,2475430,2476894,1465,2,"402635","ENST00000611693.1",-799
"chr17",82329106,82329506,401,"*",5.61925685071162,6.28366201404169,4.35073672392029,1.56039178839656,7.76361357020803e-11,4.03470911131306e-07,"Promoter (<=1kb)",17,82324853,82328506,3654,2,"6398","ENST00000581954.1",-600
"chr17",17379711,17380111,401,"*",5.84555396101734,6.49738987998606,4.62404404728044,1.49761071644463,8.49197614106411e-11,4.19257354060476e-07,"Distal Intergenic",17,17345269,17347152,1884,1,"56953","ENST00000480529.1",34442
"chr1",1290054,1290454,401,"*",5.27067684811302,6.00633384157387,3.69223960536327,1.70707524121982,9.04770803000398e-11,4.25423231570787e-07,"Promoter (2-3kb)",1,1287109,1290943,3835,1,"6339","ENST00000379099.3",2945
"chr2",68971501,68971901,401,"*",4.96681295825063,3.28101587419477,5.72312652071701,-1.78139839732848,1.37786688114594e-10,6.18424234445964e-07,"Promoter (2-3kb)",2,68974573,68980980,6408,1,"56287","ENST00000673932.3",-2672
"chr15",60374782,60375182,401,"*",5.0924932751465,3.56630656862799,5.8174108036134,-1.71091125246333,1.70752425024759e-10,7.116096197023e-07,"Promoter (<=1kb)",15,60351192,60374505,23314,2,"302","ENST00000559176.5",-277
"chr17",82322917,82323317,401,"*",5.92825344715732,6.59017501017961,4.6691772816502,1.54117451124659,1.80935347672536e-10,7.116096197023e-07,"3' UTR",17,82324853,82328506,3654,2,"6398","ENST00000581954.1",5189
"chr1",6449670,6450070,401,"*",5.34552344428368,6.0623141611284,3.85740863028309,1.6571324462814,1.86117129585072e-10,7.116096197023e-07,"Promoter (<=1kb)",1,6450374,6451949,1576,1,"83715","ENST00000475479.2",-304
"chr1",2427888,2428288,401,"*",5.12338583967978,5.85899221767985,3.54520027737442,1.69408968080834,1.87375687268435e-10,7.116096197023e-07,"Promoter (1-2kb)",1,2425980,2479804,53825,1,"9651","ENST00000609981.5",1908
"chr8",143423925,143424325,401,"*",5.42767571019755,6.15819954424031,3.87449750108627,1.67581160887347,2.00130566035059e-10,7.22812080476888e-07,"Intron (ENST00000528185.1/ENST00000528185.1, intron 1 of 1)",8,143417679,143419150,1472,1,"104326051","ENST00000519762.1",6246
"chr7",150997508,150997908,401,"*",5.86438771678976,6.48840910945094,4.7404348483915,1.50457272247424,2.08480349854567e-10,7.22812080476888e-07,"Intron (ENST00000297494.8/4846, intron 5 of 26)",7,150993804,151003935,10132,1,"4846","ENST00000484524.5",3704
"chr2",241895642,241896042,401,"*",4.75921255525042,5.58986437657588,2.58466465023311,1.86312886517157,2.12286061998235e-10,7.22812080476888e-07,"Intron (ENST00000430555.5/101927289, intron 2 of 3)",2,241893989,241899138,5150,2,"285095","ENST00000452112.5",3096
"chr7",150986088,150986488,401,"*",6.11672034386702,6.77402741780031,4.87498598660518,1.48761431447383,2.40054520464419e-10,7.56438486051961e-07,"Distal Intergenic",7,150991017,151014588,23572,1,"4846","ENST00000297494.8",-4529
"chr17",3004273,3004673,401,"*",5.91428168146879,6.59664723074562,4.5750500731636,1.56946528332931,2.45062013311628e-10,7.56438486051961e-07,"Intron (ENST00000637138.1/23108, intron 15 of 25)",17,3008101,3026248,18148,1,"23108","ENST00000575979.1",-3428
"chr7",151275642,151276042,401,"*",6.48706838643309,7.06644173576279,5.50370708553312,1.37677471037192,2.50668940053459e-10,7.56438486051961e-07,"Promoter (<=1kb)",7,151238974,151275252,36279,2,"6604","ENST00000469154.5",-390
"chr17",81167775,81168175,401,"*",5.59947644811793,6.29683956126873,4.19769560497786,1.63256244982137,2.52804987135309e-10,7.56438486051961e-07,"Promoter (1-2kb)",17,81117295,81166221,48927,2,"9625","ENST00000326724.9",-1554
"chr15",68515515,68515915,401,"*",6.25101635721335,5.28083089525248,6.82590216781212,-1.32661781586057,2.98419669298571e-10,8.66663381937633e-07,"Distal Intergenic",15,68483202,68487149,3948,2,"105370873","ENST00000660959.1",-28366
"chr20",63836480,63836880,401,"*",5.63857996500091,6.32273918620511,4.29204245910492,1.5873354114471,3.22179926002951e-10,8.88267976732034e-07,"Distal Intergenic",20,63767269,63832038,64770,2,"140685","ENST00000650966.1",-4442
"chr9",2556274,2556674,401,"*",4.62884965010797,2.63821714229237,5.43486137995289,-1.86271920968703,3.23850511052573e-10,8.88267976732034e-07,"Intron (ENST00000648733.1/101930053, intron 1 of 11)",9,2535652,2570754,35103,2,"401491","ENST00000424605.5",14080
"chr17",9371053,9371453,401,"*",4.810526005731,2.89082961302239,5.60603520090676,-1.83447778767183,3.36048623355817e-10,8.96813869389191e-07,"Intron (ENST00000306357.9/9482, intron 7 of 7)",17,9250474,9437889,187416,2,"9482","ENST00000570583.5",66436
"chr11",61754741,61755141,401,"*",5.44521167442776,6.13035434183566,4.09464880596591,1.59998921108275,3.52539515736507e-10,9.16064654285636e-07,"Promoter (<=1kb)",11,61755389,61788517,33129,1,"745","ENST00000265460.9",-248
"chr7",150994247,150994647,401,"*",5.52626971169982,6.18023737433958,4.29692246548161,1.51767698671764,3.71042545094147e-10,9.39422640709905e-07,"Promoter (<=1kb)",7,150993804,151003935,10132,1,"4846","ENST00000484524.5",443
"chr7",150963638,150964038,401,"*",5.71915778812533,6.41933681021216,4.30524942770631,1.60599542202544,3.98168317758724e-10,9.82898400803297e-07,"Promoter (2-3kb)",7,150944961,150960876,15916,2,"3757","ENST00000684241.1",-2762
"chr5",56211266,56211666,401,"*",5.05782352826355,3.58797700773587,5.77062115866713,-1.68471857947123,4.5011743374143e-10,1.08403647908527e-06,"Intron (ENST00000341048.9/79722, intron 2 of 11)",5,56099773,56232926,133154,2,"79722","ENST00000504958.6",21260
"chr7",155993966,155994366,401,"*",5.80809443617778,6.42168643810829,4.71863062529776,1.42724513066072,4.81593885311929e-10,1.09818605941975e-06,"Distal Intergenic",7,155962632,155966343,3712,1,"389602","ENST00000377722.2",31334
"chr17",13544453,13544853,401,"*",4.93989913509543,3.38947922496781,5.66985584371956,-1.70707525660573,4.82393768477249e-10,1.09818605941975e-06,"Promoter (<=1kb)",17,13543529,13543646,118,2,"100302287","ENST00000408771.1",-807
"chr17",8073633,8074033,401,"*",6.24020262504479,6.85398122404211,5.15013110575197,1.37717340459233,4.95649637631138e-10,1.09818605941975e-06,"Promoter (<=1kb)",17,8072781,8074295,1515,2,"242","ENST00000650441.1",262
"chr11",27916415,27916815,401,"*",4.52972854457115,2.36097650133354,5.35965685627678,-1.88154055953443,5.00479762146691e-10,1.09818605941975e-06,"Distal Intergenic",11,27978669,28019575,40907,2,"124902654","ENST00000525309.1",102760
"chr7",151003612,151004012,401,"*",6.55043420124756,7.08958974459981,5.67972590105049,1.25678279561095,5.45293083579589e-10,1.14755935623985e-06,"Promoter (1-2kb)",7,151001867,151002963,1097,1,"4846","ENST00000460603.1",1745
"chr6",43948836,43949236,401,"*",4.91332151808487,3.37939190983933,5.63986027757299,-1.72325821782296,5.48661727734739e-10,1.14755935623985e-06,"Intron (ENST00000687843.1/101929705, intron 4 of 4)",6,43990798,43999561,8764,1,"124901321","ENST00000690796.2",-41562
"chr9",137313734,137314134,401,"*",5.46396003352668,6.17106007014482,4.01970046993151,1.61036875705167,5.578461961426e-10,1.14755935623985e-06,"Intron (ENST00000491734.6/54932, intron 13 of 14)",9,137299631,137302271,2641,2,"441478","ENST00000356628.4",-11463
"chr17",83062898,83063298,401,"*",5.89667543680347,6.48632746545347,4.88251469259964,1.389730475429,6.11144066248747e-10,1.2315425997864e-06,"Distal Intergenic",17,83030761,83051809,21049,2,"146712","ENST00000571218.1",-11089
"chr5",72141311,72141711,401,"*",5.23970453677724,3.82058354550527,5.9410849600887,-1.67372174909787,7.36953555039277e-10,1.45536535863377e-06,"Intron (ENST00000512974.5/4131, intron 3 of 3)",5,72169467,72169540,74,1,"100616377","ENST00000583015.1",-27756
"chr7",130894354,130894754,401,"*",5.75824948031045,4.68176426546157,6.36783175202257,-1.41989958452687,7.71008715498069e-10,1.47803850148474e-06,"Intron (ENST00000447430.1/100506860, intron 2 of 4)",7,130872367,130884418,12052,2,"378805","ENST00000702917.1",-9936
"chr17",3953131,3953531,401,"*",5.4147200945702,6.12616919424466,3.95097989785412,1.61958029375788,7.78371939774429e-10,1.47803850148474e-06,"Exon (ENST00000309890.11/489, exon 3 of 22)",17,3941439,3945376,3938,2,"489","ENST00000572694.1",-7755
"chr4",834182,834582,401,"*",5.06191723158548,5.81843625277124,3.37500309864078,1.70723382149992,7.99719150006052e-10,1.48992204358297e-06,"Distal Intergenic",4,784957,826129,41173,2,"10815","ENST00000304062.11",-8053
"chr17",81733673,81734073,401,"*",5.94101254151084,6.55587046229055,4.84741931407186,1.39684648707013,8.21642473505211e-10,1.50241890960836e-06,"Distal Intergenic",17,81715972,81720451,4480,1,"1468","ENST00000573246.1",17701
"chr1",12435637,12436037,401,"*",5.0322109707613,3.43756971138159,5.77110454903526,-1.69240009068167,8.52046371251932e-10,1.5296865961847e-06,"Intron (ENST00000620676.6/55187, intron 65 of 69)",1,12409838,12416827,6990,1,"55187","ENST00000481484.1",25799
"chr9",123363366,123363766,401,"*",5.19540939398217,5.87386028909611,3.87196434271329,1.61264142837761,8.85957729441918e-10,1.56216496643846e-06,"Intron (ENST00000359999.7/286204, intron 2 of 9)",9,123368779,123380324,11546,1,"286204","ENST00000460253.1",-5013
"chr2",205754764,205755164,401,"*",4.95968833701905,3.41029318857585,5.68943401421924,-1.68599014598725,1.0534689236902e-09,1.82494085022839e-06,"Promoter (2-3kb)",2,205752468,205763806,11339,1,"8828","ENST00000468256.1",2296
"chr8",94259127,94259527,401,"*",5.376588935156,4.05087251291296,6.05560636982553,-1.56090877627647,1.07256807167097e-09,1.82599166436094e-06,"Promoter (1-2kb)",8,94260223,94260770,548,2,"2669","ENST00000523433.1",1243
"chr7",129845329,129845729,401,"*",5.05132981981306,3.52264622504164,5.77677130398988,-1.67179406701113,1.17658478718413e-09,1.96912432298535e-06,"Intron (ENST00000355621.8/7328, intron 5 of 6)",7,129834978,129839741,4764,2,"7328","ENST00000483368.1",-5588
"chr1",2588181,2588581,401,"*",4.93501827411386,5.70384725998666,3.17924189170527,1.69114365847946,1.22418482819216e-09,2.00085037018709e-06,"Promoter (<=1kb)",1,2588594,2591468,2875,1,"127281","ENST00000476686.1",-13
"chr4",821028,821428,401,"*",5.58523467941995,6.30627399553658,4.07736847853926,1.60069202346006,1.23606846713063e-09,2.00085037018709e-06,"Intron (ENST00000304062.11/10815, intron 2 of 3)",4,784958,826092,41135,2,"10815","ENST00000505203.1",4664
"chr17",17511863,17512263,401,"*",6.93196345974882,7.48141681499539,6.03353003393316,1.24968955570593,1.30398630950671e-09,2.07674542215019e-06,"Exon (ENST00000671231.1/ENST00000671231.1, exon 3 of 3)",17,17505566,17507056,1491,2,"10400","ENST00000477595.5",-4807
"chr1",2320610,2321010,401,"*",5.28746767835214,6.0096258873072,3.77434475185271,1.62629603198233,1.34109780732217e-09,2.10194729667628e-06,"Exon (ENST00000659232.1/124903824, exon 4 of 4)",1,2315040,2323085,8046,1,"124903824","ENST00000661319.1",5570
"chr3",136955687,136956087,401,"*",4.81886201975372,3.19217806025828,5.56402904963223,-1.7277408121289,1.38226105799446e-09,2.13261283419514e-06,"Promoter (1-2kb)",3,136957983,137011085,53103,1,"53833","ENST00000329582.9",-1896
"chr19",50693819,50694219,401,"*",4.85580448571226,5.60700138154369,3.19750033643244,1.71453084302051,1.47819791559206e-09,2.2455418243291e-06,"Intron (ENST00000293441.6/50944, intron 15 of 23)",19,50661827,50689404,27578,2,"50944","ENST00000391813.5",-4415
"chr7",151010687,151011087,401,"*",6.50581012882836,7.13248805647651,5.372898335682,1.42748777532206,1.57667565478172e-09,2.35885011370389e-06,"Promoter (<=1kb)",7,151010533,151014289,3757,1,"4846","ENST00000477227.1",154
"chr8",141430282,141430682,401,"*",5.30616073679903,5.99667251166625,3.93337193805693,1.57244650291614,1.76249925719394e-09,2.59750300975886e-06,"Intron (ENST00000520105.5/11156, intron 4 of 4)",8,141434545,141437954,3410,1,"107983985","ENST00000606664.1",-3863
"chr3",196967674,196968074,401,"*",5.72727229937433,6.33299544798976,4.66313531916528,1.39816127760838,1.84479905650232e-09,2.66561577308071e-06,"Promoter (<=1kb)",3,196946356,196968833,22478,2,"80235","ENST00000412723.6",759
"chr17",81162516,81162916,401,"*",5.69822436348798,6.36182848010785,4.43275877751871,1.5030140974742,1.86270774688146e-09,2.66561577308071e-06,"Promoter (2-3kb)",17,81165507,81183164,17658,1,"388428","ENST00000414089.5",-2591
"chr1",115167965,115168365,401,"*",4.38395259036056,2.41046496557476,5.18747994192424,-1.82589771771111,1.97588252599803e-09,2.77522707706644e-06,"Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",68385
"chr1",40782896,40783296,401,"*",5.39393320997503,6.06523304619226,4.09877991403333,1.54556823823908,1.99551480091265e-09,2.77522707706644e-06,"Promoter (<=1kb)",1,40783787,40840452,56666,1,"9132","ENST00000347132.10",-491
"chr11",35166572,35166972,401,"*",4.7058163670837,3.04942898681674,5.45665220192479,-1.72404686587337,2.20250661078837e-09,3.02055427447869e-06,"Intron (ENST00000526025.2/960, intron 1 of 1)",11,35176575,35214861,38287,1,"960","ENST00000526000.6",-9603
"chr10",76352056,76352456,401,"*",4.92628390389658,3.16773507712832,5.69559416246979,-1.72386265868647,2.32062438424127e-09,3.13894647875001e-06,"Intron (ENST00000611255.5/83938, intron 6 of 6)",10,76324401,76557366,232966,1,"83938","ENST00000598708.1",27655
"chr2",54555322,54555722,401,"*",4.69322165153782,3.02264458760385,5.44671693718565,-1.72480489066345,2.37968363667573e-09,3.17533407638696e-06,"Promoter (2-3kb)",2,54558394,54662308,103915,1,"6711","ENST00000333896.5",-2672
"chr1",3270503,3270903,401,"*",5.36259593322942,6.03218612556904,4.07410466768928,1.53595523407967,2.4575478498353e-09,3.19750177390083e-06,"Intron (ENST00000511072.5/63976, intron 3 of 15)",1,3244132,3386918,142787,1,"63976","ENST00000463591.1",26371
"chr17",19017239,19017639,401,"*",5.53896667034447,6.16438991770583,4.41029516313063,1.45755464177903,2.46106150185801e-09,3.19750177390083e-06,"Promoter (<=1kb)",17,19017641,19019729,2089,1,"125206","ENST00000584658.1",-2
"chr1",115668755,115669155,401,"*",5.34878501043952,3.94695587017313,6.04615939574732,-1.62686220610754,2.49445026717039e-09,3.19879231533686e-06,"Promoter (1-2kb)",1,115671045,115684076,13032,1,"81839","ENST00000478369.5",-1890
"chr5",3527007,3527407,401,"*",4.72343020706716,5.51638111581602,2.82042196652132,1.73135879279627,2.55497833421299e-09,3.23440603431871e-06,"Intron (ENST00000662836.1/285577, intron 1 of 4)",5,3357264,3531795,174532,2,"285577","ENST00000662836.1",4388
"chr8",142617129,142617529,401,"*",5.73936196474011,6.36336434934282,4.61547294003077,1.43200524413041,2.60425606522166e-09,3.25505635939389e-06,"Promoter (<=1kb)",8,142616308,142640648,24341,1,"101928087","ENST00000701541.1",821
"chr2",26558120,26558520,401,"*",5.1653492244658,5.88018691788168,3.68620467746788,1.56266833842975,2.66092550117599e-09,3.28431382296399e-06,"Promoter (<=1kb)",2,26457204,26558678,101475,2,"9381","ENST00000403946.7",158
"chr17",81189755,81190155,401,"*",5.21802861039239,5.91183204363607,3.83140073930924,1.56234670593286,2.73636470780583e-09,3.33572992565634e-06,"Promoter (2-3kb)",17,81189827,81192376,2550,2,"22994","ENST00000571292.1",2221
"chr10",77156403,77156803,401,"*",4.30327868577104,2.2432691003177,5.11900621547214,-1.83081425482306,2.77150040331263e-09,3.33735966858409e-06,"Intron (ENST00000604624.6/3778, intron 4 of 27)",10,77148292,77150100,1809,1,"101929310","ENST00000430464.1",8111
"chr19",4579204,4579604,401,"*",6.11533045224918,6.69998697635136,5.11624799293698,1.32925363286164,3.01817009670336e-09,3.59060423721305e-06,"Promoter (2-3kb)",19,4542593,4581776,39184,2,"10501","ENST00000676793.1",2172
"chr11",115893536,115893936,401,"*",6.04621469535035,5.12868915467797,6.60260361616023,-1.28965847783638,3.11720474432039e-09,3.66427417694861e-06,"Distal Intergenic",11,115920248,115943181,22934,1,"102724165","ENST00000653503.1",-26312
"chr7",130281121,130281521,401,"*",5.44595495106611,4.22724638488921,6.09702532518238,-1.49359457171764,3.17642327485205e-09,3.67684684743316e-06,"Intron (ENST00000222481.9/1358, intron 9 of 10)",7,130293134,130324180,31047,1,"51200","ENST00000445470.6",-11613
"chr4",21744043,21744443,401,"*",4.46966926091331,2.28008781588604,5.3021825905252,-1.79984310763455,3.2196782661619e-09,3.67684684743316e-06,"Intron (ENST00000382152.7/80333, intron 1 of 8)",4,20728616,21697774,969159,2,"80333","ENST00000382148.7",-46269
"chr17",81431634,81432034,401,"*",6.26608628512004,6.87299088766353,5.19818366074333,1.38046431455919,3.23961106445772e-09,3.67684684743316e-06,"Intron (ENST00000675386.2/57597, intron 3 of 27)",17,81443465,81444273,809,1,"57597","ENST00000585224.1",-11431
"chr5",62029387,62029787,401,"*",4.73105601059395,3.15562768160567,5.46610718614316,-1.69489374503975,3.46471267196872e-09,3.88764384835836e-06,"Distal Intergenic",5,61902617,61917275,14659,2,"105378998","ENST00000701665.1",-112112
"chr7",149825202,149825602,401,"*",6.21846121238737,6.83178945948487,5.12985582659117,1.36754824740528,3.58812354442428e-09,3.98088196655665e-06,"Promoter (<=1kb)",7,149824562,149833978,9417,1,"23145","ENST00000472850.3",640
"chr10",62250821,62251221,401,"*",4.38649181255155,2.18692095806508,5.22023007299544,-1.79990433850434,3.78290574740109e-09,4.11099715178404e-06,"Intron (ENST00000373789.8/219790, intron 2 of 11)",10,62183035,62236263,53229,2,"219790","ENST00000315289.6",-14558
"chr1",3060849,3061249,401,"*",5.97298851683313,6.58646709105092,4.88389395332049,1.38034097230535,3.78866886241263e-09,4.11099715178404e-06,"Promoter (<=1kb)",1,3059617,3061751,2135,2,"124903827","ENST00000413472.5",502
"chr7",135670132,135670532,401,"*",4.64905735977788,2.89107583562833,5.41826922775803,-1.74233521597215,3.86193803275214e-09,4.14495092641317e-06,"Intron (ENST00000509448.5/105375521, intron 1 of 3)",7,135662564,135693418,30855,1,"105375521","ENST00000422968.2",7568
"chr11",61287490,61287890,401,"*",5.11993669898166,5.79321392686458,3.81702953708775,1.55585832987642,3.95299443234772e-09,4.19705995955783e-06,"Intron (ENST00000301770.10/220001, intron 4 of 19)",11,61286263,61295026,8764,2,"220001","ENST00000538579.1",7136
"chr5",533906,534306,401,"*",5.17324091827835,5.84114061595963,3.8912992478069,1.534818550799,4.11285841113622e-09,4.32033899183418e-06,"Promoter (1-2kb)",5,535840,535882,43,2,"100616381","ENST00000582112.1",1576
"chr6",150723758,150724158,401,"*",5.72406679850209,4.614052461102,6.34391226938202,-1.46516643885875,4.18792074084447e-09,4.35288073465753e-06,"Promoter (2-3kb)",6,150721088,150843665,122578,1,"57480","ENST00000358517.6",2670
"chr4",57114984,57115384,401,"*",6.11790713672546,5.21364544199164,6.66949100684418,-1.27259918374551,4.48073503646234e-09,4.60871603094129e-06,"Intron (ENST00000499667.6/255130, intron 1 of 4)",4,57032038,57110385,78348,2,"3490","ENST00000514062.2",-4599
"chr5",139014628,139015028,401,"*",4.54583619335591,2.63272752961219,5.3403395675097,-1.75417811784298,4.58281130704507e-09,4.66355998711301e-06,"Intron (ENST00000510110.1/ENST00000510110.1, intron 1 of 2)",5,138951820,139042682,90863,2,"64374","ENST00000505945.1",27654
"chr1",6258893,6259293,401,"*",5.35986075509113,6.06641930774074,3.91800425986717,1.53828300856486,4.62851551251823e-09,4.66355998711301e-06,"Promoter (1-2kb)",1,6247353,6261098,13746,2,"387509","ENST00000377893.3",1805
"chr7",2516281,2516681,401,"*",5.57662637030329,6.23683370984516,4.32402331085478,1.46529232496425,4.80698466932773e-09,4.67263361605382e-06,"Promoter (1-2kb)",7,2517863,2528429,10567,1,"3955","ENST00000402045.5",-1182
"chr17",74214273,74214673,401,"*",5.96692912756196,6.54176461045988,4.99689052109898,1.30750718017541,4.81326857091831e-09,4.67263361605382e-06,"Promoter (<=1kb)",17,74213571,74262020,48450,1,"94015","ENST00000269346.9",702
"chr19",48123908,48124308,401,"*",5.9709539872509,6.53915444035944,5.02010237294404,1.28150344777332,4.82702500462212e-09,4.67263361605382e-06,"Promoter (<=1kb)",19,48121272,48123623,2352,2,"3978","ENST00000596332.1",-285
"chr9",2559543,2559943,401,"*",6.04369702357573,5.14838658654252,6.59200392712648,-1.27897629911048,4.84823106503781e-09,4.67263361605382e-06,"Intron (ENST00000648733.1/101930053, intron 1 of 11)",9,2535652,2570754,35103,2,"401491","ENST00000424605.5",10811
"chr3",183144739,183145139,401,"*",5.8013080496642,6.41767895994392,4.70275912920823,1.39587614319935,4.87412916948759e-09,4.67263361605382e-06,"Intron (ENST00000265598.8/27074, intron 3 of 5)",3,183123925,183162015,38091,2,"27074","ENST00000466939.1",16876
"chr4",48909662,48910062,401,"*",4.98296103565131,3.58153936930127,5.68024030525353,-1.60022604331214,5.04180030634926e-09,4.77170952052858e-06,"Promoter (2-3kb)",4,48885382,48906937,21556,2,"132299","ENST00000508069.6",-2725
"chr7",150972191,150972591,401,"*",6.03680427722779,6.60093506148825,5.09755324218114,1.28153780214994,5.07412752076625e-09,4.77170952052858e-06,"Intron (ENST00000262186.10/3757, intron 2 of 14)",7,150949415,150978136,28722,2,"3757","ENST00000532957.5",5545
"chr19",28296676,28297076,401,"*",4.56536025595342,2.82002865541659,5.33236633352562,-1.70919292246375,5.13782219724914e-09,4.78602678679976e-06,"Intron (ENST00000587777.1/ENST00000587777.1, intron 2 of 2)",19,28460339,28466682,6344,2,"100420587","ENST00000585697.1",169606
"chr1",2683954,2684354,401,"*",4.85737644599053,5.6033122459286,3.22670673472244,1.63925007331587,5.70672303318876e-09,5.26629201629089e-06,"Intron (ENST00000401095.9/100287898, intron 6 of 8)",1,2590639,2633016,42378,2,"79258","ENST00000378412.8",-50938
"chr5",83306629,83307029,401,"*",4.57856683310258,2.70694311246472,5.36661294120951,-1.72179898318046,5.87456195377395e-09,5.296952085712e-06,"Intron (ENST00000282268.7/7518, intron 7 of 7)",5,83471618,83483604,11987,1,"1462","ENST00000503923.1",-164589
"chr7",43694160,43694560,401,"*",4.33208765126989,2.26597297047934,5.14864496645559,-1.7831401707618,5.9005766696287e-09,5.296952085712e-06,"Intron (ENST00000415076.6/55744, intron 1 of 6)",7,43646297,43729474,83178,2,"55744","ENST00000451651.5",34914
"chr8",142798336,142798736,401,"*",5.26398773787642,5.96946120979352,3.82693203942132,1.55520278961481,5.93765194678177e-09,5.296952085712e-06,"Intron (ENST00000510610.2/ENST00000510610.2, intron 2 of 2)",8,142784882,142786539,1658,2,"8581","ENST00000301263.5",-11797
"chr7",73646607,73647007,401,"*",6.05938696308799,6.65617719859067,5.02331057735389,1.3236254806405,5.95452473632326e-09,5.296952085712e-06,"Distal Intergenic",7,73667831,73672110,4280,1,"155382","ENST00000324941.5",-20824
